"Reporting starts","Reporting ends","Campaign name",Platform,Placement,"Device platform","Impression device","Campaign Delivery","Amount spent (AUD)","Website purchases","Cost per purchase (AUD)","Purchase ROAS (return on ad spend)","Purchases conversion value","Website purchases conversion value","Ad set budget","Ad set budget type",Impressions,"CPM (cost per 1,000 impressions) (AUD)",Reach,Frequency,"CTR (all)","Link clicks","CPC (all) (AUD)","Attribution setting",Results,"Result indicator","Cost per results","Meta purchases",ThruPlays,"3-second video plays","Video plays at 25%","Video plays at 50%","Video plays at 75%","Video plays at 95%","Video plays at 100%","Video average play time","Video plays",profile_visit_view,"Unique link clicks","CTR (link click-through rate)","Landing page views","Adds to cart","Website adds to cart","Adds of payment info","Website adds of payment info","Checkouts Initiated","Website checkouts initiated","Website purchase ROAS (return on ad spend)",Views,"3-second video plays rate per impressions","Cost per ThruPlay (AUD)","Cost per 3-second video play (AUD)","Unique outbound clicks","Outbound clicks","Unique CTR (link click-through rate)","Outbound CTR (click-through rate)","Unique outbound CTR (click-through rate)","Cost per unique outbound click (AUD)","Cost per unique link click (AUD)","Cost per unique click (all) (AUD)","Adds of payment info conversion value","In-app adds of payment info conversion value","Website adds of payment info conversion value","Offline adds of payment info conversion value","Adds to cart conversion value","In-app adds to cart conversion value","Website adds to cart conversion value","Offline adds to cart conversion value","Cost per add of payment info (AUD)","Cost per add to cart (AUD)","Checkouts initiated conversion value","In-app checkouts initiated conversion value","Website checkouts initiated conversion value","Offline checkouts initiated conversion value","Cost per checkout initiated (AUD)","Content views","In-app content views","Website content views","Offline content views","Meta content views","Content views conversion value","In-app content views conversion value","Website content views conversion value","Offline content views conversion value","Cost per content view (AUD)","Cost per landing page view (AUD)","Orders created","Date created","Date last edited",Objective
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624",Facebook,Feed,In-app,iPad,inactive,3.799241,,,,,,"Using ad set budget",0,279,13.61735,210,1.328571,3.225806,9,0.422138,"7-day click or 1-day view",9,actions:link_click,0.42213786,,,,,,,,,00:00:00,,,8,3.225806,,,,,,,,,0,,,,8,9,3.809524,3.225806,3.809524,0.474905,0.474905,0.422138,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624",Facebook,Feed,In-app,iPhone,inactive,14.057191,,,,,,"Using ad set budget",0,1413,9.948472,1150,1.228696,5.095541,23,0.195239,"7-day click or 1-day view",23,actions:link_click,0.61118221,,,,,,,,,00:00:00,,,20,1.627742,,,,,,,,,0,,,,20,23,1.73913,1.627742,1.73913,0.70286,0.70286,0.270331,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624",Facebook,"In-stream video",Desktop,Desktop,inactive,0.029994,,,,,,"Using ad set budget",0,10,2.999401,10,1,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624",Facebook,"In-stream video",In-app,"Android Smartphone",inactive,0.19996,,,,,,"Using ad set budget",0,50,3.999201,50,1,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624",Facebook,"In-stream video",In-app,iPhone,inactive,0.079984,,,,,,"Using ad set budget",0,32,2.499501,31,1.032258,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624",Facebook,Marketplace,Desktop,Desktop,inactive,0,,,,,,"Using ad set budget",0,3,0,2,1.5,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624",Facebook,Marketplace,In-app,"Android Smartphone",inactive,0.29994,,,,,,"Using ad set budget",0,41,7.315611,37,1.108108,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624",Facebook,Marketplace,In-app,"Android Tablet",inactive,0.009998,,,,,,"Using ad set budget",0,1,9.998002,1,1,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624",Facebook,Marketplace,In-app,iPad,inactive,0.039992,,,,,,"Using ad set budget",0,8,4.999001,7,1.142857,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624",Facebook,Marketplace,In-app,iPhone,inactive,0.619876,,,,,,"Using ad set budget",0,92,6.737784,86,1.069767,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624",Facebook,"Right column",Desktop,Desktop,inactive,0.029994,,,,,,"Using ad set budget",0,49,0.612123,17,2.882353,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624",Facebook,"Search results",In-app,"Android Smartphone",inactive,0.009998,,,,,,"Using ad set budget",0,1,9.998002,1,1,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624",Facebook,"Search results",In-app,iPhone,inactive,0,,,,,,"Using ad set budget",0,5,0,5,1,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624",Facebook,"Feed: video feeds",Desktop,Desktop,inactive,0,,,,,,"Using ad set budget",0,1,0,1,1,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624",Facebook,"Feed: video feeds",In-app,"Android Smartphone",inactive,1.259748,,,,,,"Using ad set budget",0,126,9.998002,117,1.076923,1.587302,2,0.629874,"7-day click or 1-day view",2,actions:link_click,0.62987413,,,,,,,,,00:00:00,,,2,1.587302,,,,,,,,,0,,,,2,2,1.709402,1.587302,1.709402,0.629874,0.629874,0.629874,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624",Facebook,"Feed: video feeds",In-app,"Android Tablet",inactive,0.229954,,,,,,"Using ad set budget",0,19,12.102845,18,1.055556,5.263158,1,0.229954,"7-day click or 1-day view",1,actions:link_click,0.22995405,,,,,,,,,00:00:00,,,1,5.263158,,,,,,,,,0,,,,1,1,5.555556,5.263158,5.555556,0.229954,0.229954,0.229954,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624",Facebook,"Feed: video feeds",In-app,iPad,inactive,3.089383,,,,,,"Using ad set budget",0,304,10.162443,251,1.211155,1.644737,3,0.617877,"7-day click or 1-day view",3,actions:link_click,1.02979421,,,,,,,,,00:00:00,,,3,0.986842,,,,,,,,,0,,,,3,3,1.195219,0.986842,1.195219,1.029794,1.029794,0.617877,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624",Facebook,"Feed: video feeds",In-app,iPhone,inactive,2.979405,,,,,,"Using ad set budget",0,406,7.338435,366,1.10929,0.738916,2,0.993135,"7-day click or 1-day view",2,actions:link_click,1.4897023,,,,,,,,,00:00:00,,,2,0.492611,,,,,,,,,0,,,,2,2,0.546448,0.492611,0.546448,1.489702,1.489702,1.489702,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624",Instagram,Feed,Desktop,Desktop,inactive,0.019996,,,,,,"Using ad set budget",0,4,4.999001,4,1,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624",Instagram,Feed,In-app,"Android Smartphone",inactive,1.109778,,,,,,"Using ad set budget",0,63,17.615527,55,1.145455,3.174603,,0.554889,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0.554889,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624",Instagram,Feed,In-app,iPad,inactive,0.019996,,,,,,"Using ad set budget",0,1,19.996004,1,1,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624",Instagram,Feed,In-app,iPhone,inactive,2.309538,,,,,,"Using ad set budget",0,132,17.496504,125,1.056,3.030303,3,0.577385,"7-day click or 1-day view",3,actions:link_click,0.76984615,,,,,,,,,00:00:00,,,3,2.272727,,,,,,,,,0,,,,3,3,2.4,2.272727,2.4,0.769846,0.769846,0.769846,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624",Instagram,Explore,In-app,"Android Smartphone",inactive,0.009998,,,,,,"Using ad set budget",0,1,9.998002,1,1,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624",Instagram,Explore,In-app,iPhone,inactive,0.029994,,,,,,"Using ad set budget",0,5,5.998801,5,1,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624",Instagram,"Explore home",In-app,iPhone,inactive,0,,,,,,"Using ad set budget",0,1,0,1,1,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624",Instagram,"Instagram Reels",In-app,"Android Smartphone",inactive,0.969806,,,,,,"Using ad set budget",0,79,12.276028,78,1.012821,0,1,0,"7-day click or 1-day view",1,actions:link_click,0.96980619,,,,,,,,,00:00:00,,,1,1.265823,,,,,,,,,0,,,,1,1,1.282051,1.265823,1.282051,0.969806,0.969806,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624",Instagram,"Instagram Reels",In-app,"Android Tablet",inactive,0,,,,,,"Using ad set budget",0,1,0,1,1,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624",Instagram,"Instagram Reels",In-app,iPad,inactive,0.019996,,,,,,"Using ad set budget",0,2,9.998002,2,1,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624",Instagram,"Instagram Reels",In-app,iPhone,inactive,1.169766,,,,,,"Using ad set budget",0,104,11.247752,102,1.019608,0.961538,,1.169766,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,1.169766,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624",Instagram,"Instagram Stories",In-app,"Android Smartphone",inactive,0.479904,,,,,,"Using ad set budget",0,37,12.970381,36,1.027778,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624",Instagram,"Instagram Stories",In-app,iPad,inactive,0.079984,,,,,,"Using ad set budget",0,4,19.996004,2,2,25,1,0.079984,"7-day click or 1-day view",1,actions:link_click,0.07998402,,,,,,,,,00:00:00,,,1,25,,,,,,,,,0,,,,1,1,50,25,50,0.079984,0.079984,0.079984,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624",Instagram,"Instagram Stories",In-app,iPhone,inactive,2.19956,,,,,,"Using ad set budget",0,118,18.640343,111,1.063063,1.694915,2,1.09978,"7-day click or 1-day view",2,actions:link_click,1.09978022,,,,,,,,,00:00:00,,,2,1.694915,,,,,,,,,0,,,,2,2,1.801802,1.694915,1.801802,1.09978,1.09978,1.09978,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"Encore Festival: Retargeting - July 24","Audience Network","Native, banner & interstitial",In-app,"Android Smartphone",inactive,0.299894,,,,,,1500,Lifetime,25,11.995762,4,6.25,0,,0,"7-day click or 1-day view",,,,,3,6,4,3,1,,,12,7,,,,,,,,,,,,0,24,0.099965,0.049982,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-03,2025-02-16,Sales
2022-05-01,2025-05-30,"Encore Festival: Retargeting - July 24","Audience Network","Native, banner & interstitial",In-app,iPad,inactive,0,,,,,,1500,Lifetime,1,0,1,1,0,,0,"7-day click or 1-day view",,,,,,,,,,,,0,1,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-03,2025-02-16,Sales
2022-05-01,2025-05-30,"Encore Festival: Retargeting - July 24","Audience Network","Native, banner & interstitial",In-app,iPhone,inactive,0.139951,,,,,,1500,Lifetime,25,5.598022,0,0,0,,0,"7-day click or 1-day view",,,,,,1,,,,,,4,2,,,,,,,,,,,,0,4,,0.139951,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-03,2025-02-16,Sales
2022-05-01,2025-05-30,"Encore Festival: Retargeting - July 24","Audience Network","Rewarded video",In-app,"Android Smartphone",inactive,0.039986,,,,,,1500,Lifetime,5,7.997174,0,0,0,,0,"7-day click or 1-day view",,,,,5,5,5,5,4,1,1,30,5,,,,,,,,,,,,0,100,0.007997,0.007997,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-03,2025-02-16,Sales
2022-05-01,2025-05-30,"Encore Festival: Retargeting - July 24",Facebook,"Facebook profile feed",In-app,"Android Smartphone",inactive,0.019993,,,,,,1500,Lifetime,7,2.856134,4,1.75,0,,0,"7-day click or 1-day view",,,,,1,1,1,1,1,1,1,44,1,,,,,,,,,,,,0,14.285714,0.019993,0.019993,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-03,2025-02-16,Sales
2022-05-01,2025-05-30,"Encore Festival: Retargeting - July 24",Facebook,"Facebook profile feed",In-app,iPhone,inactive,0.039986,,,,,,1500,Lifetime,16,2.499117,16,1,0,,0,"7-day click or 1-day view",,,,,,,,,,,,1,7,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-03,2025-02-16,Sales
2022-05-01,2025-05-30,"Encore Festival: Retargeting - July 24",Facebook,"Facebook Reels",In-app,"Android Smartphone",inactive,32.998341,,,,,,1500,Lifetime,3835,8.604522,1312,2.923018,5.136897,20,0.167504,"7-day click or 1-day view",,,,,867,1609,980,759,658,542,420,15,3423,,18,0.521512,,,,,,,,,0,41.955671,0.03806,0.020509,18,20,1.371951,0.521512,1.371951,1.833241,1.833241,0.237398,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-03,2025-02-16,Sales
2022-05-01,2025-05-30,"Encore Festival: Retargeting - July 24",Facebook,"Facebook Reels",In-app,"Android Tablet",inactive,0.229919,,,,,,1500,Lifetime,16,14.369923,8,2,0,,0,"7-day click or 1-day view",,,,,5,10,6,5,4,4,4,21,14,,,,,,,,,,,,0,62.5,0.045984,0.022992,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-03,2025-02-16,Sales
2022-05-01,2025-05-30,"Encore Festival: Retargeting - July 24",Facebook,"Facebook Reels",In-app,iPhone,inactive,26.430661,,,,,,1500,Lifetime,3873,6.824338,1384,2.79841,6.506584,15,0.104884,"7-day click or 1-day view",,,,,966,1898,1048,825,703,563,430,17,3399,,14,0.387297,,,,,,,,,0,49.005939,0.027361,0.013926,14,15,1.011561,0.387297,1.011561,1.887904,1.887904,0.14443,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-03,2025-02-16,Sales
2022-05-01,2025-05-30,"Encore Festival: Retargeting - July 24",Facebook,"Ads on Reels",In-app,"Android Smartphone",inactive,0.289898,,,,,,1500,Lifetime,220,1.317716,180,1.222222,0,,0,"7-day click or 1-day view",,,,,2,6,4,1,1,,,4,19,,,,,,,,,,,,0,2.727273,0.144949,0.048316,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-03,2025-02-16,Sales
2022-05-01,2025-05-30,"Encore Festival: Retargeting - July 24",Facebook,"Ads on Reels",In-app,"Android Tablet",inactive,0,,,,,,1500,Lifetime,1,0,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-03,2025-02-16,Sales
2022-05-01,2025-05-30,"Encore Festival: Retargeting - July 24",Facebook,"Ads on Reels",In-app,iPad,inactive,0,,,,,,1500,Lifetime,1,0,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-03,2025-02-16,Sales
2022-05-01,2025-05-30,"Encore Festival: Retargeting - July 24",Facebook,"Ads on Reels",In-app,iPhone,inactive,0.229919,,,,,,1500,Lifetime,219,1.049857,180,1.216667,0,,0,"7-day click or 1-day view",,,,,5,9,3,2,,,,5,22,,,,,,,,,,,,0,4.109589,0.045984,0.025547,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-03,2025-02-16,Sales
2022-05-01,2025-05-30,"Encore Festival: Retargeting - July 24",Facebook,"Facebook Stories",In-app,"Android Smartphone",inactive,4.098552,,,,,,1500,Lifetime,194,21.126556,148,1.310811,2.061856,4,1.024638,"7-day click or 1-day view",,,,,27,35,26,27,20,17,15,8,122,,4,2.061856,,,,,,,,,0,18.041237,0.151798,0.117101,4,4,2.702703,2.061856,2.702703,1.024638,1.024638,1.024638,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-03,2025-02-16,Sales
2022-05-01,2025-05-30,"Encore Festival: Retargeting - July 24",Facebook,"Facebook Stories",In-app,iPad,inactive,0,,,,,,1500,Lifetime,1,0,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,2,1,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-03,2025-02-16,Sales
2022-05-01,2025-05-30,"Encore Festival: Retargeting - July 24",Facebook,"Facebook Stories",In-app,iPhone,inactive,3.068916,,,,,,1500,Lifetime,232,13.228085,156,1.487179,0.431034,1,3.068916,"7-day click or 1-day view",,,,,24,35,24,15,9,4,3,5,109,,1,0.431034,,,,,,,,,0,15.086207,0.127871,0.087683,1,1,0.641026,0.431034,0.641026,3.068916,3.068916,3.068916,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-03,2025-02-16,Sales
2022-05-01,2025-05-30,"Encore Festival: Retargeting - July 24",Facebook,Feed,Desktop,Desktop,inactive,25.221089,,,,,,1500,Lifetime,1241,20.323198,444,2.795045,3.384367,11,0.600502,"7-day click or 1-day view",,,,,22,54,27,20,16,14,12,7,147,,9,0.886382,,,,,,,,,0,4.35133,1.146413,0.467057,9,11,2.027027,0.886382,2.027027,2.802343,2.802343,1.483593,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-03,2025-02-16,Sales
2022-05-01,2025-05-30,"Encore Festival: Retargeting - July 24",Facebook,Feed,In-app,"Android Smartphone",inactive,402.677721,,,,,,1500,Lifetime,28523,14.11765,4862,5.866516,4.733022,569,0.29828,"7-day click or 1-day view",,,,,2446,5359,2809,2221,1957,1742,1548,9,15680,,335,1.994881,,,,,,,,,0,18.788346,0.164627,0.07514,340,569,6.890169,1.994881,6.993007,1.184346,1.202023,0.589572,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-03,2025-02-16,Sales
2022-05-01,2025-05-30,"Encore Festival: Retargeting - July 24",Facebook,Feed,In-app,"Android Tablet",inactive,0.879689,,,,,,1500,Lifetime,55,15.994349,4,13.75,1.818182,,0.879689,"7-day click or 1-day view",,,,,3,9,4,3,2,2,2,13,17,,,,,,,,,,,,0,16.363636,0.29323,0.097743,,,0,,,,,0.879689,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-03,2025-02-16,Sales
2022-05-01,2025-05-30,"Encore Festival: Retargeting - July 24",Facebook,Feed,In-app,iPad,inactive,4.888273,,,,,,1500,Lifetime,421,11.611099,160,2.63125,13.064133,37,0.088878,"7-day click or 1-day view",,,,,69,147,79,61,58,52,49,11,321,,21,8.788599,,,,,,,,,0,34.916865,0.070845,0.033254,21,37,13.125,8.788599,13.125,0.232775,0.232775,0.148129,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-03,2025-02-16,Sales
2022-05-01,2025-05-30,"Encore Festival: Retargeting - July 24",Facebook,Feed,In-app,iPhone,inactive,551.415167,,,,,,1500,Lifetime,46004,11.986244,7186,6.401893,5.032171,1337,0.238192,"7-day click or 1-day view",,,,,3141,7483,3844,2934,2601,2285,2076,7,25127,,731,2.906269,,,,,,,,,0,16.265977,0.175554,0.073689,721,1337,10.172558,2.906269,10.033398,0.764792,0.75433,0.494987,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-03,2025-02-16,Sales
2022-05-01,2025-05-30,"Encore Festival: Retargeting - July 24",Facebook,"In-stream video",Desktop,Desktop,inactive,0.029989,,,,,,1500,Lifetime,12,2.499117,4,3,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-03,2025-02-16,Sales
2022-05-01,2025-05-30,"Encore Festival: Retargeting - July 24",Facebook,"In-stream video",In-app,"Android Smartphone",inactive,1.729389,,,,,,1500,Lifetime,754,2.293619,424,1.778302,0.132626,1,1.729389,"7-day click or 1-day view",,,,,8,13,16,12,8,7,7,4,26,,1,0.132626,,,,,,,,,0,1.724138,0.216174,0.13303,1,1,0.235849,0.132626,0.235849,1.729389,1.729389,1.729389,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-03,2025-02-16,Sales
2022-05-01,2025-05-30,"Encore Festival: Retargeting - July 24",Facebook,"In-stream video",In-app,iPad,inactive,0.029989,,,,,,1500,Lifetime,19,1.57839,8,2.375,0,,0,"7-day click or 1-day view",,,,,,,,,,,,2,1,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-03,2025-02-16,Sales
2022-05-01,2025-05-30,"Encore Festival: Retargeting - July 24",Facebook,"In-stream video",In-app,iPhone,inactive,1.6994,,,,,,1500,Lifetime,839,2.025506,488,1.719262,0.238379,2,0.8497,"7-day click or 1-day view",,,,,11,15,15,6,6,6,6,4,45,,2,0.238379,,,,,,,,,0,1.787843,0.154491,0.113293,2,2,0.409836,0.238379,0.409836,0.8497,0.8497,0.8497,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-03,2025-02-16,Sales
2022-05-01,2025-05-30,"Encore Festival: Retargeting - July 24",Facebook,Marketplace,Desktop,Desktop,inactive,0.209926,,,,,,1500,Lifetime,32,6.560182,32,1,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-03,2025-02-16,Sales
