"Reporting starts","Reporting ends","Campaign name",Platform,Placement,"Device platform","Impression device","Campaign Delivery","Amount spent (AUD)","Website purchases","Cost per purchase (AUD)","Purchase ROAS (return on ad spend)","Purchases conversion value","Website purchases conversion value","Ad set budget","Ad set budget type",Impressions,"CPM (cost per 1,000 impressions) (AUD)",Reach,Frequency,"CTR (all)","Link clicks","CPC (all) (AUD)","Attribution setting",Results,"Result indicator","Cost per results","Meta purchases",ThruPlays,"3-second video plays","Video plays at 25%","Video plays at 50%","Video plays at 75%","Video plays at 95%","Video plays at 100%","Video average play time","Video plays",profile_visit_view,"Unique link clicks","CTR (link click-through rate)","Landing page views","Adds to cart","Website adds to cart","Adds of payment info","Website adds of payment info","Checkouts Initiated","Website checkouts initiated","Website purchase ROAS (return on ad spend)",Views,"3-second video plays rate per impressions","Cost per ThruPlay (AUD)","Cost per 3-second video play (AUD)","Unique outbound clicks","Outbound clicks","Unique CTR (link click-through rate)","Outbound CTR (click-through rate)","Unique outbound CTR (click-through rate)","Cost per unique outbound click (AUD)","Cost per unique link click (AUD)","Cost per unique click (all) (AUD)","Adds of payment info conversion value","In-app adds of payment info conversion value","Website adds of payment info conversion value","Offline adds of payment info conversion value","Adds to cart conversion value","In-app adds to cart conversion value","Website adds to cart conversion value","Offline adds to cart conversion value","Cost per add of payment info (AUD)","Cost per add to cart (AUD)","Checkouts initiated conversion value","In-app checkouts initiated conversion value","Website checkouts initiated conversion value","Offline checkouts initiated conversion value","Cost per checkout initiated (AUD)","Content views","In-app content views","Website content views","Offline content views","Meta content views","Content views conversion value","In-app content views conversion value","Website content views conversion value","Offline content views conversion value","Cost per content view (AUD)","Cost per landing page view (AUD)","Orders created","Date created","Date last edited",Objective
2022-05-01,2025-05-30,"Retargeting - July 24",Facebook,Feed,In-app,"Android Tablet",inactive,0.189953,,,,,,400,Lifetime,14,13.568036,0,0,0,,0,"7-day click or 1-day view",,,,,1,1,1,1,,,,14,3,,,,,,,,,,,,0,7.142857,0.189953,0.189953,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Facebook,Feed,In-app,iPad,inactive,0.939765,,,,,,400,Lifetime,61,15.405984,40,1.525,9.836066,4,0.156628,"7-day click or 1-day view",,,,,8,17,8,6,5,4,3,12,37,,4,6.557377,,,,,,,,,0,27.868852,0.117471,0.05528,4,4,10,6.557377,10,0.234941,0.234941,0.156628,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Facebook,Feed,In-app,iPhone,inactive,114.811296,,,,,,400,Lifetime,10943,10.491757,3883,2.818182,2.832861,178,0.370359,"7-day click or 1-day view",,,,,395,885,387,302,255,235,215,8,3325,,149,1.626611,,,,,,,,,0,8.087362,0.290662,0.12973,149,178,3.837239,1.626611,3.837239,0.770546,0.770546,0.49918,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Facebook,"In-stream video",Desktop,Desktop,inactive,0,,,,,,400,Lifetime,4,0,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Facebook,"In-stream video",In-app,"Android Smartphone",inactive,0.67983,,,,,,400,Lifetime,284,2.393768,224,1.267857,0,,0,"7-day click or 1-day view",,,,,6,9,9,7,5,4,4,5,22,,,,,,,,,,,,0,3.169014,0.113305,0.075537,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Facebook,"In-stream video",In-app,iPad,inactive,0,,,,,,400,Lifetime,16,0,16,1,6.25,1,0,"7-day click or 1-day view",,,,,,,1,,,,,5,1,,1,6.25,,,,,,,,,0,,,,1,1,6.25,6.25,6.25,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Facebook,"In-stream video",In-app,iPhone,inactive,0.589853,,,,,,400,Lifetime,342,1.724715,264,1.295455,0.292398,1,0.589853,"7-day click or 1-day view",,,,,6,7,10,5,4,3,3,4,22,,1,0.292398,,,,,,,,,0,2.046784,0.098309,0.084265,1,1,0.378788,0.292398,0.378788,0.589853,0.589853,0.589853,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Facebook,Marketplace,Desktop,Desktop,inactive,0.009998,,,,,,400,Lifetime,7,1.428214,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Facebook,Marketplace,In-app,"Android Smartphone",inactive,1.629593,,,,,,400,Lifetime,286,5.697876,136,2.102941,0.34965,1,1.629593,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,1,0.34965,,,,,,,,,0,,,,1,1,0.735294,0.34965,0.735294,1.629593,1.629593,1.629593,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Facebook,Marketplace,In-app,"Android Tablet",inactive,0.009998,,,,,,400,Lifetime,4,2.499375,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Facebook,Marketplace,In-app,iPad,inactive,0,,,,,,400,Lifetime,5,0,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Facebook,Marketplace,In-app,iPhone,inactive,2.539365,,,,,,400,Lifetime,507,5.00861,196,2.586735,0.197239,1,2.539365,"7-day click or 1-day view",,,,,,,,,,,,1,1,,1,0.197239,,,,,,,,,0,,,,1,1,0.510204,0.197239,0.510204,2.539365,2.539365,2.539365,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Facebook,"Right column",Desktop,Desktop,inactive,0.069983,,,,,,400,Lifetime,102,0.686103,16,6.375,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Facebook,"Search results",Desktop,Desktop,inactive,0.019995,,,,,,400,Lifetime,4,4.99875,4,1,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Facebook,"Search results",In-app,"Android Smartphone",inactive,0.069983,,,,,,400,Lifetime,14,4.99875,14,1,0,,0,"7-day click or 1-day view",,,,,,,,,,,,1,1,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Facebook,"Search results",In-app,iPad,inactive,0.009998,,,,,,400,Lifetime,3,3.3325,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Facebook,"Search results",In-app,iPhone,inactive,0.03999,,,,,,400,Lifetime,12,3.3325,12,1,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Facebook,"Feed: video feeds",In-app,"Android Smartphone",inactive,1.289678,,,,,,400,Lifetime,139,9.278256,72,1.930556,4.316547,3,0.214946,"7-day click or 1-day view",,,,,17,28,18,14,12,10,9,13,77,,2,2.158273,,,,,,,,,0,20.143885,0.075863,0.04606,2,3,2.777778,2.158273,2.777778,0.644839,0.644839,0.257936,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Facebook,"Feed: video feeds",In-app,"Android Tablet",inactive,0.009998,,,,,,400,Lifetime,2,4.99875,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,1,1,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Facebook,"Feed: video feeds",In-app,iPad,inactive,0.029993,,,,,,400,Lifetime,6,4.99875,6,1,0,,0,"7-day click or 1-day view",,,,,,,,,,,,1,1,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Facebook,"Feed: video feeds",In-app,iPhone,inactive,1.169708,,,,,,400,Lifetime,187,6.255121,128,1.460938,2.673797,3,0.233942,"7-day click or 1-day view",,,,,16,34,17,13,10,8,7,10,92,,3,1.604278,,,,,,,,,0,18.181818,0.073107,0.034403,3,3,2.34375,1.604278,2.34375,0.389903,0.389903,0.233942,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Instagram,Feed,Desktop,Desktop,inactive,0.7998,,,,,,400,Lifetime,43,18.600001,40,1.075,0,,0,"7-day click or 1-day view",,,,,1,3,1,1,1,1,1,17,4,,,,,,,,,,,,0,6.976744,0.7998,0.2666,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Instagram,Feed,In-app,"Android Smartphone",inactive,24.563859,,,,,,400,Lifetime,1732,14.182367,900,1.924444,1.039261,10,1.364659,"7-day click or 1-day view",,,,,76,168,97,68,54,45,41,12,370,,8,0.577367,,,,,,,,,0,9.699769,0.323209,0.146213,8,10,0.888889,0.577367,0.888889,3.070482,3.070482,1.637591,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Instagram,Feed,In-app,"Android Tablet",inactive,0,,,,,,400,Lifetime,1,0,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Instagram,Feed,In-app,iPad,inactive,0.31992,,,,,,400,Lifetime,16,19.995001,16,1,0,,0,"7-day click or 1-day view",,,,,1,2,1,1,1,1,1,17,4,,,,,,,,,,,,0,12.5,0.31992,0.15996,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Instagram,Feed,In-app,iPhone,inactive,46.648338,,,,,,400,Lifetime,4377,10.657605,2411,1.815429,0.685401,13,1.554945,"7-day click or 1-day view",,,,,228,419,277,186,113,97,97,15,891,,13,0.297007,,,,,,,,,0,9.572767,0.204598,0.111333,13,13,0.539195,0.297007,0.539195,3.588334,3.588334,1.608563,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Instagram,Feed,"Mobile web","Android Smartphone",inactive,0.07998,,,,,,400,Lifetime,16,4.99875,8,2,6.25,,0.07998,"7-day click or 1-day view",,,,,1,2,2,2,1,1,1,15,3,,,,,,,,,,,,0,12.5,0.07998,0.03999,,,0,,,,,0.07998,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Instagram,Feed,"Mobile web",iPad,inactive,0,,,,,,400,Lifetime,2,0,2,1,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Instagram,Feed,"Mobile web",iPhone,inactive,0.209948,,,,,,400,Lifetime,31,6.7725,28,1.107143,0,,0,"7-day click or 1-day view",,,,,1,1,1,1,1,1,,79,1,,,,,,,,,,,,0,3.225806,0.209948,0.209948,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Instagram,Explore,In-app,"Android Smartphone",inactive,0.23994,,,,,,400,Lifetime,47,5.105107,40,1.175,0,,0,"7-day click or 1-day view",,,,,2,2,2,2,2,1,,26,4,,,,,,,,,,,,0,4.255319,0.11997,0.11997,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Instagram,Explore,In-app,iPhone,inactive,1.029743,,,,,,400,Lifetime,162,6.356436,112,1.446429,1.234568,1,0.514871,"7-day click or 1-day view",,,,,4,5,4,4,3,3,3,27,11,,1,0.617284,,,,,,,,,0,3.08642,0.257436,0.205949,1,1,0.892857,0.617284,0.892857,1.029743,1.029743,0.514871,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Instagram,"Explore home",In-app,"Android Smartphone",inactive,0.15996,,,,,,400,Lifetime,39,4.101539,24,1.625,0,,0,"7-day click or 1-day view",,,,,,1,1,1,,,,7,1,,,,,,,,,,,,0,2.564103,,0.15996,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Instagram,"Explore home",In-app,iPad,inactive,0.019995,,,,,,400,Lifetime,1,19.995001,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Instagram,"Explore home",In-app,iPhone,inactive,0.189953,,,,,,400,Lifetime,60,3.165875,44,1.363636,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Instagram,"Profile feed",In-app,"Android Smartphone",inactive,0.069983,,,,,,400,Lifetime,14,4.99875,14,1,0,,0,"7-day click or 1-day view",,,,,1,1,1,1,1,1,1,15,6,,,,,,,,,,,,0,7.142857,0.069983,0.069983,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Instagram,"Profile feed",In-app,iPhone,inactive,0.209948,,,,,,400,Lifetime,18,11.663751,16,1.125,0,,0,"7-day click or 1-day view",,,,,1,1,1,1,1,1,1,13,5,,,,,,,,,,,,0,5.555556,0.209948,0.209948,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Instagram,"Instagram Reels",In-app,"Android Smartphone",inactive,9.287678,,,,,,400,Lifetime,961,9.664597,652,1.473926,0.832466,5,1.16096,"7-day click or 1-day view",,,,,198,359,185,112,72,62,58,18,591,,4,0.520291,,,,,,,,,0,37.35692,0.046907,0.025871,4,5,0.613497,0.520291,0.613497,2.32192,2.32192,1.326811,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Instagram,"Instagram Reels",In-app,"Android Tablet",inactive,0.009998,,,,,,400,Lifetime,1,9.997501,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Instagram,"Instagram Reels",In-app,iPad,inactive,0.139965,,,,,,400,Lifetime,7,19.995001,7,1,0,,0,"7-day click or 1-day view",,,,,,2,,,,,,5,6,,,,,,,,,,,,0,28.571429,,0.069983,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Instagram,"Instagram Reels",In-app,iPhone,inactive,15.176206,,,,,,400,Lifetime,1864,8.141741,1248,1.49359,1.66309,21,0.489555,"7-day click or 1-day view",,,,,299,639,298,188,141,111,99,16,1081,,18,1.126609,,,,,,,,,0,34.281116,0.050757,0.02375,17,20,1.442308,1.072961,1.362179,0.892718,0.843123,0.542007,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Instagram,"Instagram Stories",Desktop,Desktop,inactive,0.049988,,,,,,400,Lifetime,5,9.997501,4,1.25,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Instagram,"Instagram Stories",In-app,"Android Smartphone",inactive,23.974006,,,,,,400,Lifetime,1724,13.906036,788,2.187817,1.62413,23,0.856215,"7-day click or 1-day view",,,,,147,216,139,106,38,24,10,10,662,,21,1.334107,,,,,,,,,0,12.529002,0.163088,0.110991,21,23,2.664975,1.334107,2.664975,1.141619,1.141619,1.042348,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Instagram,"Instagram Stories",In-app,"Android Tablet",inactive,0.069983,,,,,,400,Lifetime,6,11.663751,4,1.5,0,,0,"7-day click or 1-day view",,,,,,1,,,,,,11,1,,,,,,,,,,,,0,16.666667,,0.069983,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Instagram,"Instagram Stories",In-app,iPad,inactive,0.179955,,,,,,400,Lifetime,20,8.997751,20,1,0,,0,"7-day click or 1-day view",,,,,1,2,1,1,1,1,,7,10,,,,,,,,,,,,0,10,0.179955,0.089978,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Instagram,"Instagram Stories",In-app,iPhone,inactive,39.88003,,,,,,400,Lifetime,3321,12.00844,1624,2.044951,1.144234,37,1.049474,"7-day click or 1-day view",,,,,180,268,163,121,45,28,14,8,1001,,34,1.114122,,,,,,,,,0,8.069858,0.221556,0.148806,34,37,2.093596,1.114122,2.093596,1.172942,1.172942,1.139429,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargeting - July 24",Instagram,"Instagram Stories","Mobile web",iPhone,inactive,0.009998,,,,,,400,Lifetime,3,3.3325,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2025-02-16,Sales
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624","Audience Network","Native, banner & interstitial",Desktop,Desktop,inactive,0,,,,,,"Using ad set budget",0,1,0,1,1,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624","Audience Network","Native, banner & interstitial",In-app,"Android Smartphone",inactive,0.339932,,,,,,"Using ad set budget",0,150,2.266214,87,1.724138,0.666667,1,0.339932,"7-day click or 1-day view",1,actions:link_click,0.33993207,,,,,,,,,00:00:00,,,1,0.666667,,,,,,,,,0,,,,1,1,1.149425,0.666667,1.149425,0.339932,0.339932,0.339932,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624","Audience Network","Native, banner & interstitial",In-app,"Android Tablet",inactive,0.019996,,,,,,"Using ad set budget",0,10,1.9996,8,1.25,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624","Audience Network","Native, banner & interstitial",In-app,iPad,inactive,0,,,,,,"Using ad set budget",0,7,0,4,1.75,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624","Audience Network","Native, banner & interstitial",In-app,iPhone,inactive,0.059988,,,,,,"Using ad set budget",0,20,2.999401,7,2.857143,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624",Facebook,"Facebook profile feed",In-app,iPhone,inactive,0,,,,,,"Using ad set budget",0,1,0,1,1,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624",Facebook,"Facebook Reels",In-app,"Android Smartphone",inactive,0.229954,,,,,,"Using ad set budget",0,44,5.226228,38,1.157895,6.818182,1,0.076651,"7-day click or 1-day view",1,actions:link_click,0.22995405,,,,,,,,,00:00:00,,,1,2.272727,,,,,,,,,0,,,,1,1,2.631579,2.272727,2.631579,0.229954,0.229954,0.114977,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624",Facebook,"Facebook Reels",In-app,iPhone,inactive,0.429914,,,,,,"Using ad set budget",0,88,4.885387,85,1.035294,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624",Facebook,"Ads on Reels",In-app,"Android Smartphone",inactive,1.729654,,,,,,"Using ad set budget",0,427,4.050713,406,1.051724,0.702576,3,0.576551,"7-day click or 1-day view",3,actions:link_click,0.57655145,,,,,,,,,00:00:00,,,3,0.702576,,,,,,,,,0,,,,3,3,0.738916,0.702576,0.738916,0.576551,0.576551,0.576551,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624",Facebook,"Ads on Reels",In-app,"Android Tablet",inactive,0,,,,,,"Using ad set budget",0,6,0,6,1,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624",Facebook,"Ads on Reels",In-app,iPhone,inactive,0.409918,,,,,,"Using ad set budget",0,70,5.855973,68,1.029412,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624",Facebook,"Facebook Stories",In-app,"Android Smartphone",inactive,0.079984,,,,,,"Using ad set budget",0,3,26.661339,3,1,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624",Facebook,"Facebook Stories",In-app,iPhone,inactive,0.14997,,,,,,"Using ad set budget",0,17,8.821766,17,1,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624",Facebook,Feed,Desktop,Desktop,inactive,0.669866,,,,,,"Using ad set budget",0,37,18.10449,32,1.15625,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624",Facebook,Feed,In-app,"Android Smartphone",inactive,10.30794,,,,,,"Using ad set budget",0,905,11.389989,758,1.193931,3.646409,9,0.312362,"7-day click or 1-day view",9,actions:link_click,1.14532667,,,,,,,,,00:00:00,,,9,0.994475,,,,,,,,,0,,,,9,9,1.187335,0.994475,1.187335,1.145327,1.145327,0.381776,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
2022-05-01,2025-05-30,"ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624",Facebook,Feed,In-app,"Android Tablet",inactive,0.459908,,,,,,"Using ad set budget",0,27,17.033633,25,1.08,3.703704,,0.459908,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0.459908,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-02-16,Traffic
