Reporting starts,Reporting ends,Campaign name,Campaign Delivery,Amount spent (AUD),Website purchases,Cost per purchase (AUD),Purchase ROAS (return on ad spend),Purchases conversion value,Website purchases conversion value,Ad set budget,Ad set budget type,Impressions,"CPM (cost per 1,000 impressions) (AUD)",Reach,Frequency,CTR (all),Link clicks,CPC (all) (AUD),Attribution setting,Results,Result indicator,Cost per results,Meta purchases,ThruPlays,3-second video plays,Video plays at 25%,Video plays at 50%,Video plays at 75%,Video plays at 95%,Video plays at 100%,Video average play time,Video plays,profile_visit_view,Unique link clicks,CTR (link click-through rate),Landing page views,Adds to cart,Website adds to cart,Adds of payment info,Website adds of payment info,Checkouts Initiated,Website checkouts initiated,Website purchase ROAS (return on ad spend),Views,3-second video plays rate per impressions,Cost per ThruPlay (AUD),Cost per 3-second video play (AUD),Unique outbound clicks,Outbound clicks,Unique CTR (link click-through rate),Outbound CTR (click-through rate),Unique outbound CTR (click-through rate),Cost per unique outbound click (AUD),Cost per unique link click (AUD),Cost per unique click (all) (AUD),Adds of payment info conversion value,In-app adds of payment info conversion value,Website adds of payment info conversion value,Offline adds of payment info conversion value,Adds to cart conversion value,In-app adds to cart conversion value,Website adds to cart conversion value,Offline adds to cart conversion value,Cost per add of payment info (AUD),Cost per add to cart (AUD),Checkouts initiated conversion value,In-app checkouts initiated conversion value,Website checkouts initiated conversion value,Offline checkouts initiated conversion value,Cost per checkout initiated (AUD),Content views,In-app content views,Website content views,Offline content views,Meta content views,Content views conversion value,In-app content views conversion value,Website content views conversion value,Offline content views conversion value,Cost per content view (AUD),Cost per landing page view (AUD),Orders created,Date created,Date last edited,Objective
17/09/2023,23/09/2023,Retargetting - Roast Battle Sydney,completed,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/03/2025,22/04/2025,Sales
17/09/2023,23/09/2023,Steph Link Click Campaign,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,30/03/2023,4/04/2023,Traffic
17/09/2023,23/09/2023,Traffic - All Shows 14 Feb 25,active,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/02/2025,7/05/2025,Traffic
17/09/2023,23/09/2023,Steph Video Views Awareness,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/03/2023,16/02/2025,Awareness
17/09/2023,23/09/2023,Gocsy Tour,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/11/2024,16/02/2025,Sales
17/09/2023,23/09/2023,Event: Dark Jokes Night (Halloween),inactive,0,,,,,,20,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/10/2022,16/02/2025,CONVERSIONS
17/09/2023,23/09/2023,Retargetting - Arcade OCT24,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/10/2024,16/02/2025,Sales
17/09/2023,23/09/2023,Reach - All Shows – Weekly Blitz,inactive,0,,,,,,850,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/07/2022,16/02/2025,Reach
17/09/2023,23/09/2023,Retargetting - All Shows 14 Feb 25,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/02/2025,8/05/2025,Sales
17/09/2023,23/09/2023,Event: Harry's Comedy - Mondays,inactive,0,,,,,,10,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/07/2022,16/02/2025,CONVERSIONS
17/09/2023,23/09/2023,Retargeting - David Rose Aug 18th 24,inactive,0,,,,,,100,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/08/2024,16/02/2025,Sales
17/09/2023,23/09/2023,"Post: ""You're in for an absolute treat if you're coming...""",inactive,0,,,,,,10,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/06/2022,22/06/2022,Traffic
17/09/2023,23/09/2023,Retargeting - July 24 - GoodChat + Steph,inactive,0,,,,,,300,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/07/2024,16/02/2025,Sales
17/09/2023,23/09/2023,"Post: ""Harry's Comedy in Surry Hills this Monday is...""",inactive,0,,,,,,10,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/06/2022,16/02/2025,Engagement
17/09/2023,23/09/2023,Retargetting - WEEKLY SHOWS,inactive,0,,,,,,25,Daily,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/07/2024,16/02/2025,Sales
17/09/2023,23/09/2023,"Post: ""This weekend at Kinselas""",inactive,0,,,,,,10,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/06/2022,16/02/2025,Engagement
17/09/2023,23/09/2023,Encore Festival: Traffic - July 24,inactive,0,,,,,,420,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/07/2024,16/02/2025,Traffic
17/09/2023,23/09/2023,Reach - All Shows,inactive,0,,,,,,5,Daily,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/06/2022,12/05/2023,Reach
17/09/2023,23/09/2023,Encore Festival: Reach - July 24,inactive,0,,,,,,50,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/07/2024,16/02/2025,Awareness
17/09/2023,23/09/2023,"Post: ""The best comedians, the best shows, the best fun,...""",inactive,0,,,,,,10,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,31/05/2022,16/02/2025,Engagement
17/09/2023,23/09/2023,Encore Festival: Retargeting - July 24,inactive,0,,,,,,1500,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/07/2024,16/02/2025,Sales
17/09/2023,23/09/2023,"Post: ""12 tickets left for this Wednesday's incredible..."" – REACH",inactive,0,,,,,,10,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/05/2022,16/02/2025,Reach
17/09/2023,23/09/2023,ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/06/2024,16/02/2025,Traffic
17/09/2023,23/09/2023,"Post: ""12 tickets left for this Wednesday's incredible...""",inactive,0,,,,,,10,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/05/2022,16/02/2025,Engagement
17/09/2023,23/09/2023,Retargeting - July 24,inactive,0,,,,,,400,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/06/2024,16/02/2025,Sales
17/09/2023,23/09/2023,"Post: ""We have some incredible suprises for you this...""",inactive,0,,,,,,10,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/05/2022,16/02/2025,Engagement
17/09/2023,23/09/2023,MICF: Sydney Showcase 070424,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/04/2024,16/02/2025,Sales
17/09/2023,23/09/2023,Retargetting - All Shows,inactive,0,,,,,,7,Daily,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/05/2022,16/02/2025,CONVERSIONS
17/09/2023,23/09/2023,Retargetting - All Shows OCT23,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/10/2023,14/02/2025,Sales
17/09/2023,23/09/2023,Oct23 LPviews 1%Lookalike - All Shows,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/09/2023,14/02/2025,Traffic
10/09/2023,16/09/2023,Retargetting - Carousel Launch,inactive,0,,,,,,100,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/09/2023,16/02/2025,Sales
10/09/2023,16/09/2023,RORY: Brisbane Sales Campaign,recently_completed,0,,,,,,500,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/05/2025,27/05/2025,Sales
10/09/2023,16/09/2023,LPviews 1%Lookalike - Carousel,inactive,0,,,,,,50,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/09/2023,16/02/2025,Traffic
10/09/2023,16/09/2023,RORY: Canberra Sales Campaign,active,0,,,,,,750,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/05/2025,28/05/2025,Sales
10/09/2023,16/09/2023,Retargetting - Carousel Launch Advantage+ shopping campaign Campaign,archived,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/09/2023,25/09/2023,Sales
10/09/2023,16/09/2023,SUS: SCALE - 100% Broad,not_delivering,0,,,,,,20,Daily,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/05/2025,27/05/2025,Traffic
10/09/2023,16/09/2023,LPviews 1%Lookalike - All Shows May23,inactive,70,,,,,,10,Daily,6954,10.066149,4307,1.614581,2.71786,176,0.37037,7-day click or 1-day view,85,actions:landing_page_view,0.82352941,,185,434,403,242,194,27,27,6,887,,171,2.530917,85,,,,,,,,0,6.241012,0.378378,0.16129,171,176,3.970281,2.530917,3.970281,0.409357,0.409357,0.382514,,,,,,,,,,,,,,,,,,,,,,,,,,0.823529,,25/05/2023,3/10/2023,Traffic
10/09/2023,16/09/2023,New Traffic Campaign,not_delivering,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/05/2025,25/05/2025,Traffic
10/09/2023,16/09/2023,Jarred Fell Conversion 2%,inactive,0,,,,,,100,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/05/2023,16/02/2025,Sales
10/09/2023,16/09/2023,Rory Sydney Event Response Ads,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/05/2025,6/05/2025,Engagement
10/09/2023,16/09/2023,Day Of Boost 1% LL Traffic,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/05/2023,29/05/2023,Sales
10/09/2023,16/09/2023,RORY LOWE TOUR - Traffic,active,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/04/2025,25/05/2025,Traffic
10/09/2023,16/09/2023,Traffic 1%Lookalike - All Shows May23,inactive,0,,,,,,7.55,Daily,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/05/2023,25/05/2023,Traffic
10/09/2023,16/09/2023,RORY LOWE TOUR - SALES,not_delivering,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/04/2025,5/05/2025,Sales
10/09/2023,16/09/2023,Retargetting - All Shows May23,inactive,104.88,11,9.534545,2.011346,210.95,210.95,15,Daily,6638,15.79994,1278,5.194053,0.376619,8,4.1952,1-day click or 1-day view,11,actions:offsite_conversion.fb_pixel_purchase,9.53454545,,36,366,244,100,53,27,27,2,2302,,8,0.120518,6,5,5,,,11,11,2.011346,0,5.513709,2.913333,0.286557,8,8,0.625978,0.120518,0.625978,13.11,13.11,5.244,,,,,,,,,,20.976,499.42,,499.42,,9.534545,49,,49,,,,,,,2.140408,17.48,,15/05/2023,12/10/2023,Sales
10/09/2023,16/09/2023,MELB: Retargetting - BOTF + RORY,completed,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/04/2025,22/04/2025,Sales
10/09/2023,16/09/2023,Gerry Melb 23 - Reach,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/04/2023,23/04/2023,Engagement
10/09/2023,16/09/2023,MELB: Retargetting - All Shows 270325,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/04/2025,16/04/2025,Sales
10/09/2023,16/09/2023,Gerry Melb 23 - Traffic,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/04/2023,23/04/2023,Traffic
10/09/2023,16/09/2023,Retargetting - Roast Battle Sydney,completed,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/03/2025,22/04/2025,Sales
10/09/2023,16/09/2023,Steph Link Click Campaign,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,30/03/2023,4/04/2023,Traffic
10/09/2023,16/09/2023,Traffic - All Shows 14 Feb 25,active,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/02/2025,7/05/2025,Traffic
10/09/2023,16/09/2023,Steph Video Views Awareness,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/03/2023,16/02/2025,Awareness
10/09/2023,16/09/2023,Gocsy Tour,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/11/2024,16/02/2025,Sales
10/09/2023,16/09/2023,Event: Dark Jokes Night (Halloween),inactive,0,,,,,,20,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/10/2022,16/02/2025,CONVERSIONS
10/09/2023,16/09/2023,Retargetting - Arcade OCT24,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/10/2024,16/02/2025,Sales
10/09/2023,16/09/2023,Reach - All Shows – Weekly Blitz,inactive,0,,,,,,850,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/07/2022,16/02/2025,Reach
10/09/2023,16/09/2023,Retargetting - All Shows 14 Feb 25,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/02/2025,8/05/2025,Sales
10/09/2023,16/09/2023,Event: Harry's Comedy - Mondays,inactive,0,,,,,,10,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/07/2022,16/02/2025,CONVERSIONS
10/09/2023,16/09/2023,Retargeting - David Rose Aug 18th 24,inactive,0,,,,,,100,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/08/2024,16/02/2025,Sales
10/09/2023,16/09/2023,"Post: ""You're in for an absolute treat if you're coming...""",inactive,0,,,,,,10,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/06/2022,22/06/2022,Traffic
10/09/2023,16/09/2023,Retargeting - July 24 - GoodChat + Steph,inactive,0,,,,,,300,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/07/2024,16/02/2025,Sales
10/09/2023,16/09/2023,"Post: ""Harry's Comedy in Surry Hills this Monday is...""",inactive,0,,,,,,10,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/06/2022,16/02/2025,Engagement
10/09/2023,16/09/2023,Retargetting - WEEKLY SHOWS,inactive,0,,,,,,25,Daily,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/07/2024,16/02/2025,Sales
10/09/2023,16/09/2023,"Post: ""This weekend at Kinselas""",inactive,0,,,,,,10,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/06/2022,16/02/2025,Engagement
10/09/2023,16/09/2023,Encore Festival: Traffic - July 24,inactive,0,,,,,,420,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/07/2024,16/02/2025,Traffic
10/09/2023,16/09/2023,Reach - All Shows,inactive,0,,,,,,5,Daily,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/06/2022,12/05/2023,Reach
10/09/2023,16/09/2023,Encore Festival: Reach - July 24,inactive,0,,,,,,50,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/07/2024,16/02/2025,Awareness
10/09/2023,16/09/2023,"Post: ""The best comedians, the best shows, the best fun,...""",inactive,0,,,,,,10,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,31/05/2022,16/02/2025,Engagement
10/09/2023,16/09/2023,Encore Festival: Retargeting - July 24,inactive,0,,,,,,1500,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/07/2024,16/02/2025,Sales
10/09/2023,16/09/2023,"Post: ""12 tickets left for this Wednesday's incredible..."" – REACH",inactive,0,,,,,,10,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/05/2022,16/02/2025,Reach
10/09/2023,16/09/2023,ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/06/2024,16/02/2025,Traffic
10/09/2023,16/09/2023,"Post: ""12 tickets left for this Wednesday's incredible...""",inactive,0,,,,,,10,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/05/2022,16/02/2025,Engagement
10/09/2023,16/09/2023,Retargeting - July 24,inactive,0,,,,,,400,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/06/2024,16/02/2025,Sales
10/09/2023,16/09/2023,"Post: ""We have some incredible suprises for you this...""",inactive,0,,,,,,10,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/05/2022,16/02/2025,Engagement
10/09/2023,16/09/2023,MICF: Sydney Showcase 070424,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/04/2024,16/02/2025,Sales
10/09/2023,16/09/2023,Retargetting - All Shows,inactive,0,,,,,,7,Daily,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/05/2022,16/02/2025,CONVERSIONS
10/09/2023,16/09/2023,Retargetting - All Shows OCT23,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/10/2023,14/02/2025,Sales
10/09/2023,16/09/2023,Oct23 LPviews 1%Lookalike - All Shows,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/09/2023,14/02/2025,Traffic
3/09/2023,9/09/2023,Retargetting - Carousel Launch,inactive,0,,,,,,100,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/09/2023,16/02/2025,Sales
3/09/2023,9/09/2023,RORY: Brisbane Sales Campaign,recently_completed,0,,,,,,500,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/05/2025,27/05/2025,Sales
3/09/2023,9/09/2023,LPviews 1%Lookalike - Carousel,inactive,0,,,,,,50,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/09/2023,16/02/2025,Traffic
