"Reporting starts","Reporting ends","Campaign name","Audience segments","Campaign Delivery","Amount spent (AUD)","Website purchases","Cost per purchase (AUD)","Purchase ROAS (return on ad spend)","Purchases conversion value","Website purchases conversion value","Ad set budget","Ad set budget type",Impressions,"CPM (cost per 1,000 impressions) (AUD)",Reach,Frequency,"CTR (all)","Link clicks","CPC (all) (AUD)","Attribution setting",Results,"Result indicator","Cost per results","Meta purchases",ThruPlays,"3-second video plays","Video plays at 25%","Video plays at 50%","Video plays at 75%","Video plays at 95%","Video plays at 100%","Video average play time","Video plays",profile_visit_view,"Unique link clicks","CTR (link click-through rate)","Landing page views","Adds to cart","Website adds to cart","Adds of payment info","Website adds of payment info","Checkouts Initiated","Website checkouts initiated","Website purchase ROAS (return on ad spend)",Views,"3-second video plays rate per impressions","Cost per ThruPlay (AUD)","Cost per 3-second video play (AUD)","Unique outbound clicks","Outbound clicks","Unique CTR (link click-through rate)","Outbound CTR (click-through rate)","Unique outbound CTR (click-through rate)","Cost per unique outbound click (AUD)","Cost per unique link click (AUD)","Cost per unique click (all) (AUD)","Adds of payment info conversion value","In-app adds of payment info conversion value","Website adds of payment info conversion value","Offline adds of payment info conversion value","Adds to cart conversion value","In-app adds to cart conversion value","Website adds to cart conversion value","Offline adds to cart conversion value","Cost per add of payment info (AUD)","Cost per add to cart (AUD)","Checkouts initiated conversion value","In-app checkouts initiated conversion value","Website checkouts initiated conversion value","Offline checkouts initiated conversion value","Cost per checkout initiated (AUD)","Content views","In-app content views","Website content views","Offline content views","Meta content views","Content views conversion value","In-app content views conversion value","Website content views conversion value","Offline content views conversion value","Cost per content view (AUD)","Cost per landing page view (AUD)","Orders created","Date created","Date last edited",Objective
2024-02-10,2024-02-10,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,9.64,,,,,,"Using ad set budget",0,1732,5.56582,1648,1.050971,0,59,0,"7-day click or 1-day view",46,actions:landing_page_view,0.20956522,,,182,,,,,,00:00:00,,,,3.406467,46,,,,,,,,0,10.508083,,0.052967,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.209565,,2023-09-29,2025-02-14,Traffic
2024-02-09,2024-02-09,"Retargetting - All Shows OCT23",uncategorized,inactive,23.89,3,7.963333,3.880703,92.71,92.71,"Using ad set budget",0,1788,13.361298,822,2.175182,0,8,0,"1-day click, 1-day view, or 1-day engaged-view",3,actions:offsite_conversion.fb_pixel_purchase,7.96333333,,,8,,,,,,00:00:00,,,,0.447427,8,2,2,,,3,3,3.880703,0,0.447427,,2.98625,,,0,,,,,0,,,,,39.95,,39.95,,,11.945,145.84,,145.84,,7.963333,3,,3,,,,,,,7.963333,2.98625,,2023-10-04,2025-02-14,Sales
2024-02-09,2024-02-09,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,9.87,,,,,,"Using ad set budget",0,1730,5.705202,1643,1.052952,0,47,0,"7-day click or 1-day view",38,actions:landing_page_view,0.25973684,,,192,,,,,,00:00:00,,,,2.716763,38,,,,,,,,0,11.098266,,0.051406,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.259737,,2023-09-29,2025-02-14,Traffic
2024-02-08,2024-02-08,"Retargetting - All Shows OCT23",uncategorized,inactive,23.95,11,2.177273,28.213361,675.71,675.71,"Using ad set budget",0,1786,13.409854,811,2.202219,0,4,0,"1-day click, 1-day view, or 1-day engaged-view",11,actions:offsite_conversion.fb_pixel_purchase,2.17727273,,,14,,,,,,00:00:00,,,,0.223964,3,4,4,,,5,5,28.213361,0,0.783875,,1.710714,,,0,,,,,0,,,,,200,,200,,,5.9875,282.38,,282.38,,4.79,6,,6,,,,,,,3.991667,7.983333,,2023-10-04,2025-02-14,Sales
2024-02-08,2024-02-08,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,9.67,,,,,,"Using ad set budget",0,2432,3.976151,2294,1.060157,0,65,0,"7-day click or 1-day view",52,actions:landing_page_view,0.18596154,,,204,,,,,,00:00:00,,,,2.672697,52,,,,,,,,0,8.388158,,0.047402,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.185962,,2023-09-29,2025-02-14,Traffic
2024-02-07,2024-02-07,"Retargetting - All Shows OCT23",uncategorized,inactive,23.13,4,5.7825,9.918288,229.41,229.41,"Using ad set budget",0,1737,13.316062,763,2.27654,0,4,0,"1-day click, 1-day view, or 1-day engaged-view",4,actions:offsite_conversion.fb_pixel_purchase,5.7825,,,10,,,,,,00:00:00,,,,0.230282,4,,,,,2,2,9.918288,0,0.575705,,2.313,,,0,,,,,0,,,,,,,,,,,89.94,,89.94,,11.565,5,,5,,,,,,,4.626,5.7825,,2023-10-04,2025-02-14,Sales
2024-02-07,2024-02-07,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,9.77,,,,,,"Using ad set budget",0,2302,4.244136,2193,1.049704,0,44,0,"7-day click or 1-day view",33,actions:landing_page_view,0.29606061,,,202,,,,,,00:00:00,,,,1.911381,33,,,,,,,,0,8.774978,,0.048366,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.296061,,2023-09-29,2025-02-14,Traffic
2024-02-06,2024-02-06,"Retargetting - All Shows OCT23",uncategorized,inactive,24.24,3,8.08,4.455446,108,108,"Using ad set budget",0,1955,12.398977,887,2.204059,0,6,0,"1-day click, 1-day view, or 1-day engaged-view",3,actions:offsite_conversion.fb_pixel_purchase,8.08,,,16,,,,,,00:00:00,,,,0.306905,3,1,1,,,3,3,4.455446,0,0.818414,,1.515,,,0,,,,,0,,,,,50,,50,,,24.24,1358.87,,1358.87,,8.08,4,,4,,,,,,,6.06,8.08,,2023-10-04,2025-02-14,Sales
2024-02-06,2024-02-06,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,10.03,,,,,,"Using ad set budget",0,2609,3.844385,2545,1.025147,0,59,0,"7-day click or 1-day view",47,actions:landing_page_view,0.21340426,,,261,,,,,,00:00:00,,,,2.261403,47,,,,,,,,0,10.003833,,0.038429,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.213404,,2023-09-29,2025-02-14,Traffic
2024-02-05,2024-02-05,"Retargetting - All Shows OCT23",uncategorized,inactive,26.27,2,13.135,4.606776,121.02,121.02,"Using ad set budget",0,2034,12.915438,896,2.270089,0,12,0,"1-day click, 1-day view, or 1-day engaged-view",2,actions:offsite_conversion.fb_pixel_purchase,13.135,,,20,,,,,,00:00:00,,,,0.589971,9,3,3,,,3,3,4.606776,0,0.983284,,1.3135,,,0,,,,,0,,,,,40,,40,,,8.756667,131.6,,131.6,,8.756667,1,,1,,,,,,,26.27,2.918889,,2023-10-04,2025-02-14,Sales
2024-02-05,2024-02-05,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,10.36,,,,,,"Using ad set budget",0,2993,3.46141,2892,1.034924,0,51,0,"7-day click or 1-day view",33,actions:landing_page_view,0.31393939,,,275,,,,,,00:00:00,,,,1.703976,33,,,,,,,,0,9.188106,,0.037673,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.313939,,2023-09-29,2025-02-14,Traffic
2024-02-04,2024-02-04,"Retargetting - All Shows OCT23",uncategorized,inactive,26.39,,,,,,"Using ad set budget",0,2092,12.614723,971,2.15448,0,12,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,15,,,,,,00:00:00,,,,0.573614,8,2,2,,,2,2,,0,0.717017,,1.759333,,,0,,,,,0,,,,,40,,40,,,13.195,38.18,,38.18,,13.195,1,,1,,,,,,,26.39,3.29875,,2023-10-04,2025-02-14,Sales
2024-02-04,2024-02-04,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,10.64,,,,,,"Using ad set budget",0,2944,3.61413,2875,1.024,0,64,0,"7-day click or 1-day view",49,actions:landing_page_view,0.21714286,,,294,,,,,,00:00:00,,,,2.173913,49,,,,,,,,0,9.986413,,0.03619,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.217143,,2023-09-29,2025-02-14,Traffic
2024-02-03,2024-02-03,"Retargetting - All Shows OCT23",uncategorized,inactive,27.4,2,13.7,4.963504,136,136,"Using ad set budget",0,2564,10.686427,1299,1.973826,0,14,0,"1-day click, 1-day view, or 1-day engaged-view",2,actions:offsite_conversion.fb_pixel_purchase,13.7,,,17,,,,,,00:00:00,,,,0.546022,10,2,2,,,4,4,4.963504,0,0.663027,,1.611765,,,0,,,,,0,,,,,75,,75,,,13.7,244.37,,244.37,,6.85,2,,2,,,,,,,13.7,2.74,,2023-10-04,2025-02-14,Sales
2024-02-03,2024-02-03,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,9.59,,,,,,"Using ad set budget",0,2603,3.684211,2580,1.008915,0,61,0,"7-day click or 1-day view",43,actions:landing_page_view,0.22302326,,,300,,,,,,00:00:00,,,,2.34345,43,,,,,,,,0,11.525163,,0.031967,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.223023,,2023-09-29,2025-02-14,Traffic
2024-02-02,2024-02-02,"Retargetting - All Shows OCT23",uncategorized,inactive,23.79,2,11.895,3.699033,88,88,"Using ad set budget",0,2023,11.759763,987,2.049645,0,8,0,"1-day click, 1-day view, or 1-day engaged-view",2,actions:offsite_conversion.fb_pixel_purchase,11.895,,,20,,,,,,00:00:00,,,,0.395452,4,2,2,,,3,3,3.699033,0,0.988631,,1.1895,,,0,,,,,0,,,,,60,,60,,,11.895,104,,104,,7.93,3,,3,,,100,,100,,7.93,5.9475,,2023-10-04,2025-02-14,Sales
2024-02-02,2024-02-02,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,9.81,,,,,,"Using ad set budget",0,2493,3.935018,2401,1.038317,0,54,0,"7-day click or 1-day view",45,actions:landing_page_view,0.218,,,234,,,,,,00:00:00,,,,2.166065,45,,,,,,,,0,9.386282,,0.041923,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.218,,2023-09-29,2025-02-14,Traffic
2024-02-01,2024-02-01,"Retargetting - All Shows OCT23",uncategorized,inactive,23.09,2,11.545,7.016024,162,162,"Using ad set budget",0,1880,12.281915,897,2.095875,0,8,0,"1-day click, 1-day view, or 1-day engaged-view",2,actions:offsite_conversion.fb_pixel_purchase,11.545,,,24,,,,,,00:00:00,,,,0.425532,5,1,1,,,1,1,7.016024,0,1.276596,,0.962083,,,0,,,,,0,,,,,75,,75,,,23.09,75,,75,,23.09,6,,6,,,,,,,3.848333,4.618,,2023-10-04,2025-02-14,Sales
2024-02-01,2024-02-01,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,9.58,,,,,,"Using ad set budget",0,2419,3.960314,2264,1.068463,0,54,0,"7-day click or 1-day view",36,actions:landing_page_view,0.26611111,,,173,,,,,,00:00:00,,,,2.232327,36,,,,,,,,0,7.151716,,0.055376,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.266111,,2023-09-29,2025-02-14,Traffic
2024-01-31,2024-01-31,"Retargetting - All Shows OCT23",uncategorized,inactive,23.79,6,3.965,8.413199,200.15,200.15,"Using ad set budget",0,1894,12.560718,890,2.12809,0,8,0,"1-day click, 1-day view, or 1-day engaged-view",6,actions:offsite_conversion.fb_pixel_purchase,3.965,,,21,,,,,,00:00:00,,,,0.422386,5,3,3,,,4,4,8.413199,0,1.108765,,1.132857,,,0,,,,,0,,,,,40,,40,,,7.93,128.38,,128.38,,5.9475,2,,2,,,50,,50,,11.895,4.758,,2023-10-04,2025-02-14,Sales
2024-01-31,2024-01-31,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,10.02,,,,,,"Using ad set budget",0,2620,3.824427,2501,1.047581,0,70,0,"7-day click or 1-day view",46,actions:landing_page_view,0.21782609,,,203,,,,,,00:00:00,,,,2.671756,46,,,,,,,,0,7.748092,,0.04936,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.217826,,2023-09-29,2025-02-14,Traffic
2024-01-30,2024-01-30,"Retargetting - All Shows OCT23",uncategorized,inactive,23.98,2,11.99,3.669725,88,88,"Using ad set budget",0,2035,11.783784,947,2.148891,0,10,0,"1-day click, 1-day view, or 1-day engaged-view",2,actions:offsite_conversion.fb_pixel_purchase,11.99,,,30,,,,,,00:00:00,,,,0.4914,7,,,,,,,3.669725,0,1.474201,,0.799333,,,0,,,,,0,,,,,,,,,,,,,,,,4,,4,,,,,,,5.995,3.425714,,2023-10-04,2025-02-14,Sales
2024-01-30,2024-01-30,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,10.03,,,,,,"Using ad set budget",0,2701,3.713439,2559,1.05549,0,70,0,"7-day click or 1-day view",42,actions:landing_page_view,0.23880952,,,194,,,,,,00:00:00,,,,2.591633,42,,,,,,,,0,7.182525,,0.051701,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.23881,,2023-09-29,2025-02-14,Traffic
2024-01-29,2024-01-29,"Retargetting - All Shows OCT23",uncategorized,inactive,26.39,2,13.195,5.319439,140.38,140.38,"Using ad set budget",0,2351,11.225011,1095,2.147032,0,10,0,"1-day click, 1-day view, or 1-day engaged-view",2,actions:offsite_conversion.fb_pixel_purchase,13.195,,,27,,,,,,00:00:00,,,,0.425351,6,1,1,,,1,1,5.319439,0,1.148447,,0.977407,,,0,,,,,0,,,,,,,,,,26.39,55.56,,55.56,,26.39,4,,4,,,,,,,6.5975,4.398333,,2023-10-04,2025-02-14,Sales
2024-01-29,2024-01-29,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,10.46,,,,,,"Using ad set budget",0,2566,4.076383,2484,1.033011,0,79,0,"7-day click or 1-day view",53,actions:landing_page_view,0.19735849,,,220,,,,,,00:00:00,,,,3.078722,53,,,,,,,,0,8.573655,,0.047545,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.197358,,2023-09-29,2025-02-14,Traffic
2024-01-28,2024-01-28,"Retargetting - All Shows OCT23",uncategorized,inactive,26.53,3,8.843333,5.870712,155.75,155.75,"Using ad set budget",0,2825,9.39115,1465,1.928328,0,10,0,"1-day click, 1-day view, or 1-day engaged-view",3,actions:offsite_conversion.fb_pixel_purchase,8.84333333,,,34,,,,,,00:00:00,,,,0.353982,8,2,2,,,3,3,5.870712,0,1.20354,,0.780294,,,0,,,,,0,,,,,60,,60,,,13.265,120.74,,120.74,,8.843333,,,,,,,,,,,3.31625,,2023-10-04,2025-02-14,Sales
2024-01-28,2024-01-28,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,10.51,,,,,,"Using ad set budget",0,2411,4.359187,2246,1.073464,0,61,0,"7-day click or 1-day view",43,actions:landing_page_view,0.2444186,,,196,,,,,,00:00:00,,,,2.530071,43,,,,,,,,0,8.129407,,0.053622,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.244419,,2023-09-29,2025-02-14,Traffic
2024-01-27,2024-01-27,"Retargetting - All Shows OCT23",uncategorized,inactive,27.41,2,13.705,9.339657,256,256,"Using ad set budget",0,2626,10.437928,1401,1.874375,0,12,0,"1-day click, 1-day view, or 1-day engaged-view",2,actions:offsite_conversion.fb_pixel_purchase,13.705,,,37,,,,,,00:00:00,,,,0.456969,6,2,2,,,2,2,9.339657,0,1.408987,,0.740811,,,0,,,,,0,,,,,150,,150,,,13.705,240,,240,,13.705,,,,,,,,,,,4.568333,,2023-10-04,2025-02-14,Sales
2024-01-27,2024-01-27,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,9.67,,,,,,"Using ad set budget",0,1821,5.310269,1732,1.051386,0,63,0,"7-day click or 1-day view",40,actions:landing_page_view,0.24175,,,210,,,,,,00:00:00,,,,3.459638,40,,,,,,,,0,11.532125,,0.046048,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.24175,,2023-09-29,2025-02-14,Traffic
2024-01-26,2024-01-26,"Retargetting - All Shows OCT23",uncategorized,inactive,23.41,2,11.705,6.92012,162,162,"Using ad set budget",0,2193,10.674875,1111,1.973897,0,4,0,"1-day click, 1-day view, or 1-day engaged-view",2,actions:offsite_conversion.fb_pixel_purchase,11.705,,,25,,,,,,00:00:00,,,,0.182399,2,,,,,,,6.92012,0,1.139991,,0.9364,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,11.705,,2023-10-04,2025-02-14,Sales
2024-01-26,2024-01-26,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,9.53,,,,,,"Using ad set budget",0,1795,5.309192,1732,1.036374,0,77,0,"7-day click or 1-day view",52,actions:landing_page_view,0.18326923,,,236,,,,,,00:00:00,,,,4.289694,52,,,,,,,,0,13.147632,,0.040381,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.183269,,2023-09-29,2025-02-14,Traffic
2024-01-25,2024-01-25,"Retargetting - All Shows OCT23",uncategorized,inactive,23.45,8,2.93125,14.413646,338,338,"Using ad set budget",0,1801,13.020544,869,2.072497,0,5,0,"1-day click, 1-day view, or 1-day engaged-view",8,actions:offsite_conversion.fb_pixel_purchase,2.93125,,,24,,,,,,00:00:00,,,,0.277624,3,6,6,,,10,10,14.413646,0,1.332593,,0.977083,,,0,,,,,0,,,,,195,,195,,,3.908333,536.99,,536.99,,2.345,3,,3,,,,,,,7.816667,7.816667,,2023-10-04,2025-02-14,Sales
2024-01-25,2024-01-25,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,9.68,,,,,,"Using ad set budget",0,1831,5.286729,1806,1.013843,0,74,0,"7-day click or 1-day view",42,actions:landing_page_view,0.23047619,,,206,,,,,,00:00:00,,,,4.041507,42,,,,,,,,0,11.250683,,0.04699,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.230476,,2023-09-29,2025-02-14,Traffic
2024-01-24,2024-01-24,"Retargetting - All Shows OCT23",uncategorized,inactive,24.2,8,3.025,14.214876,344,344,"Using ad set budget",0,1808,13.384956,861,2.099884,0,5,0,"1-day click, 1-day view, or 1-day engaged-view",8,actions:offsite_conversion.fb_pixel_purchase,3.025,,,22,,,,,,00:00:00,,,,0.276549,4,4,4,,,5,5,14.214876,0,1.216814,,1.1,,,0,,,,,0,,,,,160,,160,,,6.05,252,,252,,4.84,5,,5,,,100,,100,,4.84,6.05,,2023-10-04,2025-02-14,Sales
2024-01-24,2024-01-24,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,9.65,,,,,,"Using ad set budget",0,2051,4.705022,1953,1.050179,0,73,0,"7-day click or 1-day view",35,actions:landing_page_view,0.27571429,,,200,,,,,,00:00:00,,,,3.559239,35,,,,,,,,0,9.751341,,0.04825,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.275714,,2023-09-29,2025-02-14,Traffic
2024-01-23,2024-01-23,"Retargetting - All Shows OCT23",uncategorized,inactive,24.48,6,4.08,27.861928,682.06,682.06,"Using ad set budget",0,1715,14.274052,817,2.099143,0,6,0,"1-day click, 1-day view, or 1-day engaged-view",6,actions:offsite_conversion.fb_pixel_purchase,4.08,,,39,,,,,,00:00:00,,,,0.349854,4,6,6,,,6,6,27.861928,0,2.274052,,0.627692,,,0,,,,,0,,,,,200,,200,,,4.08,408.58,,408.58,,4.08,4,,4,,,,,,,6.12,6.12,,2023-10-04,2025-02-14,Sales
2024-01-23,2024-01-23,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,10.22,,,,,,"Using ad set budget",0,2063,4.953951,1928,1.070021,0,49,0,"7-day click or 1-day view",30,actions:landing_page_view,0.34066667,,,177,,,,,,00:00:00,,,,2.375182,30,,,,,,,,0,8.579738,,0.05774,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.340667,,2023-09-29,2025-02-14,Traffic
2024-01-22,2024-01-22,"Retargetting - All Shows OCT23",uncategorized,inactive,26.13,,,,,,"Using ad set budget",0,1974,13.237082,963,2.049844,0,4,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,48,,,,,,00:00:00,,,,0.202634,4,2,2,,,1,1,,0,2.431611,,0.544375,,,0,,,,,0,,,,,180,,180,,,13.065,90,,90,,26.13,1,,1,,,,,,,26.13,6.5325,,2023-10-04,2025-02-14,Sales
2024-01-22,2024-01-22,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,10.65,,,,,,"Using ad set budget",0,2342,4.547395,2234,1.048344,0,67,0,"7-day click or 1-day view",47,actions:landing_page_view,0.22659574,,,283,,,,,,00:00:00,,,,2.860803,47,,,,,,,,0,12.083689,,0.037633,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.226596,,2023-09-29,2025-02-14,Traffic
2024-01-21,2024-01-21,"Retargetting - All Shows OCT23",uncategorized,inactive,25.9,,,,,,"Using ad set budget",0,2419,10.706904,1233,1.961882,0,11,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,38,,,,,,00:00:00,,,,0.454733,6,,,,,,,,0,1.570897,,0.681579,,,0,,,,,0,,,,,,,,,,,,,,,,1,,1,,,,,,,25.9,4.316667,,2023-10-04,2025-02-14,Sales
2024-01-21,2024-01-21,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,10.6,,,,,,"Using ad set budget",0,1997,5.307962,1902,1.049947,0,67,0,"7-day click or 1-day view",52,actions:landing_page_view,0.20384615,,,279,,,,,,00:00:00,,,,3.355033,52,,,,,,,,0,13.970956,,0.037993,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.203846,,2023-09-29,2025-02-14,Traffic
2024-01-20,2024-01-20,"Retargetting - All Shows OCT23",uncategorized,inactive,25.95,6,4.325,12.485549,324,324,"Using ad set budget",0,2025,12.814815,1095,1.849315,0,8,0,"1-day click, 1-day view, or 1-day engaged-view",6,actions:offsite_conversion.fb_pixel_purchase,4.325,,,32,,,,,,00:00:00,,,,0.395062,6,2,2,,,2,2,12.485549,0,1.580247,,0.810938,,,0,,,,,0,,,,,135,,135,,,12.975,135,,135,,12.975,1,,1,,,,,,,25.95,4.325,,2023-10-04,2025-02-14,Sales
2024-01-20,2024-01-20,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,9.94,,,,,,"Using ad set budget",0,2051,4.846416,2010,1.020398,0,69,0,"7-day click or 1-day view",44,actions:landing_page_view,0.22590909,,,273,,,,,,00:00:00,,,,3.364213,44,,,,,,,,0,13.31058,,0.03641,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.225909,,2023-09-29,2025-02-14,Traffic
2024-01-19,2024-01-19,"Retargetting - All Shows OCT23",uncategorized,inactive,23.46,2,11.73,2.898551,68,68,"Using ad set budget",0,1693,13.857058,879,1.926052,0,5,0,"1-day click, 1-day view, or 1-day engaged-view",2,actions:offsite_conversion.fb_pixel_purchase,11.73,,,27,,,,,,00:00:00,,,,0.295334,3,3,3,,,3,3,2.898551,0,1.594802,,0.868889,,,0,,,,,0,,,,,60,,60,,,7.82,72.27,,72.27,,7.82,3,,3,,,,,,,7.82,7.82,,2023-10-04,2025-02-14,Sales
2024-01-19,2024-01-19,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,9.98,,,,,,"Using ad set budget",0,2039,4.894556,2039,1,0,74,0,"7-day click or 1-day view",44,actions:landing_page_view,0.22681818,,,240,,,,,,00:00:00,,,,3.62923,44,,,,,,,,0,11.770476,,0.041583,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.226818,,2023-09-29,2025-02-14,Traffic
2024-01-18,2024-01-18,"Retargetting - All Shows OCT23",uncategorized,inactive,24.89,10,2.489,23.910406,595.13,595.13,"Using ad set budget",0,1820,13.675824,897,2.028986,0,10,0,"1-day click, 1-day view, or 1-day engaged-view",10,actions:offsite_conversion.fb_pixel_purchase,2.489,,,37,,,,,,00:00:00,,,,0.549451,10,3,3,,,5,5,23.910406,0,2.032967,,0.672703,,,0,,,,,0,,,,,45,,45,,,8.296667,215.33,,215.33,,4.978,7,,7,,,,,,,3.555714,2.489,,2023-10-04,2025-02-14,Sales
2024-01-18,2024-01-18,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,9.68,,,,,,"Using ad set budget",0,2122,4.561734,2010,1.055721,0,67,0,"7-day click or 1-day view",43,actions:landing_page_view,0.22511628,,,243,,,,,,00:00:00,,,,3.157399,43,,,,,,,,0,11.451461,,0.039835,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.225116,,2023-09-29,2025-02-14,Traffic
2024-01-17,2024-01-17,"Retargetting - All Shows OCT23",uncategorized,inactive,23.55,2,11.775,1.868365,44,44,"Using ad set budget",0,2090,11.267943,1058,1.975425,0,14,0,"1-day click, 1-day view, or 1-day engaged-view",2,actions:offsite_conversion.fb_pixel_purchase,11.775,,,36,,,,,,00:00:00,,,,0.669856,11,1,1,,,1,1,1.868365,0,1.722488,,0.654167,,,0,,,,,0,,,,,20,,20,,,23.55,20,,20,,23.55,4,,4,,,,,,,5.8875,2.140909,,2023-10-04,2025-02-14,Sales
2024-01-17,2024-01-17,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,9.41,,,,,,"Using ad set budget",0,2270,4.145374,2202,1.030881,0,73,0,"7-day click or 1-day view",51,actions:landing_page_view,0.1845098,,,233,,,,,,00:00:00,,,,3.215859,51,,,,,,,,0,10.264317,,0.040386,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.18451,,2023-09-29,2025-02-14,Traffic
2024-01-16,2024-01-16,"Retargetting - All Shows OCT23",uncategorized,inactive,24.46,,,,,,"Using ad set budget",0,2187,11.184271,1063,2.057385,0,11,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,18,,,,,,00:00:00,,,,0.502972,9,1,1,,,1,1,,0,0.823045,,1.358889,,,0,,,,,0,,,,,90,,90,,,24.46,90,,90,,24.46,1,,1,,,,,,,24.46,2.717778,,2023-10-04,2025-02-14,Sales
2024-01-16,2024-01-16,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,10.02,,,,,,"Using ad set budget",0,1942,5.159629,1813,1.071153,0,67,0,"7-day click or 1-day view",51,actions:landing_page_view,0.19647059,,,174,,,,,,00:00:00,,,,3.450051,51,,,,,,,,0,8.959835,,0.057586,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.196471,,2023-09-29,2025-02-14,Traffic
2024-01-15,2024-01-15,"Retargetting - All Shows OCT23",uncategorized,inactive,25.83,,,,,,"Using ad set budget",0,2359,10.949555,1243,1.897828,0,14,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,29,,,,,,00:00:00,,,,0.593472,13,1,1,,,1,1,,0,1.229334,,0.89069,,,0,,,,,0,,,,,80,,80,,,25.83,80,,80,,25.83,2,,2,,,,,,,12.915,1.986923,,2023-10-04,2025-02-14,Sales
2024-01-15,2024-01-15,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,10.31,,,,,,"Using ad set budget",0,2141,4.815507,2077,1.030814,0,56,0,"7-day click or 1-day view",42,actions:landing_page_view,0.24547619,,,253,,,,,,00:00:00,,,,2.6156,42,,,,,,,,0,11.816908,,0.040751,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.245476,,2023-09-29,2025-02-14,Traffic
