"Reporting starts","Reporting ends","Campaign name","Audience segments","Campaign Delivery","Amount spent (AUD)","Website purchases","Cost per purchase (AUD)","Purchase ROAS (return on ad spend)","Purchases conversion value","Website purchases conversion value","Ad set budget","Ad set budget type",Impressions,"CPM (cost per 1,000 impressions) (AUD)",Reach,Frequency,"CTR (all)","Link clicks","CPC (all) (AUD)","Attribution setting",Results,"Result indicator","Cost per results","Meta purchases",ThruPlays,"3-second video plays","Video plays at 25%","Video plays at 50%","Video plays at 75%","Video plays at 95%","Video plays at 100%","Video average play time","Video plays",profile_visit_view,"Unique link clicks","CTR (link click-through rate)","Landing page views","Adds to cart","Website adds to cart","Adds of payment info","Website adds of payment info","Checkouts Initiated","Website checkouts initiated","Website purchase ROAS (return on ad spend)",Views,"3-second video plays rate per impressions","Cost per ThruPlay (AUD)","Cost per 3-second video play (AUD)","Unique outbound clicks","Outbound clicks","Unique CTR (link click-through rate)","Outbound CTR (click-through rate)","Unique outbound CTR (click-through rate)","Cost per unique outbound click (AUD)","Cost per unique link click (AUD)","Cost per unique click (all) (AUD)","Adds of payment info conversion value","In-app adds of payment info conversion value","Website adds of payment info conversion value","Offline adds of payment info conversion value","Adds to cart conversion value","In-app adds to cart conversion value","Website adds to cart conversion value","Offline adds to cart conversion value","Cost per add of payment info (AUD)","Cost per add to cart (AUD)","Checkouts initiated conversion value","In-app checkouts initiated conversion value","Website checkouts initiated conversion value","Offline checkouts initiated conversion value","Cost per checkout initiated (AUD)","Content views","In-app content views","Website content views","Offline content views","Meta content views","Content views conversion value","In-app content views conversion value","Website content views conversion value","Offline content views conversion value","Cost per content view (AUD)","Cost per landing page view (AUD)","Orders created","Date created","Date last edited",Objective
2023-01-23,2023-01-23,"Retargetting - All Shows",uncategorized,inactive,6.95,,,,,,7,Daily,562,12.366548,434,1.294931,0,5,0,"Multiple attribution settings",,,,,,81,,,,,,00:00:00,,,,0.88968,3,,,,,,,,0,14.412811,,0.085802,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.316667,,2022-05-18,2025-02-16,CONVERSIONS
2023-01-22,2023-01-22,"Reach - All Shows",uncategorized,inactive,5.24,,,,,,5,Daily,3847,1.3621,3466,1.109925,0,,0,"7-day click or 1-day view",3466,reach,1.5118292,,,91,,,,,,00:00:00,,,,,,,,,,,,,0,2.36548,,0.057582,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-01-22,2023-01-22,"Retargetting - All Shows",uncategorized,inactive,7.49,,,,,,7,Daily,772,9.702073,703,1.098151,0,4,0,"Multiple attribution settings",,,,,,110,,,,,,00:00:00,,,,0.518135,3,,,,,,,,0,14.248705,,0.068091,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.496667,,2022-05-18,2025-02-16,CONVERSIONS
2023-01-21,2023-01-21,"Reach - All Shows",uncategorized,inactive,5.42,,,,,,5,Daily,3474,1.560161,3094,1.122818,0,1,0,"7-day click or 1-day view",3094,reach,1.75177763,,,79,,,,,,00:00:00,,,,0.028785,,,,,,,,,0,2.274036,,0.068608,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-01-21,2023-01-21,"Retargetting - All Shows",uncategorized,inactive,7.46,,,,,,7,Daily,657,11.354642,585,1.123077,0,6,0,"Multiple attribution settings",,,,,,93,,,,,,00:00:00,,,,0.913242,4,,,,,,,,0,14.155251,,0.080215,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.865,,2022-05-18,2025-02-16,CONVERSIONS
2023-01-20,2023-01-20,"Reach - All Shows",uncategorized,inactive,4.94,,,,,,5,Daily,3000,1.646667,2772,1.082251,0,,0,"7-day click or 1-day view",2772,reach,1.78210678,,,67,,,,,,00:00:00,,,,,,,,,,,,,0,2.233333,,0.073731,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-01-20,2023-01-20,"Retargetting - All Shows",uncategorized,inactive,6.67,,,,,,7,Daily,558,11.953405,481,1.160083,0,4,0,"Multiple attribution settings",,,,,,67,,,,,,00:00:00,,,,0.716846,2,,,,,,,,0,12.007168,,0.099552,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.335,,2022-05-18,2025-02-16,CONVERSIONS
2023-01-19,2023-01-19,"Reach - All Shows",uncategorized,inactive,4.77,,,,,,5,Daily,3038,1.570112,2726,1.114453,0,1,0,"7-day click or 1-day view",2726,reach,1.74981658,,,73,,,,,,00:00:00,,,,0.032916,,,,,,,,,0,2.402897,,0.065342,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-01-19,2023-01-19,"Retargetting - All Shows",uncategorized,inactive,6.41,,,,,,7,Daily,492,13.028455,336,1.464286,0,5,0,"Multiple attribution settings",,,,,,61,,,,,,00:00:00,,,,1.01626,2,,,,,,,,0,12.398374,,0.105082,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.205,,2022-05-18,2025-02-16,CONVERSIONS
2023-01-18,2023-01-18,"Reach - All Shows",uncategorized,inactive,4.76,,,,,,5,Daily,3264,1.458333,2971,1.09862,0,,0,"7-day click or 1-day view",2971,reach,1.60215416,,,71,,,,,,00:00:00,,,,,,,,,,,,,0,2.175245,,0.067042,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-01-18,2023-01-18,"Retargetting - All Shows",uncategorized,inactive,6.98,,,,,,7,Daily,591,11.810491,428,1.380841,0,5,0,"Multiple attribution settings",,,,,,52,,,,,,00:00:00,,,,0.846024,3,,,,,,,,0,8.798646,,0.134231,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.326667,,2022-05-18,2025-02-16,CONVERSIONS
2023-01-17,2023-01-17,"Reach - All Shows",uncategorized,inactive,4.92,,,,,,5,Daily,3523,1.396537,3197,1.101971,0,1,0,"7-day click or 1-day view",3197,reach,1.53894276,,,79,,,,,,00:00:00,,,,0.028385,,,,,,,,,0,2.242407,,0.062278,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-01-17,2023-01-17,"Retargetting - All Shows",uncategorized,inactive,6.79,,,,,,7,Daily,682,9.956012,526,1.296578,0,2,0,"Multiple attribution settings",,,,,,74,,,,,,00:00:00,,,,0.293255,1,,,,,,,,0,10.85044,,0.091757,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,6.79,,2022-05-18,2025-02-16,CONVERSIONS
2023-01-16,2023-01-16,"Reach - All Shows",uncategorized,inactive,4.96,,,,,,5,Daily,3691,1.343809,3397,1.086547,0,,0,"7-day click or 1-day view",3397,reach,1.46011186,,,124,,,,,,00:00:00,,,,,,,,,,,,,0,3.359523,,0.04,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-01-16,2023-01-16,"Retargetting - All Shows",uncategorized,inactive,7.17,,,,,,7,Daily,715,10.027972,595,1.201681,0,4,0,"Multiple attribution settings",,,,,,89,,,,,,00:00:00,,,,0.559441,3,,,,,,,,0,12.447552,,0.080562,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.39,,2022-05-18,2025-02-16,CONVERSIONS
2023-01-15,2023-01-15,"Reach - All Shows",uncategorized,inactive,5.23,,,,,,5,Daily,4228,1.236991,3521,1.200795,0,,0,"7-day click or 1-day view",3521,reach,1.48537347,,,134,,,,,,00:00:00,,,,,,,,,,,,,0,3.169347,,0.03903,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-01-15,2023-01-15,"Retargetting - All Shows",uncategorized,inactive,7.51,,,,,,7,Daily,919,8.171926,847,1.085006,0,13,0,"Multiple attribution settings",,,,,,184,,,,,,00:00:00,,,,1.414581,10,,,,,,,,0,20.021763,,0.040815,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.751,,2022-05-18,2025-02-16,CONVERSIONS
2023-01-14,2023-01-14,"Reach - All Shows",uncategorized,inactive,5.51,,,,,,5,Daily,4024,1.369284,3840,1.047917,0,,0,"7-day click or 1-day view",3840,reach,1.43489583,,,118,,,,,,00:00:00,,,,,,,,,,,,,0,2.932406,,0.046695,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-01-14,2023-01-14,"Retargetting - All Shows",uncategorized,inactive,7.37,,,,,,7,Daily,869,8.481013,795,1.093082,0,8,0,"Multiple attribution settings",,,,,,157,,,,,,00:00:00,,,,0.920598,6,,,,,,,,0,18.066743,,0.046943,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.228333,,2022-05-18,2025-02-16,CONVERSIONS
2023-01-13,2023-01-13,"Reach - All Shows",uncategorized,inactive,4.87,,,,,,5,Daily,3216,1.514303,3216,1,0,,0,"7-day click or 1-day view",3216,reach,1.51430348,,,128,,,,,,00:00:00,,,,,,,,,,,,,0,3.9801,,0.038047,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-01-13,2023-01-13,"Retargetting - All Shows",uncategorized,inactive,6.69,,,,,,7,Daily,824,8.118932,749,1.100134,0,5,0,"Multiple attribution settings",,,,,,115,,,,,,00:00:00,,,,0.606796,3,,,,,,,,0,13.956311,,0.058174,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.23,,2022-05-18,2025-02-16,CONVERSIONS
2023-01-12,2023-01-12,"Reach - All Shows",uncategorized,inactive,4.74,,,,,,5,Daily,3303,1.435059,3173,1.040971,0,2,0,"7-day click or 1-day view",3173,reach,1.4938544,,,137,,,,,,00:00:00,,,,0.060551,,,,,,,,,0,4.147744,,0.034599,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-01-12,2023-01-12,"Retargetting - All Shows",uncategorized,inactive,6.7,,,,,,7,Daily,773,8.667529,682,1.133431,0,8,0,"Multiple attribution settings",,,,,,128,,,,,,00:00:00,,,,1.034929,7,,,,,,,,0,16.558862,,0.052344,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.957143,,2022-05-18,2025-02-16,CONVERSIONS
2023-01-11,2023-01-11,"Reach - All Shows",uncategorized,inactive,4.82,,,,,,5,Daily,3510,1.373219,3504,1.001712,0,,0,"7-day click or 1-day view",3504,reach,1.37557078,,,127,,,,,,00:00:00,,,,,,,,,,,,,0,3.618234,,0.037953,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-01-11,2023-01-11,"Retargetting - All Shows",uncategorized,inactive,6.89,,,,,,7,Daily,796,8.655779,713,1.11641,0,13,0,"Multiple attribution settings",,,,,,127,,,,,,00:00:00,,,,1.633166,11,,,,,,,,0,15.954774,,0.054252,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.626364,,2022-05-18,2025-02-16,CONVERSIONS
2023-01-10,2023-01-10,"Reach - All Shows",uncategorized,inactive,4.78,,,,,,5,Daily,3581,1.334823,3581,1,0,2,0,"7-day click or 1-day view",3581,reach,1.33482268,,,139,,,,,,00:00:00,,,,0.05585,,,,,,,,,0,3.881597,,0.034388,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-01-10,2023-01-10,"Retargetting - All Shows",uncategorized,inactive,6.83,,,,,,7,Daily,605,11.289256,527,1.148008,0,7,0,"Multiple attribution settings",,,,,,100,,,,,,00:00:00,,,,1.157025,6,,,,,,,,0,16.528926,,0.0683,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.138333,,2022-05-18,2025-02-16,CONVERSIONS
2023-01-09,2023-01-09,"Reach - All Shows",uncategorized,inactive,4.96,,,,,,5,Daily,3880,1.278351,3860,1.005181,0,2,0,"7-day click or 1-day view",3860,reach,1.28497409,,,171,,,,,,00:00:00,,,,0.051546,,,,,,,,,0,4.407216,,0.029006,,,0,,,,,0,,,,,,,,,,,,,,,,2,,2,,,,,,,2.48,,,2022-06-02,2023-05-12,Reach
2023-01-09,2023-01-09,"Retargetting - All Shows",uncategorized,inactive,7.35,,,,,,7,Daily,563,13.055062,475,1.185263,0,2,0,"Multiple attribution settings",,,,,,59,,,,,,00:00:00,,,,0.35524,2,,,,,,,,0,10.479574,,0.124576,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.675,,2022-05-18,2025-02-16,CONVERSIONS
2023-01-08,2023-01-08,"Reach - All Shows",uncategorized,inactive,5.31,,,,,,5,Daily,4273,1.242687,4180,1.022249,0,1,0,"7-day click or 1-day view",4180,reach,1.27033493,,,181,,,,,,00:00:00,,,,0.023403,,,,,,,,,0,4.2359,,0.029337,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-01-08,2023-01-08,"Retargetting - All Shows",uncategorized,inactive,7.17,,,,,,7,Daily,763,9.397117,645,1.182946,0,7,0,"Multiple attribution settings",,,,,,89,,,,,,00:00:00,,,,0.917431,5,,,,,,,,0,11.664482,,0.080562,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.434,,2022-05-18,2025-02-16,CONVERSIONS
2023-01-07,2023-01-07,"Reach - All Shows",uncategorized,inactive,5.42,,,,,,5,Daily,4160,1.302885,4068,1.022616,0,2,0,"7-day click or 1-day view",4068,reach,1.33235005,,,141,,,,,,00:00:00,,,,0.048077,,,,,,,,,0,3.389423,,0.03844,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-01-07,2023-01-07,"Retargetting - All Shows",uncategorized,inactive,6.95,,,,,,7,Daily,646,10.758514,553,1.168174,0,6,0,"Multiple attribution settings",,,,,,77,,,,,,00:00:00,,,,0.928793,4,,,,,,,,0,11.919505,,0.09026,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.7375,,2022-05-18,2025-02-16,CONVERSIONS
2023-01-06,2023-01-06,"Reach - All Shows",uncategorized,inactive,4.86,,,,,,5,Daily,3802,1.278275,3802,1,0,,0,"7-day click or 1-day view",3802,reach,1.27827459,,,143,,,,,,00:00:00,,,,,,,,,,,,,0,3.761178,,0.033986,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-01-06,2023-01-06,"Retargetting - All Shows",uncategorized,inactive,6.61,,,,,,7,Daily,763,8.663172,653,1.168453,0,5,0,"Multiple attribution settings",,,,,,87,,,,,,00:00:00,,,,0.655308,2,,,,,,,,0,11.402359,,0.075977,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.305,,2022-05-18,2025-02-16,CONVERSIONS
2023-01-05,2023-01-05,"Reach - All Shows",uncategorized,inactive,4.73,,,,,,5,Daily,3804,1.243428,3783,1.005551,0,,0,"7-day click or 1-day view",3783,reach,1.25033043,,,165,,,,,,00:00:00,,,,,,,,,,,,,0,4.337539,,0.028667,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-01-05,2023-01-05,"Retargetting - All Shows",uncategorized,inactive,6.7,,,,,,7,Daily,826,8.11138,707,1.168317,0,7,0,"Multiple attribution settings",,,,,,98,,,,,,00:00:00,,,,0.847458,4,,,,,,,,0,11.864407,,0.068367,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.675,,2022-05-18,2025-02-16,CONVERSIONS
2023-01-04,2023-01-04,"Reach - All Shows",uncategorized,inactive,4.76,,,,,,5,Daily,3945,1.206591,3945,1,0,1,0,"7-day click or 1-day view",3945,reach,1.20659062,,,180,,,,,,00:00:00,,,,0.025349,,,,,,,,,0,4.562738,,0.026444,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-01-04,2023-01-04,"Retargetting - All Shows",uncategorized,inactive,7.14,,,,,,7,Daily,692,10.317919,571,1.211909,0,3,0,"Multiple attribution settings",,,,,,76,,,,,,00:00:00,,,,0.433526,2,,,,,,,,0,10.982659,,0.093947,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.57,,2022-05-18,2025-02-16,CONVERSIONS
2023-01-03,2023-01-03,"Reach - All Shows",uncategorized,inactive,4.79,,,,,,5,Daily,4247,1.127855,4247,1,0,2,0,"7-day click or 1-day view",4247,reach,1.12785496,,,155,,,,,,00:00:00,,,,0.047092,,,,,,,,,0,3.649635,,0.030903,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-01-03,2023-01-03,"Retargetting - All Shows",uncategorized,inactive,6.83,,,,,,7,Daily,856,7.978972,710,1.205634,0,1,0,"Multiple attribution settings",,,,,,92,,,,,,00:00:00,,,,0.116822,1,,,,,,,,0,10.747664,,0.074239,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,6.83,,2022-05-18,2025-02-16,CONVERSIONS
2023-01-02,2023-01-02,"Reach - All Shows",uncategorized,inactive,5.13,,,,,,5,Daily,4574,1.121557,4574,1,0,,0,"7-day click or 1-day view",4574,reach,1.12155662,,,167,,,,,,00:00:00,,,,,,,,,,,,,0,3.651071,,0.030719,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-01-02,2023-01-02,"Retargetting - All Shows",uncategorized,inactive,7.27,,,,,,7,Daily,868,8.375576,724,1.198895,0,5,0,"Multiple attribution settings",,,,,,84,,,,,,00:00:00,,,,0.576037,4,,,,,,,,0,9.677419,,0.086548,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.8175,,2022-05-18,2025-02-16,CONVERSIONS
2023-01-01,2023-01-01,"Reach - All Shows",uncategorized,inactive,5.31,,,,,,5,Daily,4595,1.155604,4408,1.042423,0,,0,"7-day click or 1-day view",4408,reach,1.20462795,,,130,,,,,,00:00:00,,,,,,,,,,,,,0,2.829162,,0.040846,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2023-01-01,2023-01-01,"Retargetting - All Shows",uncategorized,inactive,7.5,,,,,,7,Daily,1237,6.063056,1038,1.191715,0,4,0,"Multiple attribution settings",,,,,,133,,,,,,00:00:00,,,,0.323363,2,,,,,,,,0,10.751819,,0.056391,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.75,,2022-05-18,2025-02-16,CONVERSIONS
2022-12-31,2022-12-31,"Reach - All Shows",uncategorized,inactive,5.38,,,,,,5,Daily,3357,1.602621,3355,1.000596,0,,0,"7-day click or 1-day view",3355,reach,1.60357675,,,112,,,,,,00:00:00,,,,,,,,,,,,,0,3.336312,,0.048036,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2022-12-31,2022-12-31,"Retargetting - All Shows",uncategorized,inactive,7.36,,,,,,7,Daily,854,8.618267,747,1.14324,0,5,0,"Multiple attribution settings",,,,,,97,,,,,,00:00:00,,,,0.58548,4,,,,,,,,0,11.358314,,0.075876,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.84,,2022-05-18,2025-02-16,CONVERSIONS
2022-12-30,2022-12-30,"Reach - All Shows",uncategorized,inactive,4.87,,,,,,5,Daily,3154,1.544071,3145,1.002862,0,,0,"7-day click or 1-day view",3145,reach,1.54848967,,,95,,,,,,00:00:00,,,,,,,,,,,,,0,3.012048,,0.051263,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2022-12-30,2022-12-30,"Retargetting - All Shows",uncategorized,inactive,6.44,,,,,,7,Daily,920,7,785,1.171975,0,1,0,"Multiple attribution settings",,,,,,101,,,,,,00:00:00,,,,0.108696,1,,,,,,,,0,10.978261,,0.063762,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,6.44,,2022-05-18,2025-02-16,CONVERSIONS
2022-12-29,2022-12-29,"Reach - All Shows",uncategorized,inactive,4.76,,,,,,5,Daily,2990,1.591973,2990,1,0,1,0,"7-day click or 1-day view",2990,reach,1.59197324,,,113,,,,,,00:00:00,,,,0.033445,,,,,,,,,0,3.779264,,0.042124,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2022-12-29,2022-12-29,"Retargetting - All Shows",uncategorized,inactive,6.45,,,,,,7,Daily,695,9.280576,581,1.196213,0,3,0,"Multiple attribution settings",,,,,,74,,,,,,00:00:00,,,,0.431655,3,,,,,,,,0,10.647482,,0.087162,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.15,,2022-05-18,2025-02-16,CONVERSIONS
2022-12-28,2022-12-28,"Reach - All Shows",uncategorized,inactive,4.77,,,,,,5,Daily,3055,1.561375,2971,1.028273,0,1,0,"7-day click or 1-day view",2971,reach,1.60552003,,,120,,,,,,00:00:00,,,,0.032733,,,,,,,,,0,3.927987,,0.03975,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2022-12-28,2022-12-28,"Retargetting - All Shows",uncategorized,inactive,6.85,,,,,,7,Daily,861,7.955865,779,1.105263,0,5,0,"Multiple attribution settings",,,,,,89,,,,,,00:00:00,,,,0.58072,3,,,,,,,,0,10.336818,,0.076966,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.283333,,2022-05-18,2025-02-16,CONVERSIONS
2022-12-27,2022-12-27,"Reach - All Shows",uncategorized,inactive,4.87,,,,,,5,Daily,3316,1.468637,3058,1.084369,0,1,0,"7-day click or 1-day view",3058,reach,1.59254415,,,90,,,,,,00:00:00,,,,0.030157,,,,,,,,,0,2.714113,,0.054111,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2022-12-27,2022-12-27,"Retargetting - All Shows",uncategorized,inactive,6.99,,,,,,7,Daily,1020,6.852941,923,1.105092,0,5,0,"Multiple attribution settings",,,,,,91,,,,,,00:00:00,,,,0.490196,4,,,,,,,,0,8.921569,,0.076813,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.7475,,2022-05-18,2025-02-16,CONVERSIONS
2022-12-26,2022-12-26,"Reach - All Shows",uncategorized,inactive,5.03,,,,,,5,Daily,3387,1.48509,3108,1.089768,0,,0,"7-day click or 1-day view",3108,reach,1.61840412,,,60,,,,,,00:00:00,,,,,,,,,,,,,0,1.771479,,0.083833,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2022-12-26,2022-12-26,"Retargetting - All Shows",uncategorized,inactive,7.26,,,,,,7,Daily,853,8.511137,674,1.265579,0,4,0,"Multiple attribution settings",,,,,,49,,,,,,00:00:00,,,,0.468933,2,,,,,,,,0,5.744431,,0.148163,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.63,,2022-05-18,2025-02-16,CONVERSIONS
2022-12-25,2022-12-25,"Reach - All Shows",uncategorized,inactive,5.32,,,,,,5,Daily,3369,1.579104,3063,1.099902,0,1,0,"7-day click or 1-day view",3063,reach,1.73685929,,,39,,,,,,00:00:00,,,,0.029682,,,,,,,,,0,1.157614,,0.13641,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2022-12-25,2022-12-25,"Retargetting - All Shows",uncategorized,inactive,7.65,,,,,,7,Daily,918,8.333333,726,1.264463,0,2,0,"Multiple attribution settings",,,,,,70,,,,,,00:00:00,,,,0.217865,1,,,,,,,,0,7.625272,,0.109286,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,7.65,,2022-05-18,2025-02-16,CONVERSIONS
2022-12-24,2022-12-24,"Reach - All Shows",uncategorized,inactive,5.35,,,,,,5,Daily,2998,1.784523,2634,1.138193,0,,0,"7-day click or 1-day view",2634,reach,2.03113136,,,32,,,,,,00:00:00,,,,,,,,,,,,,0,1.067378,,0.167188,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2022-12-24,2022-12-24,"Retargetting - All Shows",uncategorized,inactive,7.24,,,,,,7,Daily,728,9.945055,575,1.266087,0,4,0,"Multiple attribution settings",,,,,,43,,,,,,00:00:00,,,,0.549451,1,,,,,,,,0,5.906593,,0.168372,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,7.24,,2022-05-18,2025-02-16,CONVERSIONS
2022-12-23,2022-12-23,"Reach - All Shows",uncategorized,inactive,4.9,,,,,,5,Daily,2695,1.818182,2470,1.091093,0,,0,"7-day click or 1-day view",2470,reach,1.98380567,,,44,,,,,,00:00:00,,,,,,,,,,,,,0,1.632653,,0.111364,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2022-12-23,2022-12-23,"Retargetting - All Shows",uncategorized,inactive,6.95,,,,,,7,Daily,702,9.900285,555,1.264865,0,1,0,"Multiple attribution settings",,,,,,34,,,,,,00:00:00,,,,0.14245,,,,,,,,,0,4.843305,,0.204412,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-18,2025-02-16,CONVERSIONS
2022-12-22,2022-12-22,"Reach - All Shows",uncategorized,inactive,4.72,,,,,,5,Daily,2556,1.846635,2411,1.060141,0,,0,"7-day click or 1-day view",2411,reach,1.9576939,,,40,,,,,,00:00:00,,,,,,,,,,,,,0,1.564945,,0.118,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2022-12-22,2022-12-22,"Retargetting - All Shows",uncategorized,inactive,6.54,,,,,,7,Daily,606,10.792079,484,1.252066,0,,0,"Multiple attribution settings",,,,,,35,,,,,,00:00:00,,,,,,,,,,,,,0,5.775578,,0.186857,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-18,2025-02-16,CONVERSIONS
2022-12-21,2022-12-21,"Reach - All Shows",uncategorized,inactive,4.8,,,,,,5,Daily,2579,1.861187,2450,1.052653,0,,0,"7-day click or 1-day view",2450,reach,1.95918367,,,51,,,,,,00:00:00,,,,,,,,,,,,,0,1.977511,,0.094118,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-12,Reach
2022-12-21,2022-12-21,"Retargetting - All Shows",uncategorized,inactive,6.64,,,,,,7,Daily,545,12.183486,428,1.273364,0,4,0,"Multiple attribution settings",,,,,,20,,,,,,00:00:00,,,,0.733945,2,,,,,,,,0,3.669725,,0.332,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.32,,2022-05-18,2025-02-16,CONVERSIONS
2022-12-20,2022-12-20,"Reach - All Shows",uncategorized,inactive,4.81,,,,,,5,Daily,2592,1.85571,2418,1.07196,0,1,0,"7-day click or 1-day view",2418,reach,1.98924731,,,49,,,,,,00:00:00,,,,0.03858,1,,,,,,,,0,1.890432,,0.098163,,,0,,,,,0,,,,,,,,,,,,,,,,1,,1,,,,,,,4.81,4.81,,2022-06-02,2023-05-12,Reach
