"Reporting starts","Reporting ends","Ad Set Name","Time of day (ad account time zone)","Ad set delivery","Amount spent (AUD)","Website purchases","Cost per purchase (AUD)","Purchase ROAS (return on ad spend)","Purchases conversion value","Website purchases conversion value","Ad set budget","Ad set budget type",Impressions,"CPM (cost per 1,000 impressions) (AUD)",Reach,Frequency,"CTR (all)","Link clicks","CPC (all) (AUD)","Attribution setting",Results,"Result indicator","Cost per results","Meta purchases",ThruPlays,"3-second video plays","Video plays at 25%","Video plays at 50%","Video plays at 75%","Video plays at 95%","Video plays at 100%","Video average play time","Video plays",profile_visit_view,"Unique link clicks","CTR (link click-through rate)","Landing page views","Adds to cart","Website adds to cart","Adds of payment info","Website adds of payment info","Checkouts Initiated","Website checkouts initiated","Website purchase ROAS (return on ad spend)",Views,"3-second video plays rate per impressions","Cost per ThruPlay (AUD)","Cost per 3-second video play (AUD)","Unique outbound clicks","Outbound clicks","Unique CTR (link click-through rate)","Outbound CTR (click-through rate)","Unique outbound CTR (click-through rate)","Cost per unique outbound click (AUD)","Cost per unique link click (AUD)","Cost per unique click (all) (AUD)","Adds of payment info conversion value","In-app adds of payment info conversion value","Website adds of payment info conversion value","Offline adds of payment info conversion value","Adds to cart conversion value","In-app adds to cart conversion value","Website adds to cart conversion value","Offline adds to cart conversion value","Cost per add of payment info (AUD)","Cost per add to cart (AUD)","Checkouts initiated conversion value","In-app checkouts initiated conversion value","Website checkouts initiated conversion value","Offline checkouts initiated conversion value","Cost per checkout initiated (AUD)","Content views","In-app content views","Website content views","Offline content views","Meta content views","Content views conversion value","In-app content views conversion value","Website content views conversion value","Offline content views conversion value","Cost per content view (AUD)","Cost per landing page view (AUD)","Orders created","Date created","Date last edited",custom_audiences,"Optimization events","Optimization Event Indicator","Optimization event conversion window"
2022-05-01,2025-06-01,"NEWCASTLE: Rory Lowe Traffic","04:00:00 - 04:59:59",active,1.930438,,,,,,5,Daily,286,6.749782,0,0,13.636364,35,0.049498,"7-day click or 1-day view",31,actions:landing_page_view,0.06227218,,,109,,,,,,00:00:00,,,,12.237762,31,,,,,,,,0,38.111888,,0.01771,,35,0,12.237762,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.062272,,2025-05-05,2025-05-22,,31,actions:landing_page_view,"1-day click"
2022-05-01,2025-06-01,"iD Comedy Club","04:00:00 - 04:59:59",inactive,1.76991,,,,,,"Using campaign budget",0,1195,1.481096,0,0,0.083682,,1.76991,"7-day click or 1-day view",,,,,,14,,,,,,00:00:00,,,,,,,,,,,,,0,1.171548,,0.126422,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-18,2022-11-29,,,,
2022-05-01,2025-06-01,"Whole Festival Dynamic Creative","04:00:00 - 04:59:59",not_delivering,5.967891,,,,,,"Using campaign budget",0,503,11.864595,0,0,4.17495,9,0.284185,"7-day click or 1-day view",,,,,,115,,,,,,00:00:00,,,,1.789264,9,,,,,,,,0,22.862823,,0.051895,,9,0,1.789264,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.663099,,2024-07-03,2024-07-03,,,,
2022-05-01,2025-06-01,"MANDURAH: Rory Lowe Traffic","04:00:00 - 04:59:59",active,1.150443,,,,,,5,Daily,157,7.32766,0,0,12.101911,17,0.06055,"7-day click or 1-day view",10,actions:landing_page_view,0.11504425,,,50,,,,,,00:00:00,,,,10.828025,10,,,,,,,,0,31.847134,,0.023009,,17,0,10.828025,,,,0,,,,,,,,,,,,,,,,,,10,,,,,,,,0.115044,,2025-05-05,2025-05-22,,10,actions:landing_page_view,"1-day click"
2022-05-01,2025-06-01,"Event: Dark Jokes Night (Halloween)","04:00:00 - 04:59:59",not_delivering,0.38,,,,,,"Using campaign budget",0,6,63.333333,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,1,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,2022-10-25,2022-10-25,,,,
2022-05-01,2025-06-01,"REACH: Whole Festival Dynamic Creative","04:00:00 - 04:59:59",not_delivering,0.25,,,,,,"Using campaign budget",0,117,2.136752,0,0,0,,0,"7-day click or 1-day view",,,,,,32,,,,,,00:00:00,,,,,,,,,,,,,0,27.350427,,0.007813,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-10,2025-01-16,,,,
2022-05-01,2025-06-01,"CAIRNS: Rory Lowe Traffic","04:00:00 - 04:59:59",inactive,1.011359,,,,,,5,Daily,87,11.624814,0,0,11.494253,7,0.101136,"7-day click or 1-day view",,,,,,40,,,,,,00:00:00,,,,8.045977,,,,,,,,,0,45.977011,,0.025284,,7,0,8.045977,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-05,2025-05-19,,,,
2022-05-01,2025-06-01,"Clip 1 Impressions","04:00:00 - 04:59:59",not_delivering,0.77,,,,,,100,Lifetime,145,5.310345,0,0,0,,0,"7-day click or 1-day view",,,,,,84,,,,,,00:00:00,,,,,,,,,,,,,0,57.931034,,0.009167,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-20,2023-06-12,,,,
2022-05-01,2025-06-01,"TRAFFIC LP Views: Dynamic Creative","04:00:00 - 04:59:59",not_delivering,4.12882,,,,,,"Using campaign budget",0,472,8.747501,0,0,12.5,49,0.06998,"7-day click or 1-day view",34,actions:landing_page_view,0.12143589,,,166,,,,,,00:00:00,,,,10.381356,34,,,,,,,,0,35.169492,,0.024872,,49,0,10.381356,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.121436,,2024-07-11,2025-01-16,,34,actions:landing_page_view,"1-day click"
2022-05-01,2025-06-01,"WOLLONGONG: Rory Lowe Traffic","04:00:00 - 04:59:59",inactive,0.5,,,,,,5,Daily,61,8.196721,0,0,4.918033,3,0.166667,"7-day click or 1-day view",2,actions:landing_page_view,0.25,,,22,,,,,,00:00:00,,,,4.918033,2,,,,,,,,0,36.065574,,0.022727,,3,0,4.918033,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,2025-05-15,2025-05-27,,2,actions:landing_page_view,"1-day click"
2022-05-01,2025-06-01,"ALL SHOWS - Photos & Slideshows","04:00:00 - 04:59:59",not_delivering,10.560978,,,,,,"Using campaign budget",0,660,16.001482,0,0,1.212121,5,1.320122,"1-day click or 1-day view",,,,,,26,,,,,,00:00:00,,,,0.757576,4,,,,,,,,0,3.939394,,0.406191,,5,0,0.757576,,,,0,,,,,,,,,,,,,,,,,,11,,,,,,,,2.640245,,2023-05-15,2023-05-17,,,,
2022-05-01,2025-06-01,"Goodchat + Steph","04:00:00 - 04:59:59",not_delivering,0.639765,,,,,,"Using campaign budget",0,57,11.223955,0,0,0,,0,"7-day click or 1-day view",,,,,,10,,,,,,00:00:00,,,,,,,,,,,,,0,17.54386,,0.063977,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-16,2024-07-16,,,,
2022-05-01,2025-06-01,"SUNSHINE COAST: Rory Lowe Traffic","04:00:00 - 04:59:59",completed,0.24,,,,,,5,Daily,37,6.486486,0,0,13.513514,4,0.048,"7-day click or 1-day view",2,actions:landing_page_view,0.12,,,17,,,,,,00:00:00,,,,10.810811,2,,,,,,,,0,45.945946,,0.014118,,4,0,10.810811,,,,0,,,,,,,,,,,,,,,,,,2,,,,,,,,0.12,,2025-05-05,2025-05-22,,2,actions:landing_page_view,"1-day click"
2022-05-01,2025-06-01,"traffic link click ALL SHOWS - Photos & Slideshows","04:00:00 - 04:59:59",not_delivering,1.95,,,,,,"Using campaign budget",0,270,7.222222,0,0,3.333333,9,0.216667,"7-day click or 1-day view",9,actions:link_click,0.21666667,,,9,,,,,,00:00:00,,,,3.333333,1,,,,,,,,0,3.333333,,0.216667,,9,0,3.333333,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,,2023-05-15,2024-06-21,,9,actions:link_click,"1-day click"
2022-05-01,2025-06-01,"David Rose","04:00:00 - 04:59:59",not_delivering,0.77,,,,,,"Using campaign budget",0,44,17.5,0,0,0,,0,"7-day click or 1-day view",,,,,,24,,,,,,00:00:00,,,,,,,,,,,,,0,54.545455,,0.032083,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-16,2024-08-16,,,,
2022-05-01,2025-06-01,"Rory: Sydney Conversions UPDATED","04:00:00 - 04:59:59",inactive,0,,,,,,700,Lifetime,0,0,0,0,0,,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2025-05-05,2025-05-27,,,,
2022-05-01,2025-06-01,"Kinselas Day Of","04:00:00 - 04:59:59",not_delivering,0.24,,,,,,40,Lifetime,36,6.666667,0,0,0,,0,"1-day click or 1-day view",,,,,,1,,,,,,00:00:00,,,,,,,,,,,,,0,2.777778,,0.24,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15,2024-06-21,,,,
2022-05-01,2025-06-01,"ALL SHOWS Flexible Creative","04:00:00 - 04:59:59",not_delivering,15.349958,,,,,,60,Daily,1168,13.142087,0,0,1.369863,6,0.959372,"1-day click, 1-day view, or 1-day engaged-view",,,,,,228,,,,,,00:00:00,,,,0.513699,2,,,,,,,,0,19.520548,,0.067324,,6,0,0.513699,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,7.674979,,2025-02-14,2025-05-07,,,,
2022-05-01,2025-06-01,"Rory: Brisbane Conversions UPDATED","04:00:00 - 04:59:59",inactive,0.05,,,,,,600,Lifetime,5,10,0,0,0,,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,2,,,,,,00:00:00,,,,,,,,,,,,,0,40,,0.025,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-05,2025-05-21,,,,
2022-05-01,2025-06-01,"Magic Day Of","04:00:00 - 04:59:59",not_delivering,0.16,,,,,,40,Lifetime,23,6.956522,0,0,0,,0,"1-day click or 1-day view",,,,,,3,,,,,,00:00:00,,,,,,,,,,,,,0,13.043478,,0.053333,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15,2024-06-21,,,,
2022-05-01,2025-06-01,"Gocsy Queanbeyan","04:00:00 - 04:59:59",not_delivering,0.83,,,,,,50,Lifetime,46,18.043478,0,0,6.521739,,0.276667,"7-day click or 1-day view",,,,,,1,,,,,,00:00:00,,,,,,,,,,,,,0,2.173913,,0.83,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-29,2025-05-05,,,,
2022-05-01,2025-06-01,"Rory: Brisbane Conversions UPDATED v2","04:00:00 - 04:59:59",inactive,0.54,,,,,,600,Lifetime,76,7.105263,0,0,0,,0,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-22,2025-05-27,,,,
2022-05-01,2025-06-01,"Harrys Day Of","04:00:00 - 04:59:59",inactive,0.4,,,,,,98.91,Lifetime,52,7.692308,0,0,0,,0,"1-day click or 1-day view",,,,,,1,,,,,,00:00:00,,,,,,,,,,,,,0,1.923077,,0.4,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15,2024-06-21,,,,
2022-05-01,2025-06-01,"Rory: Sunshine Coast Conversions UPDATEDv2","04:00:00 - 04:59:59",inactive,1.774379,,,,,,300,Lifetime,158,11.230245,0,0,1.265823,1,0.887189,"1-day click, 1-day view, or 1-day engaged-view",,,,,,68,,,,,,00:00:00,,,,0.632911,,,,,,,,,0,43.037975,,0.026094,,1,0,0.632911,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-22,2025-05-24,,,,
2022-05-01,2025-06-01,"traffic LPviews ALL SHOWS - Photos & Slideshows","04:00:00 - 04:59:59",not_delivering,12.703324,,,,,,"Using campaign budget",0,1316,9.652982,0,0,3.191489,38,0.30246,"7-day click or 1-day view",19,actions:landing_page_view,0.668596,,,64,,,,,,00:00:00,,,,2.887538,19,,,,,,,,0,4.863222,,0.198489,,38,0,2.887538,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.668596,,2023-05-25,2025-01-16,,19,actions:landing_page_view,"1-day click"
2022-05-01,2025-06-01,"Rory: Brisbane Sales","04:00:00 - 04:59:59",recently_completed,8.17,1,,,,70,"Using campaign budget",0,532,15.357143,0,0,3.571429,14,0.43,"7-day click, 1-day view, or 1-day engaged-view",1,actions:offsite_conversion.fb_pixel_purchase,8.17,,,229,,,,,,00:00:00,,,,2.631579,6,,,,,,,8.567931,0,43.045113,,0.035677,,14,0,2.631579,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.361667,,2025-05-27,2025-05-27,,1,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 7-day click"
2022-05-01,2025-06-01,"Rory: Canberra Sales","04:00:00 - 04:59:59",active,0.590259,,,,,,"Using campaign budget",0,35,16.864533,0,0,2.857143,,0.590259,"7-day click, 1-day view, or 1-day engaged-view",,,,,,12,,,,,,00:00:00,,,,,,,,,,,,,0,34.285714,,0.049188,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-28,2025-05-28,,,,
2022-05-01,2025-06-01,"Magic Mic Comedy","05:00:00 - 05:59:59",inactive,0.18,,,,,,"Using campaign budget",0,13,13.846154,0,0,0,,0,"7-day click or 1-day view",,,,,,2,,,,,,00:00:00,,,,,,,,,,,,,0,15.384615,,0.09,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-18,2023-03-09,,,,
2022-05-01,2025-06-01,"traffic LPviews ALL SHOWS - Photos & Slideshows","05:00:00 - 05:59:59",not_delivering,1.61,,,,,,"Using campaign budget",0,141,11.41844,0,0,1.41844,1,0.805,"7-day click or 1-day view",1,actions:landing_page_view,1.61,,,27,,,,,,00:00:00,,,,0.70922,1,,,,,,,,0,19.148936,,0.05963,,1,0,0.70922,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.61,,2023-09-25,2024-06-21,,1,actions:landing_page_view,"1-day click"
2022-05-01,2025-06-01,"Post: ""The best comedians, the best shows, the best fun,...""","05:00:00 - 05:59:59",not_delivering,0.08,,,,,,"Using campaign budget",0,9,8.888889,0,0,11.111111,,0.08,"7-day click or 1-day view",1,actions:post_engagement,0.08,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-31,2022-06-01,,1,actions:post_engagement,"1-day click"
2022-05-01,2025-06-01,"ALL SHOWS Flexible Creative TRAFFIC","05:00:00 - 05:59:59",active,28.912365,,,,,,22,Daily,2710,10.668769,0,0,4.760148,95,0.224127,"7-day click or 1-day view",36,actions:landing_page_view,0.80312124,,,379,,,,,,00:00:00,,,,3.505535,36,,,,,,,,0,13.98524,,0.076286,,95,0,3.505535,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.803121,,2025-02-14,2025-05-22,,36,actions:landing_page_view,"1-day click"
2022-05-01,2025-06-01,"Harrys Comedy","05:00:00 - 05:59:59",inactive,0.23,,,,,,"Using campaign budget",0,15,15.333333,0,0,0,,0,"7-day click or 1-day view",,,,,,1,,,,,,00:00:00,,,,,,,,,,,,,0,6.666667,,0.23,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-18,2023-03-09,,,,
2022-05-01,2025-06-01,"Video Ad - Carousel Launch","05:00:00 - 05:59:59",not_delivering,0.619876,,,,,,"Using campaign budget",0,33,18.784122,0,0,6.060606,1,0.309938,"1-day click or 1-day view",,,,,,5,,,,,,00:00:00,,,,3.030303,,,,,,,,,0,15.151515,,0.123975,,1,0,3.030303,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-25,2023-09-25,,,,
2022-05-01,2025-06-01,"Magic Mic Comedy","05:00:00 - 05:59:59",not_delivering,6.610125,,,,,,"Using campaign budget",0,4261,1.551308,0,0,0.046937,1,3.305063,"7-day click or 1-day view",,,,,,147,,,,,,00:00:00,,,,0.023469,,,,,,,,,0,3.449894,,0.044967,,1,0,0.023469,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2022-06-02,,,,
2022-05-01,2025-06-01,"MELB: ALL SHOWS Flexible Creative","05:00:00 - 05:59:59",not_delivering,9.48,,,,,,150,Daily,645,14.697674,0,0,2.790698,8,0.526667,"1-day click, 1-day view, or 1-day engaged-view",,,,,,90,,,,,,00:00:00,,,,1.24031,4,,,,,,,,0,13.953488,,0.105333,,8,0,1.24031,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.37,,2025-04-03,2025-04-13,,,,
2022-05-01,2025-06-01,"iD Comedy Club","05:00:00 - 05:59:59",inactive,19.210551,,,,,,"Using campaign budget",0,1468,13.086206,0,0,0.681199,5,1.921055,"1-day click or 1-day view",,,,,,147,,,,,,00:00:00,,,,0.340599,3,,,,,,,,0,10.013624,,0.130684,,5,0,0.340599,,,,0,,,,,,,,,,,,,,,,,,13,,,,,,,,6.403517,,2022-05-18,2023-05-24,,,,
2022-05-01,2025-06-01,"Oct23 Dynamic Creative","05:00:00 - 05:59:59",not_delivering,65.71,,,,,,10,Daily,14773,4.447979,0,0,2.247343,295,0.197922,"7-day click or 1-day view",202,actions:landing_page_view,0.32529703,,,1371,,,,,,00:00:00,,,,1.996886,202,,,,,,,,0,9.280444,,0.047929,,295,0,1.996886,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.325297,,2023-09-29,2024-06-21,,202,actions:landing_page_view,"1-day click"
2022-05-01,2025-06-01,"Harrys Comedy","05:00:00 - 05:59:59",not_delivering,0.11,,,,,,"Using campaign budget",0,96,1.145833,0,0,0,,0,"7-day click or 1-day view",,,,,,2,,,,,,00:00:00,,,,,,,,,,,,,0,2.083333,,0.055,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-24,,,,
2022-05-01,2025-06-01,"MELB: Flexible Creative","05:00:00 - 05:59:59",completed,9.26,,,,,,300,Daily,556,16.654676,0,0,3.057554,7,0.544706,"1-day click, 1-day view, or 1-day engaged-view",,,,,,82,,,,,,00:00:00,,,,1.258993,5,,,,,,,,0,14.748201,,0.112927,,7,0,1.258993,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.852,,2025-04-10,2025-04-16,,,,
2022-05-01,2025-06-01,"ALL SHOWS Single Dynamic Content","05:00:00 - 05:59:59",not_delivering,114.700767,,,,,,25,Daily,16860,6.80313,0,0,0.972716,92,0.699395,"1-day click, 1-day view, or 1-day engaged-view",,,,,,1077,,,,,,00:00:00,,,,0.54567,33,,5,,,,,,0,6.3879,,0.1065,,92,0,0.54567,,,,0,,,,,129,,129,,,,,,,,,,,2,,,,,,,,3.475781,,2023-10-04,2024-07-07,,,,
2022-05-01,2025-06-01,"iD Comedy Club","05:00:00 - 05:59:59",not_delivering,12.811335,,,,,,"Using campaign budget",0,7750,1.653075,0,0,0.03871,,4.270445,"7-day click or 1-day view",,,,,,157,,,,,,00:00:00,,,,,,,,,,,,,0,2.025806,,0.081601,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-02-15,,,,
2022-05-01,2025-06-01,"Rory: Canberra Conversions | 4 weeks out 1 week $200 Assess weekly","05:00:00 - 05:59:59",inactive,0.020002,,,,,,250,Lifetime,2,10.0008,0,0,0,,0,Incremental,,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-06,2025-05-21,,,,
2022-05-01,2025-06-01,"MICF: Sydney Showcase 070424","05:00:00 - 05:59:59",not_delivering,1.479852,,,,,,100,Lifetime,140,10.570371,0,0,0,,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,27,,,,,,00:00:00,,,,,,,,,,,,,0,19.285714,,0.054809,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-06,2024-04-07,,,,
2022-05-01,2025-06-01,"Post: ""This weekend at Kinselas""","05:00:00 - 05:59:59",not_delivering,0.1,,,,,,"Using campaign budget",0,10,10,0,0,30,,0.033333,"7-day click or 1-day view",2,actions:post_engagement,0.05,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-03,2022-06-03,,2,actions:post_engagement,"1-day click"
2022-05-01,2025-06-01,"Rory: Sydney Conversions","05:00:00 - 05:59:59",archived,0.86,,,,,,10,Daily,87,9.885057,0,0,8.045977,4,0.122857,Incremental,,,,,,,,,,,,00:00:00,,,,4.597701,3,,,,,,,,0,,,,,4,0,4.597701,,,,0,,,,,,,,,,,,,,,,,,1,,,49.6,,49.6,,,0.286667,,2025-04-25,2025-05-14,,,,
2022-05-01,2025-06-01,"New Sales Ad Set","05:00:00 - 05:59:59",not_delivering,7.018245,2,,,,103.09,"Using campaign budget",0,680,10.320949,0,0,2.794118,9,0.369381,"7-day click or 1-day view",2,actions:offsite_conversion.fb_pixel_purchase,3.5091227,,,122,,,,,,00:00:00,,,,1.323529,5,,4,,2,,2,14.688857,0,17.941176,,0.057527,,9,0,1.323529,,,,0,,,,,123,,123,,,,,,,,,,,,,,,,,,,1.403649,,2024-06-21,2024-07-15,,2,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 7-day click"
2022-05-01,2025-06-01,"Post: ""Harry's Comedy in Surry Hills this Monday is...""","05:00:00 - 05:59:59",not_delivering,0.1,,,,,,"Using campaign budget",0,10,10,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-05,2022-06-05,,,,
2022-05-01,2025-06-01,"Rory: Sydney Traffic","05:00:00 - 05:59:59",completed,5.550721,,,,,,10,Daily,886,6.264922,0,0,10.609481,85,0.05905,"7-day click or 1-day view",64,actions:landing_page_view,0.08673001,,,392,,,,,,00:00:00,,,,9.593679,64,,,,,,,,0,44.243792,,0.01416,,85,0,9.593679,,,,0,,,,,,,,,,,,,,,,,,27,,,,,,,,0.08673,,2025-04-25,2025-05-15,,64,actions:landing_page_view,"1-day click"
2022-05-01,2025-06-01,"Lookalike of iD Comedy Club Instagram Engagers","05:00:00 - 05:59:59",not_delivering,0.69,,,,,,11.51,Lifetime,94,7.340426,0,0,3.191489,2,0.23,"7-day click or 1-day view",2,actions:link_click,0.345,,,,,,,,,00:00:00,,,,2.12766,,,,,,,,,0,,,,,2,0,2.12766,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-01-16,,2,actions:link_click,"1-day click"
2022-05-01,2025-06-01,"Post: ""You're in for an absolute treat if you're coming...""","05:00:00 - 05:59:59",not_delivering,0.05,,,,,,"Using campaign budget",0,8,6.25,0,0,75,3,0.008333,"7-day click or 1-day view",3,actions:link_click,0.01666667,,,,,,,,,00:00:00,,,,37.5,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-21,2022-06-21,,3,actions:link_click,"1-day click"
2022-05-01,2025-06-01,"SYD: Rory Event Response Ad","05:00:00 - 05:59:59",not_delivering,0.25,,,,,,5,Daily,31,8.064516,0,0,0,,0,"7-day click or 1-day view",,,,,,18,,,,,,00:00:00,,,,,,,,,,,,,0,58.064516,,0.013889,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-02,2025-05-02,,,,
2022-05-01,2025-06-01,"Facebook Grouped Remarketing Audience","05:00:00 - 05:59:59",not_delivering,0.209774,,,,,,12.48,Lifetime,19,11.040721,0,0,5.263158,,0.209774,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-01-16,,,,
2022-05-01,2025-06-01,"Event: Harry's Comedy - Mondays","05:00:00 - 05:59:59",not_delivering,0.04,,,,,,"Using campaign budget",0,3,13.333333,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-10,2022-07-11,,,,
2022-05-01,2025-06-01,"BRISBANE: Rory Lowe Traffic","05:00:00 - 05:59:59",inactive,3.41221,,,,,,10,Daily,547,6.238043,0,0,9.872029,49,0.063189,"7-day click or 1-day view",48,actions:landing_page_view,0.0710877,,,229,,,,,,00:00:00,,,,8.957952,48,,,,,,,,0,41.864717,,0.0149,,49,0,8.957952,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.071088,,2025-05-05,2025-05-27,,48,actions:landing_page_view,"1-day click"
2022-05-01,2025-06-01,"iD Comedy Club Instagram Engagers","05:00:00 - 05:59:59",inactive,0.14,,,,,,10.43,Lifetime,14,10,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2024-06-26,,,,
2022-05-01,2025-06-01,"Harrys Comedy","05:00:00 - 05:59:59",inactive,1.21,,,,,,"Using campaign budget",0,588,2.057823,0,0,0.170068,1,1.21,"7-day click or 1-day view",,,,,,16,,,,,,00:00:00,,,,0.170068,,,,,,,,,0,2.721088,,0.075625,,1,0,0.170068,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-18,2023-06-12,,,,
2022-05-01,2025-06-01,"PERTH: Rory Lowe Traffic","05:00:00 - 05:59:59",active,2.660411,,,,,,5,Daily,438,6.073997,0,0,9.817352,37,0.06187,"7-day click or 1-day view",30,actions:landing_page_view,0.08868036,,,157,,,,,,00:00:00,,,,8.447489,30,,,,,,,,0,35.844749,,0.016945,,37,0,8.447489,,,,0,,,,,,,,,,,,,,,,,,30,,,,,,,,0.08868,,2025-05-05,2025-05-22,,30,actions:landing_page_view,"1-day click"
2022-05-01,2025-06-01,"Mailchimp Grouped Remarketing Audience","05:00:00 - 05:59:59",not_delivering,0.24,,,,,,14.72,Lifetime,25,9.6,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,1,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,,2024-06-24,2025-01-16,,,,
2022-05-01,2025-06-01,"Magic Mic Comedy","05:00:00 - 05:59:59",not_delivering,6.39,,,,,,"Using campaign budget",0,2929,2.181632,0,0,0.238989,4,0.912857,"7-day click or 1-day view",,,,,,126,,,,,,00:00:00,,,,0.136565,,,,,,,,,0,4.301809,,0.050714,,4,0,0.136565,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-18,2023-06-12,,,,
2022-05-01,2025-06-01,"CANBERRA: Rory Lowe Traffic","05:00:00 - 05:59:59",inactive,4.491733,,,,,,10,Daily,742,6.053548,0,0,11.455526,69,0.052844,"7-day click or 1-day view",57,actions:landing_page_view,0.07880232,,,313,,,,,,00:00:00,,,,9.299191,57,,,,,,,,0,42.183288,,0.014351,,69,0,9.299191,,,,0,,,,,,,,,,,,,,,,,,59,,,,,,,,0.078802,,2025-05-06,2025-05-28,,57,actions:landing_page_view,"1-day click"
