"Reporting starts","Reporting ends","Ad Set Name","Time of day (ad account time zone)","Ad set delivery","Amount spent (AUD)","Website purchases","Cost per purchase (AUD)","Purchase ROAS (return on ad spend)","Purchases conversion value","Website purchases conversion value","Ad set budget","Ad set budget type",Impressions,"CPM (cost per 1,000 impressions) (AUD)",Reach,Frequency,"CTR (all)","Link clicks","CPC (all) (AUD)","Attribution setting",Results,"Result indicator","Cost per results","Meta purchases",ThruPlays,"3-second video plays","Video plays at 25%","Video plays at 50%","Video plays at 75%","Video plays at 95%","Video plays at 100%","Video average play time","Video plays",profile_visit_view,"Unique link clicks","CTR (link click-through rate)","Landing page views","Adds to cart","Website adds to cart","Adds of payment info","Website adds of payment info","Checkouts Initiated","Website checkouts initiated","Website purchase ROAS (return on ad spend)",Views,"3-second video plays rate per impressions","Cost per ThruPlay (AUD)","Cost per 3-second video play (AUD)","Unique outbound clicks","Outbound clicks","Unique CTR (link click-through rate)","Outbound CTR (click-through rate)","Unique outbound CTR (click-through rate)","Cost per unique outbound click (AUD)","Cost per unique link click (AUD)","Cost per unique click (all) (AUD)","Adds of payment info conversion value","In-app adds of payment info conversion value","Website adds of payment info conversion value","Offline adds of payment info conversion value","Adds to cart conversion value","In-app adds to cart conversion value","Website adds to cart conversion value","Offline adds to cart conversion value","Cost per add of payment info (AUD)","Cost per add to cart (AUD)","Checkouts initiated conversion value","In-app checkouts initiated conversion value","Website checkouts initiated conversion value","Offline checkouts initiated conversion value","Cost per checkout initiated (AUD)","Content views","In-app content views","Website content views","Offline content views","Meta content views","Content views conversion value","In-app content views conversion value","Website content views conversion value","Offline content views conversion value","Cost per content view (AUD)","Cost per landing page view (AUD)","Orders created","Date created","Date last edited",custom_audiences,"Optimization events","Optimization Event Indicator","Optimization event conversion window"
2022-05-01,2025-06-01,"iD Comedy Club","11:00:00 - 11:59:59",not_delivering,43.264507,,,,,,"Using campaign budget",0,26336,1.64279,0,0,0.041768,5,3.933137,"7-day click or 1-day view",,,,,,492,,,,,,00:00:00,,,,0.018985,,,,,,,,,0,1.868165,,0.087936,,5,0,0.018985,,,,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2022-06-02,2023-02-15,,,,
2022-05-01,2025-06-01,"Post: ""12 tickets left for this Wednesday's incredible...""","11:00:00 - 11:59:59",not_delivering,0.87,,,,,,"Using campaign budget",0,366,2.377049,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-25,2022-05-25,,,,
2022-05-01,2025-06-01,"MICF: Sydney Showcase 070424","11:00:00 - 11:59:59",not_delivering,8.649135,,,,,,100,Lifetime,967,8.944297,0,0,0.930714,4,0.961015,"1-day click, 1-day view, or 1-day engaged-view",,,,,,93,,,,,,00:00:00,,,,0.41365,3,,,,,,,,0,9.617373,,0.093001,,4,0,0.41365,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.883045,,2024-04-06,2024-04-07,,,,
2022-05-01,2025-06-01,"Rory: Sydney Conversions","11:00:00 - 11:59:59",archived,6.42,0,,,,5.99,10,Daily,722,8.891967,0,0,1.523546,4,0.583636,Incremental,0,actions:offsite_conversion.fb_pixel_purchase,,,,,,,,,,00:00:00,,,,0.554017,2,,,,,,0,0.933022,0,,,,,4,0,0.554017,,,,0,,,,,,,,,,,,,,,,,,1,,,49.6,,49.6,,,3.21,,2025-04-25,2025-05-14,,,,
2022-05-01,2025-06-01,"Post: ""This weekend at Kinselas""","11:00:00 - 11:59:59",not_delivering,0.68,,,,,,"Using campaign budget",0,65,10.461538,0,0,6.153846,,0.17,"7-day click or 1-day view",3,actions:post_engagement,0.22666667,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-03,2022-06-03,,3,actions:post_engagement,"1-day click"
2022-05-01,2025-06-01,"New Sales Ad Set","11:00:00 - 11:59:59",not_delivering,20.434891,2,,,,206.18,"Using campaign budget",0,2000,10.217446,0,0,1.75,17,0.583854,"7-day click or 1-day view",2,actions:offsite_conversion.fb_pixel_purchase,10.21744557,,,195,,,,,,00:00:00,,,,0.85,12,,4,,2,,3,10.089606,0,9.75,,0.104794,,17,0,0.85,,,,0,,,,,122.9,,122.9,,,,98.18,,98.18,,,,,1,,,,,,,,1.702908,,2024-06-21,2024-07-15,,2,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 7-day click"
2022-05-01,2025-06-01,"Rory: Sunshine Coast Conversions","11:00:00 - 11:59:59",inactive,11.98,,,,,,500,Lifetime,1045,11.464115,0,0,0.76555,5,1.4975,"1-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,00:00:00,,,,0.478469,5,,1,,,,1,,0,,,,,5,0,0.478469,,,,0,,,,,70,,70,,,,70,,70,,,,,8,,,,,,,,2.396,,2025-05-05,2025-05-22,,,,
2022-05-01,2025-06-01,"Post: ""Harry's Comedy in Surry Hills this Monday is...""","11:00:00 - 11:59:59",not_delivering,0.48,,,,,,"Using campaign budget",0,70,6.857143,0,0,12.857143,1,0.053333,"7-day click or 1-day view",6,actions:post_engagement,0.08,,,,,,,,,00:00:00,,,,1.428571,,,,,,,,,0,,,,,1,0,1.428571,,,,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2022-06-05,2022-06-05,,6,actions:post_engagement,"1-day click"
2022-05-01,2025-06-01,"Lookalike of iD Comedy Club Instagram Engagers","11:00:00 - 11:59:59",not_delivering,0.45,,,,,,11.51,Lifetime,61,7.377049,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-01-16,,,,
2022-05-01,2025-06-01,"Rory: Sydney Traffic","11:00:00 - 11:59:59",completed,6.150799,,,,,,10,Daily,1033,5.954307,0,0,12.100678,103,0.049206,"7-day click or 1-day view",90,actions:landing_page_view,0.06834221,,,378,,,,,,00:00:00,,,,9.970958,90,,,,,,,,0,36.592449,,0.016272,,103,0,9.970958,,,,0,,,,,,,,,,,,,,,,,,34,,,,,,,,0.068342,,2025-04-25,2025-05-15,,90,actions:landing_page_view,"1-day click"
2022-05-01,2025-06-01,"Post: ""You're in for an absolute treat if you're coming...""","11:00:00 - 11:59:59",not_delivering,0.13,,,,,,"Using campaign budget",0,22,5.909091,0,0,22.727273,2,0.026,"7-day click or 1-day view",2,actions:link_click,0.065,,,,,,,,,00:00:00,,,,9.090909,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-21,2022-06-21,,2,actions:link_click,"1-day click"
2022-05-01,2025-06-01,"Eventbrite Grouped Remarketing Audience","11:00:00 - 11:59:59",inactive,0.01,,,,,,8.84,Lifetime,1,10,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2024-06-26,,,,
2022-05-01,2025-06-01,"SYD: Rory Event Response Ad","11:00:00 - 11:59:59",not_delivering,1.28,,,,,,5,Daily,88,14.545455,0,0,6.818182,1,0.213333,"7-day click or 1-day view",,,,,,28,,,,,,00:00:00,,,,1.136364,,,,,,,,,0,31.818182,,0.045714,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-02,2025-05-02,,,,
2022-05-01,2025-06-01,"Event: Harry's Comedy - Mondays","11:00:00 - 11:59:59",not_delivering,0.5,,,,,,"Using campaign budget",0,36,13.888889,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-10,2022-07-11,,,,
2022-05-01,2025-06-01,"Facebook Grouped Remarketing Audience","11:00:00 - 11:59:59",not_delivering,0.25972,,,,,,12.48,Lifetime,20,12.985991,0,0,15,2,0.086573,"7-day click or 1-day view",2,actions:link_click,0.12985991,,,,,,,,,00:00:00,,,,10,,,,,,,,,0,,,,,2,0,10,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-01-16,,2,actions:link_click,"1-day click"
2022-05-01,2025-06-01,"BRISBANE: Rory Lowe Traffic","11:00:00 - 11:59:59",inactive,3.152041,,,,,,10,Daily,625,5.043266,0,0,9.44,52,0.053424,"7-day click or 1-day view",46,actions:landing_page_view,0.06852264,,,173,,,,,,00:00:00,,,,8.32,46,,,,,,,,0,27.68,,0.01822,,52,0,8.32,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.068523,,2025-05-05,2025-05-27,,46,actions:landing_page_view,"1-day click"
2022-05-01,2025-06-01,"Harrys Comedy","11:00:00 - 11:59:59",inactive,10.03,,,,,,"Using campaign budget",0,3852,2.603842,0,0,0.103842,2,2.5075,"7-day click or 1-day view",,,,,,141,,,,,,00:00:00,,,,0.051921,,,,,,,,,0,3.660436,,0.071135,,2,0,0.051921,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-18,2023-06-12,,,,
2022-05-01,2025-06-01,"iD Comedy Club Instagram Engagers","11:00:00 - 11:59:59",inactive,0.22,,,,,,10.43,Lifetime,28,7.857143,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2024-06-26,,,,
2022-05-01,2025-06-01,"PERTH: Rory Lowe Traffic","11:00:00 - 11:59:59",active,4.870752,,,,,,5,Daily,839,5.805426,0,0,14.064362,103,0.041278,"7-day click or 1-day view",82,actions:landing_page_view,0.05939941,,,316,,,,,,00:00:00,,,,12.27652,82,,,,,,,,0,37.663886,,0.015414,,103,0,12.27652,,,,0,,,,,,,,,,,,,,,,,,81,,,,,,,,0.059399,,2025-05-05,2025-05-22,,82,actions:landing_page_view,"1-day click"
2022-05-01,2025-06-01,"Magic Mic Comedy","11:00:00 - 11:59:59",not_delivering,21.04,,,,,,"Using campaign budget",0,8827,2.383596,0,0,0.056644,1,4.208,"7-day click or 1-day view",,,,,,265,,,,,,00:00:00,,,,0.011329,,,,,,,,,0,3.002152,,0.079396,,1,0,0.011329,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-18,2023-06-12,,,,
2022-05-01,2025-06-01,"Mailchimp Grouped Remarketing Audience","11:00:00 - 11:59:59",not_delivering,0.71,,,,,,14.72,Lifetime,60,11.833333,0,0,3.333333,2,0.355,"7-day click or 1-day view",2,actions:link_click,0.355,,,,,,,,,00:00:00,,,,3.333333,1,,,,,,,,0,,,,,2,0,3.333333,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,,2024-06-24,2025-01-16,,2,actions:link_click,"1-day click"
2022-05-01,2025-06-01,"CANBERRA: Rory Lowe Traffic","11:00:00 - 11:59:59",inactive,3.671416,,,,,,10,Daily,665,5.520926,0,0,10.37594,57,0.053209,"7-day click or 1-day view",49,actions:landing_page_view,0.07492686,,,233,,,,,,00:00:00,,,,8.571429,49,,,,,,,,0,35.037594,,0.015757,,57,0,8.571429,,,,0,,,,,,,,,,,,,,,,,,51,,,,,,,,0.074927,,2025-05-06,2025-05-28,,49,actions:landing_page_view,"1-day click"
2022-05-01,2025-06-01,"iD Comedy Club","11:00:00 - 11:59:59",inactive,7.069642,,,,,,"Using campaign budget",0,4653,1.519373,0,0,0.042983,,3.534821,"7-day click or 1-day view",,,,,,29,,,,,,00:00:00,,,,,1,,,,,,,,0,0.623254,,0.243781,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,7.069642,,2022-07-18,2022-11-29,,,,
2022-05-01,2025-06-01,"Whole Festival Dynamic Creative","11:00:00 - 11:59:59",not_delivering,82.270931,9,,,,272.64,"Using campaign budget",0,6846,12.017372,0,0,3.651767,132,0.329084,"7-day click or 1-day view",9,actions:offsite_conversion.fb_pixel_purchase,9.14121455,,,1234,,,,,,00:00:00,,,,1.928133,101,,3,,1,,2,3.313929,0,18.025124,,0.06667,,132,0,1.928133,,,,0,,,,,105.9,,105.9,,,,58.18,,58.18,,,,,4,,,,,,,,0.814564,,2024-07-03,2024-07-03,,9,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 7-day click"
2022-05-01,2025-06-01,"NEWCASTLE: Rory Lowe Traffic","11:00:00 - 11:59:59",active,4.451009,,,,,,5,Daily,731,6.088932,0,0,9.028728,63,0.06744,"7-day click or 1-day view",53,actions:landing_page_view,0.0839813,,,249,,,,,,00:00:00,,,,8.618331,53,,,,,,,,0,34.062928,,0.017876,,63,0,8.618331,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.083981,,2025-05-05,2025-05-22,,53,actions:landing_page_view,"1-day click"
2022-05-01,2025-06-01,"Event: Dark Jokes Night (Halloween)","11:00:00 - 11:59:59",not_delivering,1.29,,,,,,"Using campaign budget",0,59,21.864407,0,0,5.084746,,0.43,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-25,2022-10-25,,,,
2022-05-01,2025-06-01,"REACH: Whole Festival Dynamic Creative","11:00:00 - 11:59:59",not_delivering,1.36,,,,,,"Using campaign budget",0,545,2.495413,0,0,0,,0,"7-day click or 1-day view",,,,,,111,,,,,,00:00:00,,,,,,,,,,,,,0,20.366972,,0.012252,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-10,2025-01-16,,,,
2022-05-01,2025-06-01,"MANDURAH: Rory Lowe Traffic","11:00:00 - 11:59:59",active,3.971528,,,,,,5,Daily,632,6.284063,0,0,9.018987,49,0.069676,"7-day click or 1-day view",40,actions:landing_page_view,0.09928819,,,190,,,,,,00:00:00,,,,7.753165,40,,,,,,,,0,30.063291,,0.020903,,49,0,7.753165,,,,0,,,,,,,,,,,,,,,,,,41,,,,,,,,0.099288,,2025-05-05,2025-05-22,,40,actions:landing_page_view,"1-day click"
2022-05-01,2025-06-01,"AlanFang Promo Video","11:00:00 - 11:59:59",not_delivering,2.68,,,,,,50,Lifetime,249,10.763052,0,0,0.401606,,2.68,"7-day click or 1-day view",,,,,,101,,,,,,00:00:00,,,,,,,,,,,,,0,40.562249,,0.026535,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-29,2024-06-21,,,,
2022-05-01,2025-06-01,"TRAFFIC LP Views: Dynamic Creative","11:00:00 - 11:59:59",not_delivering,12.796344,,,,,,"Using campaign budget",0,1685,7.594269,0,0,10.682493,150,0.071091,"7-day click or 1-day view",159,actions:landing_page_view,0.08048015,,,494,,,,,,00:00:00,,,,8.902077,159,,,,,,,,0,29.317507,,0.025904,,150,0,8.902077,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.08048,,2024-07-11,2025-01-16,,159,actions:landing_page_view,"1-day click"
2022-05-01,2025-06-01,"CAIRNS: Rory Lowe Traffic","11:00:00 - 11:59:59",inactive,1.572112,,,,,,5,Daily,184,8.544088,0,0,11.413043,18,0.074862,"7-day click or 1-day view",,,,,,48,,,,,,00:00:00,,,,9.782609,,,,,,,,,0,26.086957,,0.032752,,18,0,9.782609,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-05,2025-05-19,,,,
2022-05-01,2025-06-01,"Traffic Ad Steph melb","11:00:00 - 11:59:59",not_delivering,7.04,,,,,,55,Lifetime,416,16.923077,0,0,7.451923,15,0.227097,"7-day click or 1-day view",15,actions:link_click,0.46933333,,,100,,,,,,00:00:00,,,,3.605769,,,,,,,,,0,24.038462,,0.0704,,15,0,3.605769,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-30,2024-06-21,,15,actions:link_click,"1-day click"
2022-05-01,2025-06-01,"Goodchat + Steph","11:00:00 - 11:59:59",not_delivering,17.413615,,,,,,"Using campaign budget",0,1596,10.910786,0,0,2.130326,19,0.512165,"7-day click or 1-day view",,,,,,205,,,,,,00:00:00,,,,1.190476,16,,3,,1,,2,,0,12.844612,,0.084944,,19,0,1.190476,,,,0,,,,,153,,153,,,,154,,154,,,,,,,,,,,,,1.088351,,2024-07-16,2024-07-16,,,,
2022-05-01,2025-06-01,"WOLLONGONG: Rory Lowe Traffic","11:00:00 - 11:59:59",inactive,0.61,,,,,,5,Daily,68,8.970588,0,0,7.352941,6,0.122,"7-day click or 1-day view",3,actions:landing_page_view,0.20333333,,,12,,,,,,00:00:00,,,,8.823529,3,,,,,,,,0,17.647059,,0.050833,,6,0,8.823529,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.203333,,2025-05-15,2025-05-27,,3,actions:landing_page_view,"1-day click"
2022-05-01,2025-06-01,"Traffic Ad Steph melb Non-Targetted","11:00:00 - 11:59:59",not_delivering,3.25,,,,,,100,Lifetime,579,5.613126,0,0,6.044905,17,0.092857,"7-day click or 1-day view",17,actions:link_click,0.19117647,,,110,,,,,,00:00:00,,,,2.936097,,,,,,,,,0,18.998273,,0.029545,,17,0,2.936097,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-30,2023-06-12,,17,actions:link_click,"1-day click"
2022-05-01,2025-06-01,"David Rose","11:00:00 - 11:59:59",not_delivering,6.59,,,,,,"Using campaign budget",0,457,14.420131,0,0,3.938731,9,0.366111,"7-day click or 1-day view",,,,,,186,,,,,,00:00:00,,,,1.969365,3,,,,,,,,0,40.700219,,0.03543,,9,0,1.969365,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.196667,,2024-08-16,2024-08-16,,,,
2022-05-01,2025-06-01,"SUNSHINE COAST: Rory Lowe Traffic","11:00:00 - 11:59:59",completed,1.53,,,,,,5,Daily,266,5.75188,0,0,8.646617,21,0.066522,"7-day click or 1-day view",19,actions:landing_page_view,0.08052632,,,98,,,,,,00:00:00,,,,7.894737,19,,,,,,,,0,36.842105,,0.015612,,21,0,7.894737,,,,0,,,,,,,,,,,,,,,,,,19,,,,,,,,0.080526,,2025-05-05,2025-05-22,,19,actions:landing_page_view,"1-day click"
2022-05-01,2025-06-01,"Clip 1 Traffic","11:00:00 - 11:59:59",not_delivering,4.6,,,,,,100,Lifetime,419,10.97852,0,0,8.591885,27,0.127778,"7-day click or 1-day view",27,actions:link_click,0.17037037,,,100,,,,,,00:00:00,,,,6.443914,,,,,,,,,0,23.866348,,0.046,,27,0,6.443914,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-20,2023-06-12,,27,actions:link_click,"1-day click"
2022-05-01,2025-06-01,"ALL SHOWS Flexible Creative","11:00:00 - 11:59:59",not_delivering,202.519442,6,,,,386.48,60,Daily,15505,13.061557,0,0,1.057723,76,1.234875,"1-day click, 1-day view, or 1-day engaged-view",6,actions:offsite_conversion.fb_pixel_purchase,33.75324028,,,1615,,,,,,00:00:00,,,,0.490164,36,,,,5,,3,1.90836,0,10.415995,,0.125399,,76,0,0.490164,,,,0,,,,,,,,,,,54.92,,54.92,,,,,1,,,,,,,,5.62554,,2025-02-14,2025-05-07,,6,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
2022-05-01,2025-06-01,"Rory: Sydney Conversions UPDATED","11:00:00 - 11:59:59",inactive,29.248497,1,,,,54.82,700,Lifetime,2286,12.794618,0,0,2.624672,34,0.487475,"1-day click, 1-day view, or 1-day engaged-view",1,actions:offsite_conversion.fb_pixel_purchase,29.24849675,,,389,,,,,,00:00:00,,,,1.487314,29,,,,,,1,1.874284,0,17.016623,,0.075189,,34,0,1.487314,,,,0,,,,,,,,,,,54,,54,,,,,29,,,,,,,,1.008569,,2025-05-05,2025-05-27,,1,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
2022-05-01,2025-06-01,"Clip 1 Impressions","11:00:00 - 11:59:59",not_delivering,3.63,,,,,,100,Lifetime,723,5.020747,0,0,0.138313,,3.63,"7-day click or 1-day view",,,,,,447,,,,,,00:00:00,,,,,,,,,,,,,0,61.825726,,0.008121,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-20,2023-06-12,,,,
2022-05-01,2025-06-01,"BURST: Arcade Comedy Club Dynamic Content","11:00:00 - 11:59:59",not_delivering,10.568943,,,,,,100,Lifetime,916,11.538148,0,0,0.327511,3,3.522981,"1-day click, 1-day view, or 1-day engaged-view",,,,,,4,,,,,,00:00:00,,,,0.327511,1,,,,,,,,0,0.436681,,2.642236,,3,0,0.327511,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,10.568943,,2024-10-15,2024-10-15,,,,
2022-05-01,2025-06-01,"Rory: Brisbane Conversions UPDATED","11:00:00 - 11:59:59",inactive,13.94,,,,,,600,Lifetime,1107,12.592593,0,0,3.794038,26,0.331905,"1-day click, 1-day view, or 1-day engaged-view",,,,,,399,,,,,,00:00:00,,,,2.34869,8,,,,,,,,0,36.04336,,0.034937,,26,0,2.34869,,,,0,,,,,,,,,,,,,,,,,,1,,,,,,,,1.7425,,2025-05-05,2025-05-21,,,,
2022-05-01,2025-06-01,"ALL SHOWS - Photos & Slideshows","11:00:00 - 11:59:59",not_delivering,137.332722,13,,,,296.48,"Using campaign budget",0,9064,15.151448,0,0,0.441306,17,3.433318,"1-day click or 1-day view",13,actions:offsite_conversion.fb_pixel_purchase,10.56405554,,,410,,,,,,00:00:00,,,,0.187555,6,,6,,,,10,2.158845,0,4.523389,,0.334958,,16,0,0.176523,,,,0,,,,,,,,,,,364.01,,364.01,,,,,67,,,100,,100,,,22.888787,,2023-05-15,2023-05-17,,13,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
2022-05-01,2025-06-01,"Gocsy Queanbeyan","11:00:00 - 11:59:59",not_delivering,2.16,,,,,,50,Lifetime,126,17.142857,0,0,2.380952,,0.72,"7-day click or 1-day view",,,,,,2,,,,,,00:00:00,,,,,,,,,,,,,0,1.587302,,1.08,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-29,2025-05-05,,,,
2022-05-01,2025-06-01,"Rory: Brisbane Conversions UPDATED v2","11:00:00 - 11:59:59",inactive,15.55,,,,,,600,Lifetime,1422,10.935302,0,0,1.054852,8,1.036667,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,00:00:00,,,,0.562588,5,,,,,,,,0,,,,,8,0,0.562588,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.11,,2025-05-22,2025-05-27,,,,
2022-05-01,2025-06-01,"traffic link click ALL SHOWS - Photos & Slideshows","11:00:00 - 11:59:59",not_delivering,4.19,,,,,,"Using campaign budget",0,477,8.784067,0,0,3.773585,17,0.232778,"7-day click or 1-day view",17,actions:link_click,0.24647059,,,34,,,,,,00:00:00,,,,3.563941,5,,,,,,,,0,7.127883,,0.123235,,17,0,3.563941,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.838,,2023-05-15,2024-06-21,,17,actions:link_click,"1-day click"
2022-05-01,2025-06-01,"Gocsy Newcastle - 1 day view click","11:00:00 - 11:59:59",archived,0.13,,,,,,50,Lifetime,10,13,0,0,0,,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-29,2024-12-02,,,,
2022-05-01,2025-06-01,"Rory: Sunshine Coast Conversions UPDATEDv2","11:00:00 - 11:59:59",inactive,13.523373,,,,,,300,Lifetime,1139,11.873022,0,0,2.809482,26,0.422605,"1-day click, 1-day view, or 1-day engaged-view",,,,,,381,,,,,,00:00:00,,,,2.282704,17,,,,,,,,0,33.450395,,0.035494,,26,0,2.282704,,,,0,,,,,,,,,,,,,,,,,,22,,,,,,,,0.795493,,2025-05-22,2025-05-24,,,,
2022-05-01,2025-06-01,"Kinselas Day Of","11:00:00 - 11:59:59",not_delivering,1.82,,,,,,40,Lifetime,157,11.592357,0,0,0.636943,1,1.82,"1-day click or 1-day view",,,,,,6,,,,,,00:00:00,,,,0.636943,1,,,,,,,,0,3.821656,,0.303333,,1,0,0.636943,,,,0,,,,,,,,,,,,,,,,,,2,,,,,,,,1.82,,2023-05-15,2024-06-21,,,,
2022-05-01,2025-06-01,"Rory: Brisbane Sales","11:00:00 - 11:59:59",recently_completed,20.38,,,,,,"Using campaign budget",0,1278,15.946792,0,0,3.286385,21,0.485238,"7-day click, 1-day view, or 1-day engaged-view",,,,,,473,,,,,,00:00:00,,,,1.643192,12,,,,,,,,0,37.010955,,0.043087,,21,0,1.643192,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.698333,,2025-05-27,2025-05-27,,,,
2022-05-01,2025-06-01,"Magic Day Of","11:00:00 - 11:59:59",not_delivering,1.93,,,,,,40,Lifetime,129,14.96124,0,0,0,,0,"1-day click or 1-day view",,,,,,26,,,,,,00:00:00,,,,,1,,,,,,,,0,20.155039,,0.074231,,,0,,,,,0,,,,,,,,,,,,,,,,,,1,,,,,,,,1.93,,2023-05-15,2024-06-21,,,,
2022-05-01,2025-06-01,"Rory: Canberra Sales","11:00:00 - 11:59:59",active,18.298018,,,,,,"Using campaign budget",0,1094,16.725794,0,0,3.839122,19,0.435667,"7-day click, 1-day view, or 1-day engaged-view",,,,,,319,,,,,,00:00:00,,,,1.736746,17,,1,,,,1,,0,29.159049,,0.057361,,19,0,1.736746,,,,0,,,,,70.4,,70.4,,,,70.4,,70.4,,,,,20,,,,,,,,1.076354,,2025-05-28,2025-05-28,,,,
2022-05-01,2025-06-01,"Harrys Day Of","11:00:00 - 11:59:59",inactive,3.62,,,,,,98.91,Lifetime,205,17.658537,0,0,0,,0,"1-day click or 1-day view",,,,,,13,,,,,,00:00:00,,,,,,,,,,,,,0,6.341463,,0.278462,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15,2024-06-21,,,,
2022-05-01,2025-06-01,"ALL SHOWS - Photos & Slideshows","11:00:00 - 11:59:59",not_delivering,5.88,,,,,,"Using campaign budget",0,331,17.76435,0,0,0.906344,2,1.96,"7-day click or 1-day view",,,,,,55,,,,,,00:00:00,,,,0.60423,,,,,,,,,0,16.616314,,0.106909,,2,0,0.60423,,,,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2023-05-16,2024-06-21,,,,
2022-05-01,2025-06-01,"traffic LPviews ALL SHOWS - Photos & Slideshows","11:00:00 - 11:59:59",not_delivering,41.830946,,,,,,"Using campaign budget",0,4757,8.793556,0,0,2.837923,122,0.309859,"7-day click or 1-day view",75,actions:landing_page_view,0.55774594,,,185,,,,,,00:00:00,,,,2.564642,75,,,,,,,,0,3.889006,,0.226113,,122,0,2.564642,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.557746,,2023-05-25,2025-01-16,,75,actions:landing_page_view,"1-day click"
2022-05-01,2025-06-01,"Magic Mic Comedy","12:00:00 - 12:59:59",inactive,2.38,,,,,,"Using campaign budget",0,157,15.159236,0,0,1.910828,,0.793333,"7-day click or 1-day view",,,,,,27,,,,,,00:00:00,,,,,,,,,,,,,0,17.197452,,0.088148,,,0,,,,,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2022-05-18,2023-03-09,,,,
