Reporting starts,Reporting ends,Ad Set Name,Audience segments,Ad set delivery,Amount spent (AUD),Website purchases,Cost per purchase (AUD),Purchase ROAS (return on ad spend),Purchases conversion value,Website purchases conversion value,Ad set budget,Ad set budget type,Impressions,"CPM (cost per 1,000 impressions) (AUD)",Reach,Frequency,CTR (all),Link clicks,CPC (all) (AUD),Attribution setting,Results,Result indicator,Cost per results,Meta purchases,ThruPlays,3-second video plays,Video plays at 25%,Video plays at 50%,Video plays at 75%,Video plays at 95%,Video plays at 100%,Video average play time,Video plays,profile_visit_view,Unique link clicks,CTR (link click-through rate),Landing page views,Adds to cart,Website adds to cart,Adds of payment info,Website adds of payment info,Checkouts Initiated,Website checkouts initiated,Website purchase ROAS (return on ad spend),Views,3-second video plays rate per impressions,Cost per ThruPlay (AUD),Cost per 3-second video play (AUD),Unique outbound clicks,Outbound clicks,Unique CTR (link click-through rate),Outbound CTR (click-through rate),Unique outbound CTR (click-through rate),Cost per unique outbound click (AUD),Cost per unique link click (AUD),Cost per unique click (all) (AUD),Adds of payment info conversion value,In-app adds of payment info conversion value,Website adds of payment info conversion value,Offline adds of payment info conversion value,Adds to cart conversion value,In-app adds to cart conversion value,Website adds to cart conversion value,Offline adds to cart conversion value,Cost per add of payment info (AUD),Cost per add to cart (AUD),Checkouts initiated conversion value,In-app checkouts initiated conversion value,Website checkouts initiated conversion value,Offline checkouts initiated conversion value,Cost per checkout initiated (AUD),Content views,In-app content views,Website content views,Offline content views,Meta content views,Content views conversion value,In-app content views conversion value,Website content views conversion value,Offline content views conversion value,Cost per content view (AUD),Cost per landing page view (AUD),Orders created,Date created,Date last edited,custom_audiences,Optimization events,Optimization Event Indicator,Optimization event conversion window
27/05/2025,27/05/2025,Rory: Brisbane Conversions UPDATED v2,prospecting,inactive,43.8,,,,,,600,Lifetime,4566,9.592641,3927,1.16272,0,21,0,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,0:00:00,,,,0.459921,9,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,1,,1,,,,,,,43.8,4.866667,,22/05/2025,27/05/2025,,,,
27/05/2025,27/05/2025,Rory: Brisbane Conversions UPDATED v2,existing,inactive,6.73,,,,,,600,Lifetime,427,15.761124,250,1.708,0,5,0,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,0:00:00,,,,1.17096,5,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.346,,22/05/2025,27/05/2025,,,,
27/05/2025,27/05/2025,MANDURAH: Rory Lowe Traffic,unknown,active,5.15,,,,,,5,Daily,695,7.410072,608,1.143092,0,69,0,7-day click or 1-day view,50,actions:landing_page_view,0.103,,,234,,,,,,0:00:00,,,,9.928058,50,,,,,,,,0,33.669065,,0.022009,,,0,,,,,0,,,,,,,,,,,,,,,,50,,50,,,,,,,0.103,0.103,,5/05/2025,22/05/2025,,50,actions:landing_page_view,1-day click
27/05/2025,27/05/2025,NEWCASTLE: Rory Lowe Traffic,unknown,active,5.21,,,,,,5,Daily,764,6.819372,711,1.074543,0,55,0,7-day click or 1-day view,40,actions:landing_page_view,0.13025,,,262,,,,,,0:00:00,,,,7.198953,40,,,,,,,,0,34.293194,,0.019886,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.13025,,5/05/2025,22/05/2025,,40,actions:landing_page_view,1-day click
27/05/2025,27/05/2025,CANBERRA: Rory Lowe Traffic,unknown,inactive,14.5,,,,,,10,Daily,2821,5.140021,2645,1.066541,0,276,0,7-day click or 1-day view,261,actions:landing_page_view,0.05555556,,,1177,,,,,,0:00:00,,,,9.783765,261,,,,,,,,0,41.722793,,0.012319,,,0,,,,,0,,,,,,,,,,,,,,,,271,,271,,,,,,,0.053506,0.055556,,6/05/2025,28/05/2025,,261,actions:landing_page_view,1-day click
27/05/2025,27/05/2025,PERTH: Rory Lowe Traffic,unknown,active,5.42,,,,,,5,Daily,1208,4.486755,1093,1.105215,0,145,0,7-day click or 1-day view,122,actions:landing_page_view,0.04442623,,,483,,,,,,0:00:00,,,,12.003311,122,,,,,,,,0,39.983444,,0.011222,,,0,,,,,0,,,,,,,,,,,,,,,,122,,122,,,,,,,0.044426,0.044426,,5/05/2025,22/05/2025,,122,actions:landing_page_view,1-day click
27/05/2025,27/05/2025,BRISBANE: Rory Lowe Traffic,unknown,inactive,0.64,,,,,,10,Daily,106,6.037736,105,1.009524,0,16,0,7-day click or 1-day view,12,actions:landing_page_view,0.05333333,,,50,,,,,,0:00:00,,,,15.09434,12,,,,,,,,0,47.169811,,0.0128,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.053333,,5/05/2025,27/05/2025,,12,actions:landing_page_view,1-day click
27/05/2025,27/05/2025,ALL SHOWS Flexible Creative TRAFFIC,unknown,active,21.73,,,,,,22,Daily,2199,9.881764,1990,1.105025,0,74,0,7-day click or 1-day view,6,actions:landing_page_view,3.62166667,,,296,,,,,,0:00:00,,,,3.365166,6,,,,,,,,0,13.460664,,0.073412,,,0,,,,,0,,,,,,,,,,,,,,,,3,,3,,,,,,,7.243333,3.621667,,14/02/2025,22/05/2025,,6,actions:landing_page_view,1-day click
26/05/2025,26/05/2025,Rory: Brisbane Conversions UPDATED v2,prospecting,inactive,68.92,,,,,,600,Lifetime,6623,10.40616,5279,1.254594,0,32,0,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,0:00:00,,,,0.483165,20,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.446,,22/05/2025,27/05/2025,,,,
26/05/2025,26/05/2025,Rory: Brisbane Conversions UPDATED v2,existing,inactive,12.3,1,12.3,2.845528,35,35,600,Lifetime,657,18.721461,298,2.204698,0,4,0,"7-day click, 1-day view, or 1-day engaged-view",1,actions:offsite_conversion.fb_pixel_purchase,12.3,,,,,,,,,0:00:00,,,,0.608828,1,,,,,,,2.845528,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,,22/05/2025,27/05/2025,,1,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 7-day click"
26/05/2025,26/05/2025,MANDURAH: Rory Lowe Traffic,unknown,active,8.38,,,,,,5,Daily,1317,6.362946,1175,1.120851,0,91,0,7-day click or 1-day view,67,actions:landing_page_view,0.12507463,,,430,,,,,,0:00:00,,,,6.909643,67,,,,,,,,0,32.649962,,0.019488,,,0,,,,,0,,,,,,,,,,,,,,,,67,,67,,,,,,,0.125075,0.125075,,5/05/2025,22/05/2025,,67,actions:landing_page_view,1-day click
26/05/2025,26/05/2025,NEWCASTLE: Rory Lowe Traffic,unknown,active,4.84,,,,,,5,Daily,863,5.608343,806,1.07072,0,70,0,7-day click or 1-day view,61,actions:landing_page_view,0.07934426,,,280,,,,,,0:00:00,,,,8.11124,61,,,,,,,,0,32.444959,,0.017286,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.079344,,5/05/2025,22/05/2025,,61,actions:landing_page_view,1-day click
26/05/2025,26/05/2025,CANBERRA: Rory Lowe Traffic,unknown,inactive,15.5,,,,,,10,Daily,2578,6.012413,2276,1.132689,0,186,0,7-day click or 1-day view,176,actions:landing_page_view,0.08806818,,,925,,,,,,0:00:00,,,,7.214895,176,,,,,,,,0,35.880528,,0.016757,,,0,,,,,0,,,,,,,,,,,,,,,,182,,182,,,,,,,0.085165,0.088068,,6/05/2025,28/05/2025,,176,actions:landing_page_view,1-day click
26/05/2025,26/05/2025,PERTH: Rory Lowe Traffic,unknown,active,5.6,,,,,,5,Daily,976,5.737705,906,1.077263,0,93,0,7-day click or 1-day view,73,actions:landing_page_view,0.07671233,,,387,,,,,,0:00:00,,,,9.528689,73,,,,,,,,0,39.651639,,0.01447,,,0,,,,,0,,,,,,,,,,,,,,,,73,,73,,,,,,,0.076712,0.076712,,5/05/2025,22/05/2025,,73,actions:landing_page_view,1-day click
26/05/2025,26/05/2025,BRISBANE: Rory Lowe Traffic,unknown,inactive,12.97,,,,,,10,Daily,2229,5.818753,1928,1.15612,0,223,0,7-day click or 1-day view,172,actions:landing_page_view,0.07540698,,,826,,,,,,0:00:00,,,,10.004486,172,,,,,,,,0,37.056976,,0.015702,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.075407,,5/05/2025,27/05/2025,,172,actions:landing_page_view,1-day click
26/05/2025,26/05/2025,ALL SHOWS Flexible Creative TRAFFIC,unknown,active,23.27,1,23.27,1.005587,23.4,23.4,22,Daily,2296,10.135017,2044,1.123288,0,69,0,7-day click or 1-day view,7,actions:landing_page_view,3.32428571,,,309,,,,,,0:00:00,,,,3.005226,7,,,,,1,1,1.005587,0,13.458188,,0.075307,,,0,,,,,0,,,,,,,,,,,23.4,,23.4,,23.27,3,,3,,,,,,,7.756667,3.324286,,14/02/2025,22/05/2025,,7,actions:landing_page_view,1-day click
25/05/2025,25/05/2025,Rory: Brisbane Conversions UPDATED v2,unknown,inactive,0,,,,,,600,Lifetime,0,0,0,0,0,,0,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,0:00:00,,,,,1,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,22/05/2025,27/05/2025,,,,
25/05/2025,25/05/2025,Rory: Brisbane Conversions UPDATED v2,prospecting,inactive,70.61,,,,,,600,Lifetime,6215,11.361223,4806,1.293175,0,42,0,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,0:00:00,,,,0.675784,29,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,1,,1,,,,,,,70.61,2.434828,,22/05/2025,27/05/2025,,,,
25/05/2025,25/05/2025,Rory: Brisbane Conversions UPDATED v2,existing,inactive,18.83,,,,,,600,Lifetime,841,22.390012,342,2.459064,0,5,0,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,0:00:00,,,,0.59453,3,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,6.276667,,22/05/2025,27/05/2025,,,,
25/05/2025,25/05/2025,MANDURAH: Rory Lowe Traffic,unknown,active,1.49,,,,,,5,Daily,268,5.559701,252,1.063492,0,15,0,7-day click or 1-day view,13,actions:landing_page_view,0.11461538,,,97,,,,,,0:00:00,,,,5.597015,13,,,,,,,,0,36.19403,,0.015361,,,0,,,,,0,,,,,,,,,,,,,,,,13,,13,,,,,,,0.114615,0.114615,,5/05/2025,22/05/2025,,13,actions:landing_page_view,1-day click
25/05/2025,25/05/2025,NEWCASTLE: Rory Lowe Traffic,unknown,active,4.79,,,,,,5,Daily,827,5.792019,789,1.048162,0,77,0,7-day click or 1-day view,57,actions:landing_page_view,0.08403509,,,279,,,,,,0:00:00,,,,9.310762,57,,,,,,,,0,33.736397,,0.017168,,,0,,,,,0,,,,,,,,,,,,,,,,4,,4,,,,,,,1.1975,0.084035,,5/05/2025,22/05/2025,,57,actions:landing_page_view,1-day click
25/05/2025,25/05/2025,CANBERRA: Rory Lowe Traffic,unknown,inactive,10.16,,,,,,10,Daily,1529,6.644866,1328,1.151355,0,95,0,7-day click or 1-day view,82,actions:landing_page_view,0.12390244,,,529,,,,,,0:00:00,,,,6.213211,82,,,,,,,,0,34.597776,,0.019206,,,0,,,,,0,,,,,,,,,,,,,,,,89,,89,,,,,,,0.114157,0.123902,,6/05/2025,28/05/2025,,82,actions:landing_page_view,1-day click
25/05/2025,25/05/2025,PERTH: Rory Lowe Traffic,unknown,active,3.92,,,,,,5,Daily,695,5.640288,605,1.14876,0,45,0,7-day click or 1-day view,42,actions:landing_page_view,0.09333333,,,242,,,,,,0:00:00,,,,6.47482,42,,,,,,,,0,34.820144,,0.016198,,,0,,,,,0,,,,,,,,,,,,,,,,42,,42,,,,,,,0.093333,0.093333,,5/05/2025,22/05/2025,,42,actions:landing_page_view,1-day click
25/05/2025,25/05/2025,BRISBANE: Rory Lowe Traffic,unknown,inactive,9.35,,,,,,10,Daily,1221,7.657658,1152,1.059896,0,88,0,7-day click or 1-day view,74,actions:landing_page_view,0.12635135,,,411,,,,,,0:00:00,,,,7.207207,74,,,,,,,,0,33.660934,,0.022749,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.126351,,5/05/2025,27/05/2025,,74,actions:landing_page_view,1-day click
25/05/2025,25/05/2025,ALL SHOWS Flexible Creative TRAFFIC,unknown,active,24.19,,,,,,22,Daily,2193,11.030552,2068,1.060445,0,60,0,7-day click or 1-day view,6,actions:landing_page_view,4.03166667,,,302,,,,,,0:00:00,,,,2.735978,6,,,,,,,,0,13.77109,,0.080099,,,0,,,,,0,,,,,,,,,,,,,,,,4,,4,,,,,,,6.0475,4.031667,,14/02/2025,22/05/2025,,6,actions:landing_page_view,1-day click
24/05/2025,24/05/2025,Rory: Sunshine Coast Conversions UPDATEDv2,unknown,inactive,0,,,,,,300,Lifetime,0,0,0,0,0,,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,0:00:00,,,,,1,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,22/05/2025,24/05/2025,,,,
24/05/2025,24/05/2025,Rory: Sunshine Coast Conversions UPDATEDv2,prospecting,inactive,182.98,1,182.98,0.199475,36.5,36.5,300,Lifetime,15159,12.070717,12078,1.255092,0,289,0,"1-day click, 1-day view, or 1-day engaged-view",1,actions:offsite_conversion.fb_pixel_purchase,182.98,,,5727,,,,,,0:00:00,,,,1.906458,196,4,4,,,4,4,0.199475,0,37.779537,,0.03195,,,0,,,,,0,,,,,175,,175,,,45.745,175,,175,,45.745,249,,249,,,,,,,0.734859,0.933571,,22/05/2025,24/05/2025,,1,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
24/05/2025,24/05/2025,Rory: Sunshine Coast Conversions UPDATEDv2,existing,inactive,14.1,,,,,,300,Lifetime,449,31.403118,177,2.536723,0,13,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,150,,,,,,0:00:00,,,,2.895323,12,,,,,,,,0,33.407572,,0.094,,,0,,,,,0,,,,,,,,,,,,,,,,16,,16,,,,,,,0.88125,1.175,,22/05/2025,24/05/2025,,,,
24/05/2025,24/05/2025,Rory: Brisbane Conversions UPDATED v2,prospecting,inactive,76.55,1,76.55,0.457218,35,35,600,Lifetime,7141,10.719787,6543,1.091395,0,34,0,"7-day click, 1-day view, or 1-day engaged-view",1,actions:offsite_conversion.fb_pixel_purchase,76.55,,,,,,,,,0:00:00,,,,0.476124,26,2,2,,,2,2,0.457218,0,,,,,,0,,,,,0,,,,,70,,70,,,38.275,70,,70,,38.275,11,,11,,,,,,,6.959091,2.944231,,22/05/2025,27/05/2025,,1,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 7-day click"
24/05/2025,24/05/2025,Rory: Brisbane Conversions UPDATED v2,existing,inactive,9.77,1,9.77,7.560901,73.87,73.87,600,Lifetime,500,19.54,288,1.736111,0,5,0,"7-day click, 1-day view, or 1-day engaged-view",1,actions:offsite_conversion.fb_pixel_purchase,9.77,,,,,,,,,0:00:00,,,,1,2,,,,,2,2,7.560901,0,,,,,,0,,,,,0,,,,,,,,,,,54,,54,,4.885,2,,2,,,,,,,4.885,4.885,,22/05/2025,27/05/2025,,1,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 7-day click"
24/05/2025,24/05/2025,MANDURAH: Rory Lowe Traffic,unknown,active,8.1,,,,,,5,Daily,1303,6.216424,1177,1.107052,0,81,0,7-day click or 1-day view,54,actions:landing_page_view,0.15,,,393,,,,,,0:00:00,,,,6.216424,54,,,,,,,,0,30.161167,,0.020611,,,0,,,,,0,,,,,,,,,,,,,,,,55,,55,,,,,,,0.147273,0.15,,5/05/2025,22/05/2025,,54,actions:landing_page_view,1-day click
24/05/2025,24/05/2025,NEWCASTLE: Rory Lowe Traffic,unknown,active,8.12,,,,,,5,Daily,1387,5.854362,1275,1.087843,0,109,0,7-day click or 1-day view,81,actions:landing_page_view,0.10024691,,,496,,,,,,0:00:00,,,,7.858688,81,,,,,,,,0,35.760634,,0.016371,,,0,,,,,0,,,,,,,,,,,,,,,,2,,2,,,,,,,4.06,0.100247,,5/05/2025,22/05/2025,,81,actions:landing_page_view,1-day click
24/05/2025,24/05/2025,CANBERRA: Rory Lowe Traffic,unknown,inactive,8.12,,,,,,10,Daily,1563,5.195138,1428,1.094538,0,126,0,7-day click or 1-day view,119,actions:landing_page_view,0.06823529,,,580,,,,,,0:00:00,,,,8.06142,119,,,,,,,,0,37.108125,,0.014,,,0,,,,,0,,,,,,,,,,,,,,,,128,,128,,,,,,,0.063438,0.068235,,6/05/2025,28/05/2025,,119,actions:landing_page_view,1-day click
24/05/2025,24/05/2025,PERTH: Rory Lowe Traffic,unknown,active,8.59,,,,,,5,Daily,1539,5.581546,1446,1.064315,0,105,0,7-day click or 1-day view,82,actions:landing_page_view,0.1047561,,,432,,,,,,0:00:00,,,,6.822612,82,,,,,,,,0,28.070175,,0.019884,,,0,,,,,0,,,,,,,,,,,,,,,,82,,82,,,,,,,0.104756,0.104756,,5/05/2025,22/05/2025,,82,actions:landing_page_view,1-day click
24/05/2025,24/05/2025,BRISBANE: Rory Lowe Traffic,unknown,inactive,7.81,,,,,,10,Daily,1311,5.957285,1175,1.115745,0,88,0,7-day click or 1-day view,65,actions:landing_page_view,0.12015385,,,456,,,,,,0:00:00,,,,6.712433,65,,,,,,,,0,34.782609,,0.017127,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.120154,,5/05/2025,27/05/2025,,65,actions:landing_page_view,1-day click
24/05/2025,24/05/2025,ALL SHOWS Flexible Creative TRAFFIC,unknown,active,37.65,,,,,,22,Daily,4037,9.326232,3493,1.15574,0,88,0,7-day click or 1-day view,7,actions:landing_page_view,5.37857143,,,608,,,,,,0:00:00,,,,2.179837,7,,,,,,,,0,15.060689,,0.061924,,,0,,,,,0,,,,,,,,,,,,,,,,2,,2,,,,,,,18.825,5.378571,,14/02/2025,22/05/2025,,7,actions:landing_page_view,1-day click
23/05/2025,23/05/2025,Rory: Sunshine Coast Conversions UPDATEDv2,prospecting,inactive,46.69,,,,,,300,Lifetime,817,57.148103,584,1.398973,0,8,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,177,,,,,,0:00:00,,,,0.979192,8,,,,,,,,0,21.664627,,0.263785,,,0,,,,,0,,,,,,,,,,,,,,,,8,,8,,,,,,,5.83625,5.83625,,22/05/2025,24/05/2025,,,,
23/05/2025,23/05/2025,Rory: Brisbane Conversions UPDATED v2,prospecting,inactive,30.36,1,30.36,1.158103,35.16,35.16,600,Lifetime,1009,30.089197,849,1.188457,0,2,0,"7-day click, 1-day view, or 1-day engaged-view",1,actions:offsite_conversion.fb_pixel_purchase,30.36,,,,,,,,,0:00:00,,,,0.198216,1,1,1,,,2,2,1.158103,0,,,,,,0,,,,,0,,,,,32.04,,32.04,,,30.36,103.64,,103.64,,15.18,2,,2,,,35,,35,,15.18,30.36,,22/05/2025,27/05/2025,,1,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 7-day click"
23/05/2025,23/05/2025,Rory: Brisbane Conversions UPDATED v2,existing,inactive,0.06,,,,,,600,Lifetime,2,30,2,1,0,,0,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/05/2025,27/05/2025,,,,
23/05/2025,23/05/2025,Rory: Sydney Conversions UPDATED,prospecting,inactive,73.147787,,,,,,700,Lifetime,2004,36.500891,1680,1.192857,0,19,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,458,,,,,,0:00:00,,,,0.948104,18,,,,,,,,0,22.854291,,0.159711,,,0,,,,,0,,,,,,,,,,,,,,,,23,,23,,,,,,,3.180339,4.063766,,5/05/2025,27/05/2025,,,,
23/05/2025,23/05/2025,Rory: Sydney Conversions UPDATED,existing,inactive,0.862213,1,0.862213,121.779584,105,105,700,Lifetime,14,61.586678,10,1.4,0,1,0,"1-day click, 1-day view, or 1-day engaged-view",1,actions:offsite_conversion.fb_pixel_purchase,0.86221349,,,4,,,,,,0:00:00,,,,7.142857,1,1,1,,,1,1,121.779584,0,28.571429,,0.215553,,,0,,,,,0,,,,,105,,105,,,0.862213,105,,105,,0.862213,9,,9,,,,,,,0.095802,0.862213,,5/05/2025,27/05/2025,,1,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
23/05/2025,23/05/2025,BRISBANE: Rory Lowe Traffic,unknown,inactive,11.98,,,,,,10,Daily,622,19.26045,546,1.139194,0,2,0,7-day click or 1-day view,3,actions:landing_page_view,3.99333333,,,,,,,,,0:00:00,,,,0.321543,3,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.993333,,5/05/2025,27/05/2025,,3,actions:landing_page_view,1-day click
22/05/2025,22/05/2025,Rory: Sunshine Coast Conversions UPDATEDv2,prospecting,inactive,25.35,,,,,,300,Lifetime,2365,10.718816,2066,1.144724,0,48,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,829,,,,,,0:00:00,,,,2.029598,35,,,,,,,,0,35.052854,,0.030579,,,0,,,,,0,,,,,,,,,,,,,,,,39,,39,,,,,,,0.65,0.724286,,22/05/2025,24/05/2025,,,,
22/05/2025,22/05/2025,Rory: Sunshine Coast Conversions UPDATEDv2,existing,inactive,2.38,,,,,,300,Lifetime,91,26.153846,63,1.444444,0,3,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,21,,,,,,0:00:00,,,,3.296703,3,,,,,,,,0,23.076923,,0.113333,,,0,,,,,0,,,,,,,,,,,,,,,,3,,3,,,,,,,0.793333,0.793333,,22/05/2025,24/05/2025,,,,
22/05/2025,22/05/2025,Rory: Brisbane Conversions UPDATED v2,prospecting,inactive,22.4,2,11.2,6.264286,140.32,140.32,600,Lifetime,2541,8.815427,2090,1.215789,0,18,0,"7-day click, 1-day view, or 1-day engaged-view",2,actions:offsite_conversion.fb_pixel_purchase,11.2,,,,,,,,,0:00:00,,,,0.708383,13,,,,,1,1,6.264286,0,,,,,,0,,,,,0,,,,,,,,,,,70.32,,70.32,,22.4,3,,3,,,,,,,7.466667,1.723077,,22/05/2025,27/05/2025,,2,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 7-day click"
22/05/2025,22/05/2025,Rory: Brisbane Conversions UPDATED v2,existing,inactive,5.38,,,,,,600,Lifetime,341,15.777126,227,1.502203,0,8,0,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,0:00:00,,,,2.346041,4,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,1,,1,,,,,,,5.38,1.345,,22/05/2025,27/05/2025,,,,
22/05/2025,22/05/2025,Rory: Sydney Conversions UPDATED,unknown,inactive,0,,,,,,700,Lifetime,0,0,0,0,0,,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,1,,1,,,,,,,0,,,5/05/2025,27/05/2025,,,,
22/05/2025,22/05/2025,Rory: Sydney Conversions UPDATED,prospecting,inactive,96.04,2,48.02,0.732195,70.32,70.32,700,Lifetime,9358,10.262877,7817,1.197134,0,239,0,"1-day click, 1-day view, or 1-day engaged-view",2,actions:offsite_conversion.fb_pixel_purchase,48.02,,,3192,,,,,,0:00:00,,,,2.553965,195,,,,,3,3,0.732195,0,34.109853,,0.030088,,,0,,,,,0,,,,,,,,,,,140.64,,140.64,,32.013333,193,,193,,,,,,,0.497617,0.492513,,5/05/2025,27/05/2025,,2,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
22/05/2025,22/05/2025,Rory: Sydney Conversions UPDATED,existing,inactive,33.88,1,33.88,1.03778,35.16,35.16,700,Lifetime,2235,15.158837,1326,1.68552,0,44,0,"1-day click, 1-day view, or 1-day engaged-view",1,actions:offsite_conversion.fb_pixel_purchase,33.88,,,603,,,,,,0:00:00,,,,1.96868,34,,,,,1,1,1.03778,0,26.979866,,0.056186,,,0,,,,,0,,,,,,,,,,,35.16,,35.16,,33.88,39,,39,,,,,,,0.868718,0.996471,,5/05/2025,27/05/2025,,1,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
22/05/2025,22/05/2025,SUNSHINE COAST: Rory Lowe Traffic,unknown,completed,5.73,,,,,,5,Daily,949,6.037935,864,1.09838,0,64,0,7-day click or 1-day view,58,actions:landing_page_view,0.0987931,,,275,,,,,,0:00:00,,,,6.743941,58,,,,,,,,0,28.977871,,0.020836,,,0,,,,,0,,,,,,,,,,,,,,,,62,,62,,,,,,,0.092419,0.098793,,5/05/2025,22/05/2025,,58,actions:landing_page_view,1-day click
22/05/2025,22/05/2025,MANDURAH: Rory Lowe Traffic,unknown,active,3.7,,,,,,5,Daily,653,5.666156,619,1.054927,0,66,0,7-day click or 1-day view,45,actions:landing_page_view,0.08222222,,,260,,,,,,0:00:00,,,,10.107198,45,,,,,,,,0,39.816233,,0.014231,,,0,,,,,0,,,,,,,,,,,,,,,,46,,46,,,,,,,0.080435,0.082222,,5/05/2025,22/05/2025,,45,actions:landing_page_view,1-day click
22/05/2025,22/05/2025,NEWCASTLE: Rory Lowe Traffic,unknown,active,4.86,,,,,,5,Daily,986,4.929006,925,1.065946,0,78,0,7-day click or 1-day view,58,actions:landing_page_view,0.0837931,,,350,,,,,,0:00:00,,,,7.910751,58,,,,,,,,0,35.496957,,0.013886,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.083793,,5/05/2025,22/05/2025,,58,actions:landing_page_view,1-day click
22/05/2025,22/05/2025,CANBERRA: Rory Lowe Traffic,unknown,inactive,4.02,,,,,,10,Daily,664,6.054217,619,1.072698,0,51,0,7-day click or 1-day view,43,actions:landing_page_view,0.09348837,,,214,,,,,,0:00:00,,,,7.680723,43,,,,,,,,0,32.228916,,0.018785,,,0,,,,,0,,,,,,,,,,,,,,,,45,,45,,,,,,,0.089333,0.093488,,6/05/2025,28/05/2025,,43,actions:landing_page_view,1-day click
22/05/2025,22/05/2025,PERTH: Rory Lowe Traffic,unknown,active,4.66,,,,,,5,Daily,976,4.77459,895,1.090503,0,61,0,7-day click or 1-day view,47,actions:landing_page_view,0.09914894,,,245,,,,,,0:00:00,,,,6.25,47,,,,,,,,0,25.102459,,0.01902,,,0,,,,,0,,,,,,,,,,,,,,,,49,,49,,,,,,,0.095102,0.099149,,5/05/2025,22/05/2025,,47,actions:landing_page_view,1-day click
22/05/2025,22/05/2025,BRISBANE: Rory Lowe Traffic,unknown,inactive,9.14,,,,,,10,Daily,1761,5.190233,1646,1.069866,0,186,0,7-day click or 1-day view,154,actions:landing_page_view,0.05935065,,,709,,,,,,0:00:00,,,,10.562181,154,,,,,,,,0,40.261215,,0.012891,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.059351,,5/05/2025,27/05/2025,,154,actions:landing_page_view,1-day click
22/05/2025,22/05/2025,Rory: Sydney Traffic,unknown,completed,8.88,,,,,,10,Daily,1485,5.979798,1360,1.091912,0,126,0,7-day click or 1-day view,128,actions:landing_page_view,0.069375,,,513,,,,,,0:00:00,,,,8.484848,128,,,,,,,,0,34.545455,,0.01731,,,0,,,,,0,,,,,,,,,,,,,,,,123,,123,,,,,,,0.072195,0.069375,,25/04/2025,15/05/2025,,128,actions:landing_page_view,1-day click
