Reporting starts,Reporting ends,Ad Set Name,Audience segments,Ad set delivery,Amount spent (AUD),Website purchases,Cost per purchase (AUD),Purchase ROAS (return on ad spend),Purchases conversion value,Website purchases conversion value,Ad set budget,Ad set budget type,Impressions,"CPM (cost per 1,000 impressions) (AUD)",Reach,Frequency,CTR (all),Link clicks,CPC (all) (AUD),Attribution setting,Results,Result indicator,Cost per results,Meta purchases,ThruPlays,3-second video plays,Video plays at 25%,Video plays at 50%,Video plays at 75%,Video plays at 95%,Video plays at 100%,Video average play time,Video plays,profile_visit_view,Unique link clicks,CTR (link click-through rate),Landing page views,Adds to cart,Website adds to cart,Adds of payment info,Website adds of payment info,Checkouts Initiated,Website checkouts initiated,Website purchase ROAS (return on ad spend),Views,3-second video plays rate per impressions,Cost per ThruPlay (AUD),Cost per 3-second video play (AUD),Unique outbound clicks,Outbound clicks,Unique CTR (link click-through rate),Outbound CTR (click-through rate),Unique outbound CTR (click-through rate),Cost per unique outbound click (AUD),Cost per unique link click (AUD),Cost per unique click (all) (AUD),Adds of payment info conversion value,In-app adds of payment info conversion value,Website adds of payment info conversion value,Offline adds of payment info conversion value,Adds to cart conversion value,In-app adds to cart conversion value,Website adds to cart conversion value,Offline adds to cart conversion value,Cost per add of payment info (AUD),Cost per add to cart (AUD),Checkouts initiated conversion value,In-app checkouts initiated conversion value,Website checkouts initiated conversion value,Offline checkouts initiated conversion value,Cost per checkout initiated (AUD),Content views,In-app content views,Website content views,Offline content views,Meta content views,Content views conversion value,In-app content views conversion value,Website content views conversion value,Offline content views conversion value,Cost per content view (AUD),Cost per landing page view (AUD),Orders created,Date created,Date last edited,custom_audiences,Optimization events,Optimization Event Indicator,Optimization event conversion window
24/06/2024,24/06/2024,ALL SHOWS Single Dynamic Content,existing,not_delivering,18.4,2,9.2,8.290217,152.54,152.54,25,Daily,1237,14.874697,576,2.147569,0,3,0,"1-day click, 1-day view, or 1-day engaged-view",2,actions:offsite_conversion.fb_pixel_purchase,9.2,,,39,,,,,,0:00:00,,,,0.242522,3,1,1,2,2,1,1,8.290217,0,3.152789,,0.471795,,,0,,,,,0,,,,,37.95,,37.95,,9.2,18.4,,,,,18.4,,,,,,,,,,,6.133333,,4/10/2023,7/07/2024,,2,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
24/06/2024,24/06/2024,Oct23 Dynamic Creative,unknown,not_delivering,10.27,,,,,,10,Daily,1094,9.387569,1018,1.074656,0,31,0,7-day click or 1-day view,26,actions:landing_page_view,0.395,,,165,,,,,,0:00:00,,,,2.833638,26,,,,,,,,0,15.082267,,0.062242,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.395,,29/09/2023,21/06/2024,,26,actions:landing_page_view,1-day click
23/06/2024,23/06/2024,New Sales Ad Set,prospecting,not_delivering,7.635003,,,,,,Using campaign budget,0,880,8.67614,727,1.210454,0,5,0,7-day click or 1-day view,,,,,,142,,,,,,0:00:00,,,,0.568182,5,,,,,,,,0,16.136364,,0.053768,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.527001,,21/06/2024,15/07/2024,,,,
23/06/2024,23/06/2024,New Sales Ad Set,existing,not_delivering,7.644997,2,3.822498,19.952919,152.54,152.54,Using campaign budget,0,516,14.815885,296,1.743243,0,2,0,7-day click or 1-day view,2,actions:offsite_conversion.fb_pixel_purchase,3.82249836,,,33,,,,,,0:00:00,,,,0.387597,,2,2,2,2,2,2,19.952919,0,6.395349,,0.231667,,,0,,,,,0,,,,,75.9,,75.9,,3.822498,3.822498,,,,,3.822498,2,,2,,,,,,,3.822498,,,21/06/2024,15/07/2024,,2,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 7-day click"
23/06/2024,23/06/2024,ALL SHOWS Single Dynamic Content,prospecting,not_delivering,6.89,,,,,,25,Daily,727,9.477304,449,1.619154,0,7,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,13,,,,,,0:00:00,,,,0.962861,4,1,1,,,,,,0,1.788171,,0.53,,,0,,,,,0,,,,,25,,25,,,6.89,,,,,,,,,,,,,,,,1.7225,,4/10/2023,7/07/2024,,,,
23/06/2024,23/06/2024,ALL SHOWS Single Dynamic Content,existing,not_delivering,19.56,2,9.78,7.798569,152.54,152.54,25,Daily,1251,15.635492,627,1.995215,0,,0,"1-day click, 1-day view, or 1-day engaged-view",2,actions:offsite_conversion.fb_pixel_purchase,9.78,,,35,,,,,,0:00:00,,,,,,3,3,1,1,2,2,7.798569,0,2.797762,,0.558857,,,0,,,,,0,,,,,110.9,,110.9,,19.56,6.52,376.24,,376.24,,9.78,,,,,,,,,,,,,4/10/2023,7/07/2024,,2,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
23/06/2024,23/06/2024,Oct23 Dynamic Creative,unknown,not_delivering,10.95,,,,,,10,Daily,901,12.153163,804,1.120647,0,35,0,7-day click or 1-day view,31,actions:landing_page_view,0.35322581,,,212,,,,,,0:00:00,,,,3.884573,31,,,,,,,,0,23.529412,,0.051651,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.353226,,29/09/2023,21/06/2024,,31,actions:landing_page_view,1-day click
22/06/2024,22/06/2024,New Sales Ad Set,prospecting,not_delivering,7.424659,,,,,,Using campaign budget,0,925,8.026658,822,1.125304,0,4,0,7-day click or 1-day view,,,,,,63,,,,,,0:00:00,,,,0.432432,4,1,1,,,,,,0,6.810811,,0.117852,,,0,,,,,0,,,,,37.95,,37.95,,,7.424659,,,,,,,,,,,,,,,,1.856165,,21/06/2024,15/07/2024,,,,
22/06/2024,22/06/2024,New Sales Ad Set,existing,not_delivering,6.475341,2,3.237671,6.486144,42,42,Using campaign budget,0,419,15.454276,262,1.599237,0,3,0,7-day click or 1-day view,2,actions:offsite_conversion.fb_pixel_purchase,3.23767074,,,24,,,,,,0:00:00,,,,0.71599,2,1,1,1,1,1,1,6.486144,0,5.727924,,0.269806,,,0,,,,,0,,,,,20,,20,,6.475341,6.475341,,,,,6.475341,,,,,,,,,,,3.237671,,21/06/2024,15/07/2024,,2,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 7-day click"
22/06/2024,22/06/2024,ALL SHOWS Single Dynamic Content,prospecting,not_delivering,5.7,,,,,,25,Daily,566,10.070671,312,1.814103,0,3,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,13,,,,,,0:00:00,,,,0.530035,2,,,,,,,,0,2.29682,,0.438462,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.85,,4/10/2023,7/07/2024,,,,
22/06/2024,22/06/2024,ALL SHOWS Single Dynamic Content,existing,not_delivering,20.97,,,,,,25,Daily,1236,16.966019,567,2.179894,0,5,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,24,,,,,,0:00:00,,,,0.404531,2,,,,,,,,0,1.941748,,0.87375,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,10.485,,4/10/2023,7/07/2024,,,,
22/06/2024,22/06/2024,Oct23 Dynamic Creative,unknown,not_delivering,9.51,,,,,,10,Daily,918,10.359477,863,1.063731,0,25,0,7-day click or 1-day view,24,actions:landing_page_view,0.39625,,,225,,,,,,0:00:00,,,,2.723312,24,,,,,,,,0,24.509804,,0.042267,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.39625,,29/09/2023,21/06/2024,,24,actions:landing_page_view,1-day click
21/06/2024,21/06/2024,New Sales Ad Set,prospecting,not_delivering,7.27,,,,,,Using campaign budget,0,889,8.177728,779,1.141207,0,6,0,7-day click or 1-day view,,,,,,20,,,,,,0:00:00,,,,0.674916,2,,,,,,,,0,2.249719,,0.3635,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.635,,21/06/2024,15/07/2024,,,,
21/06/2024,21/06/2024,New Sales Ad Set,existing,not_delivering,4.35,2,2.175,47.397701,206.18,206.18,Using campaign budget,0,310,14.032258,188,1.648936,0,2,0,7-day click or 1-day view,2,actions:offsite_conversion.fb_pixel_purchase,2.175,,,16,,,,,,0:00:00,,,,0.645161,,1,1,1,1,2,2,47.397701,0,5.16129,,0.271875,,,0,,,,,0,,,,,25,,25,,4.35,4.35,98.18,,98.18,,2.175,,,,,,,,,,,,,21/06/2024,15/07/2024,,2,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 7-day click"
21/06/2024,21/06/2024,ALL SHOWS Single Dynamic Content,prospecting,not_delivering,5.91,,,,,,25,Daily,677,8.72969,363,1.865014,0,2,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,44,,,,,,0:00:00,,,,0.295421,2,,,,,,,,0,6.499261,,0.134318,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.955,,4/10/2023,7/07/2024,,,,
21/06/2024,21/06/2024,ALL SHOWS Single Dynamic Content,existing,not_delivering,19.37,6,3.228333,9.658751,187.09,187.09,25,Daily,1194,16.222781,551,2.166969,0,9,0,"1-day click, 1-day view, or 1-day engaged-view",6,actions:offsite_conversion.fb_pixel_purchase,3.22833333,,,48,,,,,,0:00:00,,,,0.753769,4,3,3,2,2,3,3,9.658751,0,4.020101,,0.403542,,,0,,,,,0,,,,,45,,45,,9.685,6.456667,,,,,6.456667,,,,,,,,,,,4.8425,,4/10/2023,7/07/2024,,6,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
21/06/2024,21/06/2024,Oct23 Dynamic Creative,unknown,not_delivering,10.28,,,,,,10,Daily,885,11.615819,763,1.159895,0,29,0,7-day click or 1-day view,24,actions:landing_page_view,0.42833333,,,190,,,,,,0:00:00,,,,3.276836,24,,,,,,,,0,21.468927,,0.054105,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.428333,,29/09/2023,21/06/2024,,24,actions:landing_page_view,1-day click
20/06/2024,20/06/2024,ALL SHOWS Single Dynamic Content,prospecting,not_delivering,4.322925,,,,,,25,Daily,586,7.377005,395,1.483544,0,,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,30,,,,,,0:00:00,,,,,,,,,,,,,0,5.119454,,0.144097,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/10/2023,7/07/2024,,,,
20/06/2024,20/06/2024,ALL SHOWS Single Dynamic Content,existing,not_delivering,20.117075,2,10.058538,2.5625,51.55,51.55,25,Daily,1269,15.852699,569,2.230228,0,6,0,"1-day click, 1-day view, or 1-day engaged-view",2,actions:offsite_conversion.fb_pixel_purchase,10.05853758,,,49,,,,,,0:00:00,,,,0.472813,3,1,1,1,1,2,2,2.5625,0,3.861308,,0.410553,,,0,,,,,0,,,,,25,,25,,20.117075,20.117075,50,,50,,10.058538,,,,,,,,,,,6.705692,,4/10/2023,7/07/2024,,2,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
20/06/2024,20/06/2024,Oct23 Dynamic Creative,unknown,not_delivering,9.68,,,,,,10,Daily,1524,6.351706,1456,1.046703,0,56,0,7-day click or 1-day view,32,actions:landing_page_view,0.3025,,,53,,,,,,0:00:00,,,,3.674541,32,,,,,,,,0,3.47769,,0.182642,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.3025,,29/09/2023,21/06/2024,,32,actions:landing_page_view,1-day click
19/06/2024,19/06/2024,ALL SHOWS Single Dynamic Content,prospecting,not_delivering,5.26,,,,,,25,Daily,740,7.108108,463,1.598272,0,1,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,45,,,,,,0:00:00,,,,0.135135,1,1,1,1,1,1,1,,0,6.081081,,0.116889,,,0,,,,,0,,,,,37.95,,37.95,,5.26,5.26,,,,,5.26,,,,,,,,,,,5.26,,4/10/2023,7/07/2024,,,,
19/06/2024,19/06/2024,ALL SHOWS Single Dynamic Content,existing,not_delivering,19.03,10,1.903,30.988965,589.72,589.72,25,Daily,1284,14.820872,595,2.157983,0,1,0,"1-day click, 1-day view, or 1-day engaged-view",10,actions:offsite_conversion.fb_pixel_purchase,1.903,,,47,,,,,,0:00:00,,,,0.077882,,5,5,4,4,5,5,30.988965,0,3.660436,,0.404894,,,0,,,,,0,,,,,152.95,,152.95,,4.7575,3.806,,,,,3.806,,,,,,,,,,,,,4/10/2023,7/07/2024,,10,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
19/06/2024,19/06/2024,Oct23 Dynamic Creative,unknown,not_delivering,9.78,,,,,,10,Daily,1581,6.185958,1553,1.01803,0,43,0,7-day click or 1-day view,22,actions:landing_page_view,0.44454545,,,54,,,,,,0:00:00,,,,2.719798,22,,,,,,,,0,3.41556,,0.181111,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.444545,,29/09/2023,21/06/2024,,22,actions:landing_page_view,1-day click
18/06/2024,18/06/2024,ALL SHOWS Single Dynamic Content,prospecting,not_delivering,5.35,,,,,,25,Daily,728,7.348901,425,1.712941,0,,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,24,,,,,,0:00:00,,,,,,,,,,,,,0,3.296703,,0.222917,,,0,,,,,0,,,,,,,,,,,,,,,,1,,1,,,,,,,5.35,,,4/10/2023,7/07/2024,,,,
18/06/2024,18/06/2024,ALL SHOWS Single Dynamic Content,existing,not_delivering,18.77,,,,,,25,Daily,1202,15.615641,588,2.044218,0,4,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,62,,,,,,0:00:00,,,,0.332779,3,5,5,2,2,3,3,,0,5.15807,,0.302742,,,0,,,,,0,,,,,115,,115,,9.385,3.754,40,,40,,6.256667,,,,,,,,,,,6.256667,,4/10/2023,7/07/2024,,,,
18/06/2024,18/06/2024,Oct23 Dynamic Creative,unknown,not_delivering,9.78,,,,,,10,Daily,1481,6.603646,1432,1.034218,0,46,0,7-day click or 1-day view,25,actions:landing_page_view,0.3912,,,19,,,,,,0:00:00,,,,3.106009,25,,,,,,,,0,1.282917,,0.514737,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.3912,,29/09/2023,21/06/2024,,25,actions:landing_page_view,1-day click
17/06/2024,17/06/2024,ALL SHOWS Single Dynamic Content,prospecting,not_delivering,5.17,2,2.585,39.880077,206.18,206.18,25,Daily,687,7.525473,415,1.655422,0,,0,"1-day click, 1-day view, or 1-day engaged-view",2,actions:offsite_conversion.fb_pixel_purchase,2.585,,,21,,,,,,0:00:00,,,,,,,,1,1,1,1,39.880077,0,3.056769,,0.24619,,,0,,,,,0,,,,,,,,,5.17,,200,,200,,5.17,,,,,,,,,,,,,4/10/2023,7/07/2024,,2,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
17/06/2024,17/06/2024,ALL SHOWS Single Dynamic Content,existing,not_delivering,19.2,,,,,,25,Daily,1377,13.943355,650,2.118462,0,4,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,59,,,,,,0:00:00,,,,0.290487,2,1,1,,,,,,0,4.284677,,0.325424,,,0,,,,,0,,,,,30,,30,,,19.2,,,,,,6,,6,,,,,,,3.2,9.6,,4/10/2023,7/07/2024,,,,
17/06/2024,17/06/2024,Oct23 Dynamic Creative,unknown,not_delivering,10.32,,,,,,10,Daily,1976,5.222672,1851,1.067531,0,52,0,7-day click or 1-day view,34,actions:landing_page_view,0.30352941,,,76,,,,,,0:00:00,,,,2.631579,34,,,,,,,,0,3.846154,,0.135789,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.303529,,29/09/2023,21/06/2024,,34,actions:landing_page_view,1-day click
16/06/2024,16/06/2024,ALL SHOWS Single Dynamic Content,prospecting,not_delivering,4.91,,,,,,25,Daily,726,6.763085,417,1.741007,0,3,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,34,,,,,,0:00:00,,,,0.413223,2,,,,,,,,0,4.683196,,0.144412,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.455,,4/10/2023,7/07/2024,,,,
16/06/2024,16/06/2024,ALL SHOWS Single Dynamic Content,existing,not_delivering,20.33,,,,,,25,Daily,1536,13.235677,781,1.966709,0,3,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,70,,,,,,0:00:00,,,,0.195313,3,,,,,,,,0,4.557292,,0.290429,,,0,,,,,0,,,,,,,,,,,,,,,,2,,2,,,,,,,10.165,6.776667,,4/10/2023,7/07/2024,,,,
16/06/2024,16/06/2024,Oct23 Dynamic Creative,unknown,not_delivering,10.65,,,,,,10,Daily,1769,6.02035,1711,1.033898,0,47,0,7-day click or 1-day view,25,actions:landing_page_view,0.426,,,51,,,,,,0:00:00,,,,2.656868,25,,,,,,,,0,2.882985,,0.208824,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.426,,29/09/2023,21/06/2024,,25,actions:landing_page_view,1-day click
15/06/2024,15/06/2024,ALL SHOWS Single Dynamic Content,prospecting,not_delivering,3.758456,,,,,,25,Daily,578,6.502519,375,1.541333,0,3,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,26,,,,,,0:00:00,,,,0.519031,3,,,2,2,2,2,,0,4.49827,,0.144556,,,0,,,,,0,,,,,,,,,1.879228,,,,,,1.879228,,,,,,,,,,,1.252819,,4/10/2023,7/07/2024,,,,
15/06/2024,15/06/2024,ALL SHOWS Single Dynamic Content,existing,not_delivering,20.581544,,,,,,25,Daily,1568,13.125985,817,1.919217,0,6,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,95,,,,,,0:00:00,,,,0.382653,,1,1,,,,,,0,6.058673,,0.216648,,,0,,,,,0,,,,,37.95,,37.95,,,20.581544,,,,,,2,,2,,,,,,,10.290772,,,4/10/2023,7/07/2024,,,,
15/06/2024,15/06/2024,Oct23 Dynamic Creative,unknown,not_delivering,9.9,,,,,,10,Daily,1635,6.055046,1571,1.040738,0,53,0,7-day click or 1-day view,28,actions:landing_page_view,0.35357143,,,75,,,,,,0:00:00,,,,3.24159,28,,,,,,,,0,4.587156,,0.132,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.353571,,29/09/2023,21/06/2024,,28,actions:landing_page_view,1-day click
14/06/2024,14/06/2024,ALL SHOWS Single Dynamic Content,prospecting,not_delivering,4.35,,,,,,25,Daily,465,9.354839,241,1.929461,0,,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,25,,,,,,0:00:00,,,,,,,,,,,,,0,5.376344,,0.174,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/10/2023,7/07/2024,,,,
14/06/2024,14/06/2024,ALL SHOWS Single Dynamic Content,existing,not_delivering,22.19,2,11.095,6.874268,152.54,152.54,25,Daily,1167,19.014567,522,2.235632,0,3,0,"1-day click, 1-day view, or 1-day engaged-view",2,actions:offsite_conversion.fb_pixel_purchase,11.095,,,77,,,,,,0:00:00,,,,0.257069,3,2,2,1,1,2,2,6.874268,0,6.598115,,0.288182,,,0,,,,,0,,,,,62.95,,62.95,,22.19,11.095,151.8,,151.8,,11.095,1,,1,,,,,,,22.19,7.396667,,4/10/2023,7/07/2024,,2,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
14/06/2024,14/06/2024,Oct23 Dynamic Creative,unknown,not_delivering,9.86,,,,,,10,Daily,1925,5.122078,1795,1.072423,0,57,0,7-day click or 1-day view,22,actions:landing_page_view,0.44818182,,,97,,,,,,0:00:00,,,,2.961039,22,,,,,,,,0,5.038961,,0.101649,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.448182,,29/09/2023,21/06/2024,,22,actions:landing_page_view,1-day click
13/06/2024,13/06/2024,ALL SHOWS Single Dynamic Content,prospecting,not_delivering,4.27,,,,,,25,Daily,544,7.849265,284,1.915493,0,,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,28,,,,,,0:00:00,,,,,,1,1,,,,,,0,5.147059,,0.1525,,,0,,,,,0,,,,,37.95,,37.95,,,4.27,,,,,,,,,,,,,,,,,,4/10/2023,7/07/2024,,,,
13/06/2024,13/06/2024,ALL SHOWS Single Dynamic Content,existing,not_delivering,20.23,2,10.115,,,,25,Daily,1303,15.52571,636,2.048742,0,3,0,"1-day click, 1-day view, or 1-day engaged-view",2,actions:offsite_conversion.fb_pixel_purchase,10.115,,,85,,,,,,0:00:00,,,,0.230238,,1,1,,,2,2,,0,6.523408,,0.238,,,0,,,,,0,,,,,,,,,,20.23,,,,,10.115,1,,1,,,,,,,20.23,,,4/10/2023,7/07/2024,,2,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
13/06/2024,13/06/2024,Oct23 Dynamic Creative,unknown,not_delivering,9.58,,,,,,10,Daily,2048,4.677734,2025,1.011358,0,52,0,7-day click or 1-day view,25,actions:landing_page_view,0.3832,,,82,,,,,,0:00:00,,,,2.539063,25,,,,,,,,0,4.003906,,0.116829,,,0,,,,,0,,,,,,,,,,,,,,,,1,,1,,,,,,,9.58,0.3832,,29/09/2023,21/06/2024,,25,actions:landing_page_view,1-day click
12/06/2024,12/06/2024,ALL SHOWS Single Dynamic Content,prospecting,not_delivering,4.28,,,,,,25,Daily,540,7.925926,333,1.621622,0,4,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,9,,,,,,0:00:00,,,,0.740741,3,1,1,,,,,,0,1.666667,,0.475556,,,0,,,,,0,,,,,23,,23,,,4.28,,,,,,,,,,,,,,,,1.426667,,4/10/2023,7/07/2024,,,,
12/06/2024,12/06/2024,ALL SHOWS Single Dynamic Content,existing,not_delivering,20.53,2,10.265,7.430102,152.54,152.54,25,Daily,1334,15.389805,681,1.958884,0,3,0,"1-day click, 1-day view, or 1-day engaged-view",2,actions:offsite_conversion.fb_pixel_purchase,10.265,,,41,,,,,,0:00:00,,,,0.224888,1,8,8,6,6,8,8,7.430102,0,3.073463,,0.500732,,,0,,,,,0,,,,,256.8,,256.8,,3.421667,2.56625,179.82,,179.82,,2.56625,4,,4,,,,,,,5.1325,20.53,,4/10/2023,7/07/2024,,2,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
12/06/2024,12/06/2024,Oct23 Dynamic Creative,unknown,not_delivering,9.75,,,,,,10,Daily,1958,4.979571,1868,1.04818,0,67,0,7-day click or 1-day view,48,actions:landing_page_view,0.203125,,,84,,,,,,0:00:00,,,,3.421859,48,,,,,,,,0,4.290092,,0.116071,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.203125,,29/09/2023,21/06/2024,,48,actions:landing_page_view,1-day click
11/06/2024,11/06/2024,ALL SHOWS Single Dynamic Content,prospecting,not_delivering,5.17774,,,,,,25,Daily,727,7.122063,398,1.826633,0,,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,32,,,,,,0:00:00,,,,,,,,,,,,,0,4.401651,,0.161804,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/10/2023,7/07/2024,,,,
11/06/2024,11/06/2024,ALL SHOWS Single Dynamic Content,existing,not_delivering,17.73226,2,8.86613,11.950535,211.91,211.91,25,Daily,1533,11.567032,713,2.15007,0,3,0,"1-day click, 1-day view, or 1-day engaged-view",2,actions:offsite_conversion.fb_pixel_purchase,8.86613002,,,59,,,,,,0:00:00,,,,0.195695,2,2,2,2,2,4,4,11.950535,0,3.848663,,0.300547,,,0,,,,,0,,,,,70,,70,,8.86613,8.86613,915,,915,,4.433065,,,,,,,,,,,8.86613,,4/10/2023,7/07/2024,,2,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
11/06/2024,11/06/2024,Oct23 Dynamic Creative,unknown,not_delivering,10.02,,,,,,10,Daily,2495,4.016032,2386,1.045683,0,67,0,7-day click or 1-day view,58,actions:landing_page_view,0.17275862,,,140,,,,,,0:00:00,,,,2.685371,58,,,1,1,,,,0,5.611222,,0.071571,,,0,,,,,0,,,,,,,,,10.02,,,,,,,,,,,,,,,,,0.172759,,29/09/2023,21/06/2024,,58,actions:landing_page_view,1-day click
10/06/2024,10/06/2024,ALL SHOWS Single Dynamic Content,prospecting,not_delivering,4.6,,,,,,25,Daily,639,7.198748,355,1.8,0,,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,21,,,,,,0:00:00,,,,,1,,,,,,,,0,3.286385,,0.219048,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,,4/10/2023,7/07/2024,,,,
10/06/2024,10/06/2024,ALL SHOWS Single Dynamic Content,existing,not_delivering,20.39,,,,,,25,Daily,1649,12.36507,767,2.149935,0,6,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,63,,,,,,0:00:00,,,,0.363857,2,,,1,1,,,,0,3.820497,,0.323651,,,0,,,,,0,,,,,,,,,20.39,,,,,,,,,,,,,,,,,10.195,,4/10/2023,7/07/2024,,,,
10/06/2024,10/06/2024,Oct23 Dynamic Creative,unknown,not_delivering,10.19,,,,,,10,Daily,2591,3.932844,2467,1.050263,0,53,0,7-day click or 1-day view,47,actions:landing_page_view,0.21680851,,,143,,,,,,0:00:00,,,,2.045542,47,,,,,,,,0,5.519105,,0.071259,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.216809,,29/09/2023,21/06/2024,,47,actions:landing_page_view,1-day click
9/06/2024,9/06/2024,ALL SHOWS Single Dynamic Content,prospecting,not_delivering,6.23,,,,,,25,Daily,874,7.128146,489,1.787321,0,2,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,40,,,,,,0:00:00,,,,0.228833,1,,,,,,,,0,4.576659,,0.15575,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,6.23,,4/10/2023,7/07/2024,,,,
9/06/2024,9/06/2024,ALL SHOWS Single Dynamic Content,existing,not_delivering,18.65,,,,,,25,Daily,1601,11.648969,803,1.993773,0,5,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,44,,,,,,0:00:00,,,,0.312305,3,,,,,1,1,,0,2.748282,,0.423864,,,0,,,,,0,,,,,,,,,,,44.38,,44.38,,18.65,1,,1,,,,,,,18.65,6.216667,,4/10/2023,7/07/2024,,,,
9/06/2024,9/06/2024,Oct23 Dynamic Creative,unknown,not_delivering,10.7,,,,,,10,Daily,1125,9.511111,1064,1.057331,0,35,0,7-day click or 1-day view,24,actions:landing_page_view,0.44583333,,,77,,,,,,0:00:00,,,,3.111111,24,,,,,,,,0,6.844444,,0.138961,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.445833,,29/09/2023,21/06/2024,,24,actions:landing_page_view,1-day click
8/06/2024,8/06/2024,ALL SHOWS Single Dynamic Content,prospecting,not_delivering,5.88583,2,2.942915,17.514947,103.09,103.09,25,Daily,790,7.450418,411,1.922141,0,,0,"1-day click, 1-day view, or 1-day engaged-view",2,actions:offsite_conversion.fb_pixel_purchase,2.94291504,,,31,,,,,,0:00:00,,,,,,1,1,1,1,1,1,17.514947,0,3.924051,,0.189865,,,0,,,,,0,,,,,25,,25,,5.88583,5.88583,45.45,,45.45,,5.88583,,,,,,,,,,,,,4/10/2023,7/07/2024,,2,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
8/06/2024,8/06/2024,ALL SHOWS Single Dynamic Content,existing,not_delivering,22.34417,2,11.172085,4.613731,103.09,103.09,25,Daily,1640,13.624494,830,1.975904,0,3,0,"1-day click, 1-day view, or 1-day engaged-view",2,actions:offsite_conversion.fb_pixel_purchase,11.17208496,,,88,,,,,,0:00:00,,,,0.182927,1,1,1,1,1,1,1,4.613731,0,5.365854,,0.253911,,,0,,,,,0,,,,,25,,25,,22.34417,22.34417,45.45,,45.45,,22.34417,,,,,,,,,,,22.34417,,4/10/2023,7/07/2024,,2,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
